 	è	possibile	che	è	entrato	da	qui	</S>
i	0.852417828	0.14414067204	0.000964156144	0.0006644927484	0.00135179454844	0.000184985419498	0.000146381014326	0.000129642923228
s	0.475160626	0.4334546086	0.014205666	0.01198206601	0.002376087406	0.013168481827	0.00805226145394	0.0416001927836
o	0.3409340646	0.575884874	0.03959102452	0.006784648094	0.01143926372	0.0008761781402	0.0009460103062	0.0235439431019
g	0.10036811396	0.75002913	0.08960628586	0.01273050274	0.010910883316	0.0100894291208	0.00259081669778	0.0236748215719
g	0.02880976678	0.80053838	0.12818971462	0.01781956962	0.01085159834	0.0010807441936	0.0011316332312	0.0115786264215
è	0.0131777678	0.519344912	0.198971302	0.1002012368	0.160821573	0.00241151008	0.002282622394	0.0027891137024
s	0.031326713826	0.468825133	0.3825659264	0.0543947452	0.0460292761148	0.0116470126152	0.00347738363977	0.00173379528342
t	0.08292415775	0.497702484	0.229323653	0.04824812418	0.11072333128	0.003911102636	0.0172734402968	0.00989371170126
e	0.0160624549792	0.36357063408	0.333208837	0.0834828102	0.13213668	0.031761475836	0.0186781767112	0.0210989348
k	0.00710994	0.03508297316	0.528552546	0.244236212	0.0640036438	0.096644949352	0.0185631067172	0.00580664626
a	0.031294481588	0.0781162102	0.312091504	0.1992856876	0.3238821226	0.013066201	0.03500232534	0.0072614824472
m	0.01758604488	0.01148572804	0.131089426	0.51880824	0.112128194	0.160275802	0.031931395312	0.016695127402
b	0.007278197651	0.00499193704	0.0600922806	0.1499132474	0.61947161	0.0506012856	0.09246510568	0.0151863218
ì	0.009910136402	0.0090700812188	0.02948439212	0.1167509644	0.695693686	0.0647424456	0.06869164688	0.005656689752
k	0.045247586468	0.0086301024	0.0218101618	0.2538434188	0.0616827438	0.501332642	0.0549185318	0.052534823754
e	0.00577179455888	0.003609382932	0.01472136076	0.070990845	0.583871058	0.123426708	0.1576881644	0.0399207078
a	0.1501506163	0.0263902688	0.0342071796	0.0816619988	0.045035152	0.328826138	0.234831588	0.0988970688
p	0.02672772766	0.015326509328	0.013131160548	0.0346746149	0.0568595592	0.3691378894	0.389701616	0.094440907
ò	0.0071311724542	0.01040477747	0.007835750578	0.017333442706	0.04596013764	0.26112695372	0.455098268	0.195109519343
t	0.011652061334	0.008294235842	0.003472429336	0.00573550386	0.004768866964	0.12377911872	0.5729633318	0.26933442728
t	0.00207273192554	0.0010583759786	0.001909776387	0.002525056222	0.010546364752	0.12159850546	0.776307196	0.0839820476
u	0.0257462816338	0.00286250740552	0.0192371075668	0.015380411949	0.010497664672	0.028164456254	0.647315936	0.25079563
</S>	0.007751606408	0.0346862261654	0.010502742731	0.0281779332883	0.015426634324	0.048526517276	0.2927716318	0.562156678
