 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.99284087	0.00625640987	0.000486356258	9.579470116e-05	4.3046840094e-05	1.5531219942e-05	3.9432762054e-05	3.58651733914e-05	0.000186749621084
à	0.912663114	0.0763997424	0.00657245186	0.0015052259888	0.00047931921324	0.00017636836317	0.000787415221273	7.32001900656e-05	0.00134319060394
o	0.882487028	0.0995834726	0.005808891695	0.00864247847918	0.0024576642062	0.00018674556551	0.000172908579483	1.10697957018e-05	0.000649713457308
c	0.2374447818	0.679970632	0.0371985202	0.00743252271	0.0030262667714	0.007753203814	0.0134539966291	0.00111897248556	0.012601064519
e	0.08772915952	0.85933869	0.02959562098	0.015709780412	0.00423298848	0.0008164978058	0.0002816575978	0.00145988238476	0.000835722980862
r	0.10236612152	0.83268354	0.05482320608	0.008063308468	0.000461311145692	0.000474427439324	0.000771926138642	1.61399776747e-05	0.000340087635606
k	0.00942308074	0.94009661	0.0404423316	0.007061214846	0.0014205261348	0.0003474172218	0.0002760898612	0.000386391508746	0.000546389782518
è	0.03623335708	0.72329249	0.1978141716	0.03348462866	0.0064449519692	0.000790829565	0.000918634963	0.0007692947252	0.00025170081942
o	0.046415931418	0.692192196	0.227488462	0.030009748672	0.0030987131872	0.0002943959015	0.000378763925808	2.43170974548e-05	9.7498471974e-05
n	0.01020480262	0.458968088	0.486721802	0.0240429882	0.004147191246	0.0060144907308	0.0058335419175	0.00220870934034	0.00185837424399
t	0.00225716936	0.555279086	0.3521494112	0.0700800272	0.013677012294	0.002759439386	0.001021735528	0.0007036238268	0.0020724915784
a	0.004157483712	0.3502436966	0.506386658	0.09847700282	0.0262085694572	0.0064498550716	0.004124957862	0.00306041563956	0.000891371530778
è	0.00353924931	0.0412933194	0.795541574	0.1452021036	0.011004553568	0.001835749444	0.0013252854625	0.000111951414948	0.000146198949248
n	0.004311338826	0.027093332	0.778588424	0.14628995	0.018775475034	0.009261484838	0.00520698740472	0.00632635169918	0.0041466468296
a	0.0024051277932	0.0501593525	0.61709126	0.258695634	0.04993122496	0.010005336648	0.00140279423	0.005661315719	0.0046479595022
m	0.016767700833	0.01184315974	0.198039483	0.602135838	0.1460563696	0.0139846983	0.006743804038	0.0019297172126	0.0024991965542
à	0.003635856134	0.03824735002	0.252250276	0.483880442	0.1844460782	0.02414109	0.00493447252	0.00245327542	0.006011174524
k	0.005111374678	0.00582175199	0.088412259	0.641835824	0.236272308	0.0178842961	0.003756179648	0.0004690885448	0.00043688844248
i	0.00221579172514	0.0057154949974	0.1484232998	0.513350494	0.2119291876	0.0891853336	0.00371550296	0.008125186332	0.017339721028
n	0.011644418648	0.00679448833	0.016247554	0.358631086	0.505118302	0.0816079266	0.015815818	0.0023492343282	0.00179116866
a	0.0130895444623	0.0104199228278	0.07418200642	0.328347218	0.415933806	0.0986876566	0.016916310334	0.027516965126	0.014906571728
k	0.002468318712	0.001865165433	0.010695004452	0.1569617776	0.605108624	0.1884000078	0.028675365	0.002179490098	0.0036462723353
a	0.0061267294238	0.0045190201668	0.036625070318	0.1700927666	0.438102058	0.2591468228	0.03034198792	0.0300734406	0.024972145284
k	0.0107017092	0.004085127872	0.012216628698	0.0820562068	0.487308772	0.319620198	0.074293651	0.005956003736	0.00376170543
u	0.0050302115514	0.002968949966	0.027191281312	0.0827188584	0.2966462	0.406182046	0.0471957802	0.10022935076	0.031837285808
n	0.013644129426	0.00599510709	0.0121848557	0.03815372632	0.2688497236	0.448406234	0.189218667	0.01577323632	0.007774326836
s	0.0110499256232	0.00202684019338	0.0237340872414	0.03804054278	0.17892891	0.3927199722	0.0485391196	0.2651175028	0.03984310142
u	0.0110432903793	0.00236125049568	0.0077124373422	0.032905419214	0.1560175712	0.376810756	0.1786499724	0.1008543306	0.13364497612
m	0.0042727800212	0.0024039111272	0.0118961879948	0.02561514328	0.0803501932	0.509317488	0.2450466	0.0820147514	0.0390829116
è	0.010778193727	0.0018123392788	0.006902799814	0.03220104894	0.072428462	0.5471691274	0.0819186032	0.1712239204	0.0755655102
i	0.0068312669204	0.001560112641	0.0018714504432	0.01011356772	0.0427951028	0.3800501	0.423708696	0.0971728038	0.03589693986
o	0.02020005026	0.006752244992	0.012625948792	0.008887141468	0.01591515572	0.0628647656	0.4542736288	0.317399824	0.10108128512
l	0.01077818869	0.001422553716	0.009375240094	0.004510849512	0.005050892632	0.0529400292	0.472382008	0.3515264684	0.09201376452
ì	0.018876373578	0.0028601471877	0.0078702833121	0.011764595395	0.01113612194	0.05850594634	0.2190328304	0.547060704	0.12289300532
b	0.005115001498	0.001427956918	0.0033448348	0.0023807074	0.004319593192	0.017297157	0.2778327654	0.544494466	0.14378753268
e	0.00156412617592	0.0003707701452	0.0012859663204	0.001396615596	0.00204619299	0.056156096672	0.219104786859	0.647441072	0.07063431778
n	0.007615382948	0.001676445104	0.00353322936	0.00630093268	0.005853100954	0.01348867656	0.1016842678	0.432523288	0.4273246634
z	0.0129447317232	0.0014954815187	0.00375326746066	0.00556756404748	0.002972067342	0.008422085225	0.121576848406	0.711695572	0.1315723952
ì	0.00250430030927	0.0009530230911	0.0008430109701	0.00133610931244	0.0030169165158	0.01355389128	0.04901425244	0.705930064	0.2228484312
n	0.006692532194	0.0020021209608	0.0019056669208	0.001783111202	0.002885396012	0.00561001706	0.0625699484	0.463892878	0.452658346
a	0.005663239064	0.0028608373256	0.0037866358892	0.0018211597024	0.001644910104	0.008256668336	0.131228066808	0.561281952	0.2834564914
</S>	0.01539391422	0.0083068368912	0.01788486652	0.027806540984	0.0239122707	0.0280199567	0.04992684	0.1875588808	0.641189874
