 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.976233994	0.01604716176	0.003735820366	0.0017951429897	0.00043576522866	0.000260185772088	3.365802658e-05	0.000305439549156	0.00011217597544	0.000141132012334	0.000148702373095	9.3802794206e-05	8.47311947067e-05	8.5220448334e-05	5.18616172148e-05	4.49493227294e-05	3.7576592244e-05	6.9021269476e-05	7.19699385248e-05	1.46066170842e-05	0.000134535753133	6.25637022672e-05
m	0.471563262	0.2664520032	0.02069628596	0.02427759731	0.0083549416534	0.0082690785277	0.0074391368206	0.00513796555914	0.0155075783655	0.0030538559902	0.004581459417	0.00854020702268	0.0109006685692	0.00239820297926	0.00287964536325	0.00331747940419	0.003116313343	0.00729895930113	0.0186230209692	0.0104204908431	0.0828714983555	0.0143003768391
e	0.2994316938	0.583134458	0.021636367476	0.016940029112	0.0070445514886	0.002304442319	0.00152825150528	0.0014506762992	0.0026546809656	0.0021225791792	0.0010344242219	0.00125879815028	0.000842828832064	0.000724110921092	0.000565127874596	0.000479828954502	0.00112382944635	0.0151452990621	0.00380664985267	0.0032908682809	0.00723017917954	0.0262503287093
s	0.1787633962	0.601302058	0.1047287584	0.01627113652	0.006911202132	0.00159160229136	0.0036698427575	0.00046482954442	0.00124381098919	0.000553262356403	0.000258168534842	0.00032473880852	0.00017600188974	0.000100826618569	0.000424883978718	0.000863806507363	0.000168678815629	0.00140000208001	0.000419655412568	0.0395424819127	0.00119252183319	0.0396283228941
s	0.055993536932	0.84542364	0.044630478316	0.0298103132	0.00510421998	0.001556862014	0.002092156666	0.0017719734942	0.0009213593608	0.001661048042	0.0003779019864	0.000281838195636	0.0005303977902	0.00034500118142	0.0002425929787	0.000255941766952	0.000158001798297	0.00179996547175	0.000717413506258	0.00013265575003	0.000641746518489	0.00555094942308
è	0.05786351246	0.79889854	0.05039337014	0.06070230192	0.02326275238	0.0026047517	0.001937688102	0.000917845413	0.0009721427744	0.0004697254098	0.00011087003924	5.1177747808e-05	7.3682728318e-05	5.722249234e-05	2.62117402992e-05	2.3307837525e-05	1.677090538e-05	0.00116812616942	0.000109705031548	0.000126359295345	0.000101477030249	0.000112478284051
r	0.0200674724848	0.749612834	0.102133623	0.0979137652	0.025892972076	0.002046499204	0.0016498831036	0.0001394345784	0.00018879125294	0.000148651895924	2.33405336972e-05	1.18094178908e-05	1.89039923298e-05	8.7739489558e-06	3.843063869e-06	2.9260317222e-06	3.245482063e-06	7.80839652566e-05	2.98091154948e-06	3.4852614333e-05	3.37355160789e-06	1.39548990808e-05
e	0.00745421538	0.80889489	0.064664782568	0.0781100318	0.023222311951	0.005990387094	0.002019669644	0.0012943724288	0.00169458802734	0.00175437548208	0.00055691897866	0.000109200310676	0.00012825774964	0.000174460360092	0.00015541478009	0.000192089923328	9.25781015898e-05	0.00166313893897	7.2998917941e-05	5.8105858447e-05	5.96054005594e-05	0.00163760668023
m	0.033833803338	0.130326371	0.484726034	0.230350802	0.09321363624	0.01272726584	0.00828909132	0.0019992829764	0.0014223229198	0.001295681625	0.00037311138726	0.000208842141	0.00021281489277	7.273732358e-05	7.7310681246e-05	8.052167149e-05	4.188613554e-05	0.000125464142248	2.7285825148e-05	0.000341639435345	1.82978940422e-05	0.000235775980336
u	0.0087486903	0.3898600088	0.16099038024	0.2730520788	0.0789329948	0.05633211516	0.00692151882	0.00569085628	0.00438865566	0.00395314763	0.00163880312	0.0007526005116	0.00087699203	0.0009311078588	0.0005367058862	0.00052489437454	0.000474568467946	0.0010430837423	0.00017406944016	0.0001188851985	0.00013584841448	0.00392194751232
p	0.0170011913896	0.02434833936	0.188384024	0.563061444	0.137168769	0.03498432304	0.0278910301	0.003192008612	0.001200001214	0.0004895924474	0.00014125883124	0.000141142078	4.546615286e-05	2.5157754634e-05	4.8660516663e-05	5.8287770612e-05	2.7705049612e-05	0.000128600070973	2.61893943652e-05	0.000775587649385	3.71878571756e-05	0.000824046899551
e	0.01744781705	0.08100382954	0.11928705952	0.358326042	0.19239337	0.170912943	0.01285233758	0.011418985	0.00896487512	0.00761622234	0.00560258482	0.0018247001897	0.001142091644	0.001839464062	0.0008972141492	0.000564964497	0.000616896131	0.0038960393326	0.00101209913	0.0001500612014	0.0009099750968	0.00132040578032
k	0.012259255656	0.011448442852	0.1068532076	0.495892507	0.2073692538	0.1009295516	0.0481841507	0.0101393977	0.003265630194	0.0010035924344	0.0004154837245	0.00037174039466	9.881367464e-05	0.000116342817192	0.000124622463184	7.78424173372e-05	6.933071362e-05	0.000177688938283	4.21756360096e-05	0.00032735220059	2.71025277613e-05	0.000806501181901
a	0.002672947964	0.020127790754	0.06049857636	0.2328439272	0.348423675	0.1808391288	0.03781296406	0.0427058426	0.0189874452	0.01574569452	0.01031693898	0.0032804754102	0.002060092984	0.003661797488	0.0019201926272	0.0027503664758	0.0019595743092	0.0040472467315	0.001237595883	0.0002135827536	0.0006122273542	0.0072818839921
e	0.005301383488	0.004680612972	0.0688247904	0.2508209552	0.282466881	0.1971619984	0.1059006982	0.07424225558	0.00788066343	0.000768076738	0.0002089410626	0.000303435137	9.01231322e-05	9.214080616e-05	5.7593940114e-05	4.1203444808e-05	4.619235408e-05	0.000166803179964	5.8141159534e-05	0.000171735848143	1.3459660806e-05	0.00070190836316
n	0.00866945344	0.0040634284912	0.004967314512	0.082407546	0.268374512	0.2161308852	0.1714592322	0.1450742564	0.03355456324	0.03731204836	0.00434842178	0.00132682405	0.001967651794	0.0030741518628	0.0006920514468	0.0007191116588	0.0005416852274	0.004402700171	0.0043301313626	0.00301630936774	0.00138237271663	0.00218534352666
è	0.0037370311888	0.00735763756894	0.00466546782	0.1282396188	0.2735949428	0.19815116	0.0520339226	0.1101977606	0.0931217994	0.064610973	0.0277018518	0.005289339192	0.0111516448	0.005815321	0.001887444754	0.001639747326	0.0017606013666	0.0029287766516	0.001189246084	0.0002279757048	0.0012186702342	0.003479063765
n	0.00567110413	0.006623579098	0.009826681524	0.06803776166	0.144842475026	0.2891794508	0.0991563302	0.1280007474	0.16061660124	0.06942574308	0.0063656297	0.002927351152	0.00071784739	0.0014884618288	0.0009463092288	0.00104786920514	0.0007232959058	0.00195984353797	0.00078603040352	0.000627227028104	8.719418466e-05	0.000942453390758
a	0.00206290661794	0.0042295011202	0.00631541178	0.067845853	0.15747308606	0.197696534	0.0762160172	0.2355519828	0.1131149104	0.09703024822	0.019138488228	0.003462826053	0.00267991968	0.004891316484	0.001830026136	0.0018470205496	0.00116275761238	0.00142176776	0.0004729864048	0.0002214665494	0.0002904660612	0.0050445770922
