 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.984794	0.011801349	0.0025105585032	0.0002011307996	8.1456489908e-05	2.0068372156e-05	2.12812578805e-05	0.000246314093783	2.0428202201e-05	1.8949443562e-05	1.62628542704e-05	4.06970513042e-05	3.66610456146e-06	2.90346336975e-05	3.6142142902e-05	0.000158630532251
t	0.72011097	0.223968624	0.02832873764	0.00390999136	0.0082603311458	0.0049988381726	0.00119768074572	0.00155818117962	0.000789739265837	0.00077198089293	0.000429790316071	0.0015748046492	0.000659541268702	0.000868662153872	0.00163904567586	0.000933068021341
t	0.465579224	0.442240512	0.0690488678	0.005503704112	0.0036875888838	0.0002543350535	0.000249399336424	0.000718130726232	0.000387988627357	0.000375436541892	0.000247768325064	8.22462021176e-05	7.04856015369e-05	0.000590812703133	0.00163605457658	0.00932746316635
ù	0.515778996	0.341834166	0.114394193	0.015447275024	0.0073921357232	0.00118969801469	0.000534159754575	0.000140417206874	0.00012058249927	4.82720768666e-05	2.81144887865e-05	0.00215985353802	7.91718558812e-05	0.000167699324733	0.000457141367785	0.000228121226653
s	0.0663093894	0.86006516	0.0703569468	0.002427991112	0.00047497039468	5.51931026e-05	3.3881544026e-05	1.9804447886e-05	3.06266417732e-05	6.2675714132e-06	3.4517269324e-06	0.000180043940349	1.0776628167e-05	4.9288957428e-06	5.39052857342e-06	1.52144000328e-05
t	0.1034236978	0.511694834	0.295514542	0.06031466626	0.007822116454	0.002121382344	0.00067952808454	0.00072462713258	0.00023539430574	0.000735542267876	0.0001342314962	0.00025645605904	0.000333795391759	0.000122152223235	0.000131209773746	0.0157558432799
o	0.2182489744	0.56072085	0.1847277442	0.011661858234	0.0031922596252	0.005597372935	0.00365860654486	0.000125006590594	0.000816898907646	0.000383942325352	0.000283435589242	0.00972111904988	0.000141162413518	0.00027541310051	0.000353483259435	9.18838603527e-05
s	0.01199422051	0.558870448	0.40329436	0.0211171466	0.00239056974	0.0009362284192	0.0001771221406	8.846035094e-05	0.000179622313978	5.5314060874e-05	3.0311830895e-05	0.000620826873378	6.9461622062e-05	1.6228126145e-05	1.10081892547e-05	0.000148686908201
p	0.008236359886	0.2026968402	0.6232434	0.115561076	0.030868308048	0.00889610534092	0.00282769263072	0.0019466073436	0.000485074183306	0.00094500604722	0.0002845158564	0.000237645360083	0.000544090913761	0.000222891801698	0.000823449850254	0.00218096592311
ì	0.0377873175	0.2409329264	0.62891487	0.06259820146	0.01550054164	0.005671782774	0.001296652661	0.000160437465292	0.000130924513812	7.321463676e-05	4.3390542004e-05	0.00618855326965	6.44071129588e-05	0.000173103813019	0.000280875278429	0.000182796535821
t	0.0062521783	0.218712787	0.49853597	0.241906584	0.02598853596	0.005953424116	0.0013413239712	0.0004618084777	0.000163570492077	4.7219244648e-05	3.4793395272e-05	0.000200188511864	3.5410754172e-05	4.50083325352e-05	2.07570585701e-05	0.000300466015991
i	0.002183275472	0.1207433212	0.5608834	0.249926216	0.0388613852	0.01833640935	0.0026314890472	0.00080190078866	0.000666093070872	0.0009222518227	0.00021884604316	0.000285395199532	0.00047141929822	0.000160952175787	0.000322050887389	0.0025855812188
è	0.02634397168	0.03108918234	0.2658184006	0.523926886	0.1316203772	0.01453575852	0.003131606948	0.00100884024	0.000652112873	0.0005052698282	0.00021725719128	0.00053624246926	0.00020333209004	5.676954922e-05	2.1245222442e-05	0.00033274780942
c	0.00298249104	0.00583636812	0.1992411976	0.548015842	0.21812092	0.01350192986	0.005677926148	0.00321613234	0.00043300097528	0.000299893512	0.0002421812188	0.0003484061874	0.0010303401093	0.00025504684934	9.837119234e-05	0.00069995936804
h	0.0086336869873	0.00789648714	0.1794459062	0.48118808	0.245897606	0.04647254106	0.004696664216	0.0061667738986	0.00141669400908	0.00083964400576	0.00031440483812	0.00033028792344	0.000182492420284	0.000255822130566	0.000128034478512	0.0161348267458
i	0.054187109366	0.022281879768	0.1424584114	0.297517752	0.317239874	0.13402684604	0.015860537132	0.0033222427588	0.00257671747846	0.00213698558362	0.00149248073276	0.00180970683246	0.00088596205436	0.00180128106105	0.000793488992578	0.00160870150672
o	0.004610532146	0.005043725694	0.01173754192	0.289887804	0.539600158	0.120807188	0.0215746762	0.003150511004	0.0012680741814	0.0007273645856	0.0003837559582	0.00060702886508	0.00014405584628	0.00013991489028	4.5598464034e-05	0.00027210488388
l	0.004062035096	0.0030275070712	0.003387313648	0.218586528	0.557527412	0.1289165628	0.053931595	0.00719468376	0.00346407956	0.002147654004	0.0008814866206	0.0095691807872	0.003059686023	0.00129799365524	0.00046652394906	0.00247976380229
ù	0.0013745673546	0.0037574546808	0.0176306757	0.1616962534	0.523414778	0.1886722474	0.0600391816	0.0310333034	0.00262157383	0.00207404454	0.001304302058	0.000885581006	0.0004731842552	0.0007118025364	0.00216405315	0.00214696101504
s	0.003972770558	0.0016633915324	0.00307362704	0.1639236882	0.451602892	0.2134944668	0.1420555	0.0145017327	0.001792236678	0.000860942426	0.0005046400366	0.00062355132908	0.0009210154418	0.000528337914186	6.5267946802e-05	0.000415920141159
t	0.0014624936934	0.0031135588312	0.011035010532	0.0945156598	0.401658194	0.347014176	0.1096729066	0.0118694375	0.00402710498	0.003752911832	0.0013689272604	0.000869324198	0.00150555612422	0.00055290707044	0.00029531951356	0.00728649398548
r	0.0277421058552	0.0097015109388	0.008056764748	0.04929025484	0.332103632	0.38249285306	0.0807213182	0.00389293058	0.0072772685106	0.0055035749126	0.0039325049304	0.0020219296442	0.00213893525568	0.00198946563119	0.00166152996756	0.0814733952731
o	0.02862792017	0.0280334218529	0.0248513146292	0.03154438218	0.281883547	0.438818908	0.0897915626	0.0035890813	0.00650242477	0.0038205837756	0.0022386751994	0.00341699937872	0.00472126414388	0.0022767450431	0.00263699916392	0.0472461971827
a	0.00129625368	0.001235198282	0.001637939156	0.007516923272	0.07139403852	0.363166564	0.46119916	0.0561320586	0.01494240916	0.01097725296	0.007084019854	0.0010535942872	0.0007201189464	0.0007987850242	0.00015541017466	0.0006902803865
n	0.001574317598	0.001324629635	0.0009791973136	0.00953998425	0.0435678198	0.190532192	0.48354691	0.1232760194	0.0310806674	0.02683162618	0.008953629706	0.031114689154	0.0329051049486	0.0106387669649	0.00122371398095	0.00291075684792
a	0.0005128296858	0.0009807028476	0.00200262558986	0.007315758066	0.0852503878	0.17303851	0.504385968	0.141497221	0.02916415448	0.02070386849	0.012469519506	0.010427672548	0.002402248039	0.0021762928594	0.00398740080394	0.00368483861626
m	0.001611872266	0.00193561872288	0.0023040423522	0.011371500206	0.03158950902	0.10999400196	0.503241242	0.2320408728	0.0487499158	0.02315965872	0.00763465288	0.006051386922	0.012355971558	0.0045814956788	0.00063527930184	0.00274296613014
m	0.0003782640056	0.0011005076361	0.0016750863846	0.004636897372	0.02439521394	0.2464605636	0.424100748	0.2054452352	0.0495949072	0.0124511814	0.013986127512	0.006764225892	0.001909484416	0.001945507324	0.0012067918312	0.0039492703534
è	0.0108434631471	0.00760944229616	0.005580854102	0.008455846774	0.02478735216	0.1898353	0.378010732	0.1347838788	0.0834517346	0.02756745048	0.02271165388	0.00859413578	0.00632969417	0.006910697796	0.0063222556192	0.0782055498172
n	0.01886299043	0.003574010392	0.001508858388	0.00233332884	0.0127615968	0.1423004972	0.420684794	0.223814094	0.1242994736	0.02237802532	0.01409886936	0.002717246846	0.003554517314	0.003791338084	0.0009707426388	0.002349641802
o	0.0029653902524	0.00220673997738	0.0023036267484	0.01342732162	0.06468585504	0.2593248882	0.340412518	0.1776131778	0.0720187242	0.0207720624	0.01417994916	0.00907144936	0.004706291468	0.002059614894	0.00194093042	0.012311474846
s	0.011018111284	0.0085176635044	0.0037998926308	0.0023255318228	0.00386914642	0.0324095386	0.288035551	0.253992812	0.2644163814	0.0605277976	0.0425978748	0.0100403359	0.00782494036	0.007760261172	0.001079746321	0.0017843692142
i	0.00055340839894	0.0008315369058	0.0017469112832	0.00180357014532	0.0058259720214	0.04111152054	0.3351267624	0.260535716	0.2054973806	0.0573455662	0.03943689432	0.0192016992	0.0037889870754	0.004755813862	0.0120030903531	0.0104351544258
g	0.001028800385	0.0011680953116	0.0007973328056	0.0019775566758	0.002653702816	0.01128602318	0.213863845	0.3309948312	0.2724560492	0.0770393334	0.048861101	0.01229835768	0.01128753752	0.010716753792	0.0014407843174	0.00212990381914
