 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.874870168	0.11664999528	0.006628655	0.00090366470446	0.00046645298264	9.079527338e-05	2.6048003792e-05	3.77580339286e-05	5.40810388574e-05	0.000138375874198	0.000133969213081
v	0.929942606	0.04792473846	0.007906764774	0.00330398287616	0.003075748866	0.00274202564	0.00269804114906	0.000213395693091	0.000510323127983	0.000254165745177	0.00142819493685
ò	0.704401444	0.12926543638	0.12864195674	0.02925799206	0.002517959818	0.001630327904	0.000423512348	0.00010167967574	0.000678477451092	0.000148464197432	0.0029327495093
e	0.2979415026	0.5897997212	0.09402180028	0.00939551798	0.003158375482	0.002932444908	0.00125530662824	0.00018982257702	0.000162542114512	0.000184743962015	0.000958221050745
n	0.100176063	0.5285765832	0.2088625114	0.02587311273	0.00385142349	0.0048712911454	0.0450889053012	0.0105614179416	0.0121651495723	0.0135165679996	0.0464569149654
ì	0.2046923192	0.1347210995	0.5257369728	0.0451589264	0.00973622508	0.0145020816	0.0090682474864	0.002113915548	0.0021166031504	0.002623650898	0.0495299996964
m	0.0527900006	0.1689560178	0.504703726	0.21982802448	0.03598262976	0.007264172022	0.0025133248818	0.0014869187308	0.00146314858594	0.00415201029959	0.000860037494174
e	0.01445223466	0.0426178699	0.444780992	0.3279460008	0.03922268986	0.044507214	0.0191108618314	0.008466407692	0.0087389368656	0.012859003508	0.0372977390508
g	0.02601151871	0.0453543966	0.3481781227	0.2234467182	0.257888678	0.05297630246	0.006516082166	0.006701254536	0.0079661391468	0.0233521859694	0.0016085920876
r	0.016761641826	0.07923174402	0.0647218978	0.545627746	0.1893666435	0.0605239782	0.01908060002	0.001529097422	0.0101612146596	0.00666353076486	0.00633190631676
a	0.0097262887732	0.026660481592	0.0312174515	0.487317326	0.308606658	0.08674571388	0.0317759822	0.005966809414	0.00462118277	0.001534961788	0.00582716511932
m	0.010906215072	0.0167507335	0.01891087136	0.0671428528	0.731168514	0.112859749	0.01375080534	0.0121562703922	0.0041934546072	0.0115483490878	0.00061218605792
m	0.0018760810688	0.008892799158	0.01302032328	0.321554628	0.36071959	0.177494871	0.0741200524	0.01807898914	0.004712716706	0.003539741146	0.0159901933
è	0.004053567084	0.02246369892	0.02367495356	0.12550455336	0.5545315486	0.200051266	0.02021703974	0.0307386963	0.005816864128	0.0085302507312	0.0044175318262
n	0.0159582074388	0.02391630812	0.00468438498	0.02630114556	0.597786878	0.2945900992	0.02089264506	0.010276004413	0.0036253296866	0.0012246202646	0.0007443475424
a	0.001879039174	0.034003495884	0.0129326914	0.1501378472	0.3526860114	0.2607944624	0.113429784	0.026648936	0.005178195852	0.020811137826	0.021498411296
