 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.987091128	0.00960267862	0.001537846502	0.00096296397962	0.00040282142888	0.000122038285936	2.3681254385e-05	2.09163237665e-05	2.79005883388e-05	1.70243912674e-05	0.000191021418022
t	0.860996896	0.1275551736	0.004168507936	0.00138978500268	0.00227009629348	0.00124604885268	0.000823804251672	0.000949946443106	0.000213098587245	2.0057597181e-05	0.000366601989064
e	0.77614844	0.138619602	0.033361100304	0.0100899623073	0.0314300187871	0.0029835273022	0.000268337411935	0.000214152492019	0.000167872986165	3.94056647552e-05	0.00667754725135
l	0.326564766	0.6436510588	0.0258892061	0.0016702181272	0.0013178090312	0.000389723669124	0.000104208949726	5.95490689296e-05	3.01480596296e-05	0.000214988962496	0.000108340261817
a	0.1923010232	0.592205518	0.1769462268	0.016204714244	0.0099188986922	0.00212460022464	0.000795150573257	0.000620988924264	0.00113449549249	7.6409136216e-05	0.00767197103596
è	0.0355868564	0.802825374	0.1495763466	0.00969616694	0.001620805848	0.00040282494528	7.3061224088e-05	3.0983911214e-05	2.581234264e-05	3.58217769401e-05	0.000125983879973
n	0.0078837198	0.646870018	0.312313696	0.02522331968	0.00500708519	0.00125355722716	0.000211339222574	0.000130832035484	9.585554394e-05	0.000360795992768	0.000649773249286
a	0.0125421388	0.4047887064	0.36935897	0.0704115196	0.100186368694	0.026420525366	0.00565969883968	0.00194389802776	0.00148515075908	0.00034497663124	0.0068580573006
b	0.01735411346	0.103510414	0.486795868	0.29517004	0.0807373724	0.01057098908	0.002800266933	0.001328229238	0.000646558418	0.00044195169701	0.00064420770942
a	0.00533802466	0.0647855208	0.482833034	0.344704084	0.059726093	0.0244194578	0.002632240388	0.002106519014	0.007977475066	0.0007725682634	0.0047049302056
r	0.007596064456	0.0266587399	0.3003429896	0.4360502	0.2067125272	0.016146416328	0.00227204848192	0.00051373833832	0.0002222645278	0.000664343606636	0.00282071516547
m	0.003308363042	0.0143313678	0.221541419	0.559083664	0.1184230848	0.0634542272	0.007686413754	0.0034074718364	0.004010866175	0.000196868652	0.00455625104864
è	0.008258948068	0.023558484798	0.29872891572	0.383529942	0.1943118758	0.050829618	0.02164705286	0.006526628426	0.001973735434	0.0092960577686	0.001338727668
n	0.025178353976	0.0066201851	0.22117106286	0.37446821	0.284533906	0.078642319474	0.0068867877644	0.00116866888704	0.0005645419108	0.00015551445154	0.00061044186084
a	0.0115468964688	0.01547751164	0.2403355366	0.276135241	0.200908698	0.1777656672	0.02213881274	0.014409401934	0.0055050944	0.0063392538186	0.029437883986
f	0.01045502592	0.0052721741	0.0281985620908	0.1892002476	0.485105428	0.204709119	0.05880566758	0.012846506464	0.003613594682	0.0005216840872	0.0012719783577
ù	0.001836819614	0.0037127627064	0.046262327812	0.1863110416	0.2892653002	0.387519638	0.0360073754	0.0162976425	0.013099543712	0.001664288054	0.018023250582
