 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.981931906	0.016453115634	0.0006068112698	0.00047098904366	0.00022059399052	2.76281910512e-05	1.9693692518e-05	3.1422254634e-05	2.15841811287e-05	1.2978506168e-05	1.85038464118e-05	2.06927472492e-06	4.8946720382e-06	2.02287107672e-05	8.92446633974e-06	2.72162077862e-05	0.0001214547523
ì	0.760594906	0.203343358	0.00560156115	0.005941425778	0.003894047886	0.0041361577354	0.00541829960126	0.00303805410413	0.00230114113879	0.00172538484468	0.000748922155285	0.00018082801611	0.000155109650071	0.00054396715774	0.000561877612022	0.000380921536709	0.00143400488079
n	0.745349596	0.1618858932	0.007871612496	0.0146751029752	0.0196219825236	0.0211396969479	0.0200612902383	0.0027982677112	0.000371052117806	0.000341255869337	0.00035349188881	0.000336722299626	0.000606904810591	0.000444308900069	4.11519044427e-05	2.28818365461e-05	0.00407880978339
o	0.567686544	0.408618314	0.0114319567	0.007797798856	0.001015152824	0.000503761816052	0.00044949270546	0.0003115757318	0.00108787508443	0.000231948429288	0.000115134052552	5.63178433918e-05	2.87156644614e-05	4.58336720276e-05	2.0921910583e-05	0.000142929507387	0.000455761134579
ì	0.2776486689	0.618170178	0.0792633862	0.01267354792	0.0093101284036	0.000349670878	0.00053610764066	0.000442981964648	9.21771004056e-05	0.000215407029717	8.67075008685e-05	0.000227850756833	2.27813103872e-05	0.000591557600379	0.000162843464553	7.39858891241e-05	0.000132003409878
t	0.0384681683	0.875036986	0.07633296702	0.00736176241	0.0014676102704	0.0002221554324	0.0001476585711	8.2359411168e-05	2.70909936586e-05	3.4523409747e-05	2.04304118422e-05	6.11893092601e-05	1.7557506771e-05	0.000263921735371	6.92315563074e-05	0.000196381146464	0.00019005101012
s	0.02289063188	0.78364672	0.130249675	0.02649512138	0.020148705564	0.00544040477359	0.00664860682744	0.0019295388399	0.0001457822559	0.00025299075748	6.887730704e-05	7.64121789393e-05	5.44921238808e-05	2.74497649609e-05	1.47177457009e-05	0.000319559138521	0.0015902809514
e	0.10902341656	0.760912618	0.08479663398	0.0094799454622	0.00283810986	0.00473564577384	0.00708674760538	0.00192356041286	0.01067109304	0.00128152897783	0.000613812015895	0.000323499781896	0.000319055241233	0.00286158385996	0.00055175094252	0.00237546906286	0.000205482947238
r	0.0213677023772	0.440624256	0.4708472	0.0595058958	0.0047436144	0.0006209410224	0.0004425184296	0.00044435724596	0.000150110102684	5.1359559224e-05	6.0498774448e-05	7.8523315302e-05	1.0760365878e-05	0.000618764340967	0.000144575153503	0.000209645745645	7.93155272078e-05
e	0.0226533312	0.523886004	0.333207712	0.07036443	0.01864850236	0.0043273530884	0.00269875845704	0.0010164475254	0.00548589729107	0.00029997998884	0.00069270410516	0.000590433163432	0.000151996887131	0.000133354834572	4.82935857084e-05	0.0150310727289	0.000763757290958
k	0.0146666615778	0.0647465836	0.743068042	0.165142088	0.00936022634	0.001091746151	0.000561607294	0.0002697074844	7.9039317094e-05	4.008942116e-05	3.6055227988e-05	5.706916102e-05	9.292021744e-06	0.00038496810558	9.85761619624e-05	0.000137605529923	0.000250656163887
a	0.00744516481	0.139801284	0.502769272	0.234735664	0.06595122554	0.0083351003424	0.0049657071766	0.0022489405734	0.00747761129976	0.0005344945192	0.00097178384628	0.00124886084451	0.0010255295763	0.000288240944987	9.666851557e-05	0.0181943742932	0.00391006422465
s	0.0115382558674	0.01766939248	0.567429498	0.374384264	0.025319866	0.00198547733	0.000522175936	0.0003285951126	0.000116695614852	6.671196546e-05	3.7830438542e-05	4.2890427256e-05	9.8459266528e-06	9.3964594328e-05	2.41830861524e-05	4.61247346456e-05	0.000384257589088
ì	0.002518287158	0.032921763	0.285218036	0.526636358	0.108298449	0.013584623468	0.006886859698	0.003789536882	0.00448440814092	0.000613190612	0.00066804118696	0.000753290849272	0.0009624434809	0.000186072862229	4.9099828018e-05	0.0106136042836	0.00181591267738
m	0.0031803195858	0.00339594	0.1380864728	0.782097296	0.0628382956	0.007471825762	0.001561926408	0.0006177356226	0.000167788365646	0.00013130979668	9.7467876244e-05	5.3982416346e-05	4.30446509318e-05	3.5849111088e-05	9.047378082e-06	0.000138077086329	7.36436772824e-05
m	0.0067344237926	0.010866377108	0.20172589	0.587847022	0.0864496092	0.03526769622	0.0321822863	0.02095026254	0.0057171198794	0.003524578134	0.0010594472382	0.00100333536486	0.000721886387	0.00021021614306	0.00023339964158	0.000474195061287	0.00503223996584
e	0.067688840234	0.0119165872536	0.1047854223	0.374381098	0.3063065348	0.02468274958	0.0249598439	0.01887934294	0.038843377356	0.0123410332254	0.0066402869503	0.00171087306119	0.0016837177902	0.00132991151033	0.000698184630908	0.00038936974542	0.00276280103057
