 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.903452682	0.0938398597	0.0017119197676	0.000200866736134	0.00023899418728	1.78663476e-05	3.7190097935e-05	1.78634906214e-05	2.9855647253e-05	4.71191673836e-05	3.47609359553e-05	0.000284336172625	8.66999036148e-05
u	0.57920146	0.3971420468	0.005674657344	0.0024950953918	0.005072524083	0.00109679492769	0.00250284944402	0.00107788276417	0.000590056024508	0.000331941347126	0.000200387355064	0.000240502513901	0.00437383040589
l	0.42379924	0.5404021	0.0261104584	0.001954503088	0.0015163419884	0.0008562877606	0.00056445263754	0.00202489409582	0.00017091847602	0.00155200333877	0.000369723310762	0.00041388572889	0.000265183130981
è	0.12286888236	0.818595462	0.04766621596	0.0075940686069	0.001256766598	0.00058698453008	0.000270971339	9.0779468544e-05	5.651009012e-05	1.8240945072e-05	3.33280271063e-05	0.000686528157815	0.000275258155447
o	0.1569884498	0.621494912	0.2125010444	0.00626442682	0.001734694146	0.0003467329866	9.11321253452e-05	0.000106332580806	2.027581944e-05	5.21762513068e-05	1.40537637364e-05	0.000370460134328	1.53146003942e-05
è	0.01699952852	0.548216234	0.3771361894	0.04314116898	0.00822223992	0.001929719846	0.00068820272496	0.00127677139566	0.000209184426986	0.00120000231103	8.65202272448e-05	0.000244155487345	0.00065001638089
n	0.00995691662	0.3093310688	0.606088586	0.0334690495	0.02133899592	0.001985907436	0.00312487190493	0.00315792002945	0.000439405255556	0.0037218505151	0.00140441689531	0.000254207728575	0.00572682441327
a	0.046632317942	0.1937642608	0.54847482	0.08841456556	0.09258999612	0.0129459418586	0.007661676652	0.00083670014226	0.00232695398032	0.0002267702304	0.00010640615098	0.00154142553599	0.00447815898791
p	0.019410756416	0.0236990679	0.689546834	0.1609265748	0.097557066	0.004724434248	0.0014925632786	0.000554205218	0.0007110158445	0.00051825967262	7.409978176e-05	0.00039789281608	0.0003872144786
r	0.04264000762	0.0600189238	0.476395498	0.2577917092	0.132067802	0.009967026738	0.007991642354	0.001921807624	0.000831725014	7.75670276e-05	0.000281738573532	0.00946331702935	0.000551233192502
à	0.00556014887	0.031380935866	0.2319372234	0.515622888	0.1499273528	0.02359503566	0.02488828246	0.0103941041968	0.0034664037532	0.00120879405256	0.000433296269061	0.000715071941316	0.000870436725266
m	0.003323525483	0.002280280128	0.3468525556	0.3084081012	0.3113184132	0.0179893025	0.0067450759938	0.00127706296536	0.0008828729795	0.00059810368472	4.99067847024e-05	0.000186868600608	8.791793962e-05
a	0.0053038527874	0.007157340086	0.189516508	0.424618556	0.276120368	0.03222203524	0.03575423564	0.005544433834	0.011869011128	0.002640798664	0.00080282583938	0.0008551211634	0.00759491422246
p	0.0060532972892	0.002900813158	0.03556238724	0.2600012846	0.637571994	0.037330745	0.01412113908	0.002057998212	0.002524876784	0.0005621094238	0.00012457557592	0.00083420868898	0.0003545280376
e	0.005345460256	0.003350921893	0.04155679936	0.20075458	0.59140628	0.0372772948	0.0659650184	0.0149484731	0.00729190992	0.000444334404	0.0027415448	0.0282790523354	0.00063834680646
r	0.008248265494	0.000924539348	0.018062502924	0.1121562456	0.720690604	0.0729623848	0.0473068452	0.00831948626	0.003105592752	0.0020753080679	0.0001266171528	0.00145699311119	0.00456462503984
ò	0.0012733424804	0.00331977946	0.01438839175	0.08025493326	0.677657122	0.049782449	0.0888589914	0.02083647542	0.01647854962	0.0009547763356	0.00266080454952	0.0359949444306	0.00753945179099
m	0.0024110173082	0.00136643538	0.004541682866	0.03180261876	0.678038422	0.1100576726	0.1422498882	0.01653169758	0.00819449422	0.0028121270374	0.00015814612814	0.00142347351177	0.000412323925406
i	0.00294170115974	0.0011085369428	0.006009198634	0.0576449288	0.474876378	0.1018315686	0.269116464	0.0350237148	0.02701923734	0.007719395608	0.003171225469	0.0023888349094	0.0111488555908
m	0.0070031000106	0.0019243742916	0.0055932232956	0.013781325252	0.231258306	0.210521533	0.349111126	0.1154901468	0.04549993146	0.01025969852	0.002193452812	0.0053977560462	0.001966043277
i	0.001766182852	0.001779564024	0.004623646302	0.01182053574	0.213366952	0.1010835838	0.466745248	0.1283760276	0.048467563	0.00570793714	0.00307233282	0.003217301194	0.0099731487118
l	0.016800848325	0.0024389199456	0.0094825585064	0.0087502360868	0.1088692352	0.1214718018	0.338012476	0.2556622112	0.0758756054	0.02622788044	0.009045740848	0.0181055171663	0.0092569562346
ì	0.0015470784094	0.001242439656	0.003043040603	0.002520295652	0.0690283838	0.037398175	0.4414305088	0.197732712	0.171226324	0.0071002952	0.015348219346	0.03796130375	0.014421174592
s	0.007121838642	0.001144592978	0.002503882276	0.002660101084	0.054874705	0.0646535288	0.30860008	0.242360682	0.2668219984	0.03609059146	0.005595048122	0.0055532572899	0.0020196879182
i	0.00396843858736	0.00076300865	0.001930886092	0.00246614458	0.0365625004	0.0309727626	0.498676076	0.20817179	0.143974171	0.0402704918	0.00692479158	0.005228584418	0.0200903806268
t	0.0228186156026	0.005726958006	0.0043845812414	0.0080191290044	0.014464831226	0.03100762404	0.0704270158	0.361279727	0.310018868	0.1360436016	0.0222025858	0.007493373814	0.006113082658
s	0.0014006826189	0.00082403105	0.00149082410784	0.0015236270836	0.008295304964	0.010035823872	0.228237853	0.249577024	0.360748268	0.0518962834	0.0333288392	0.032327970794	0.0203134998699
ì	0.0041051804063	0.0026636861156	0.000923387078302	0.00176553581603	0.002859310306	0.0139321533988	0.12248507994	0.116558011	0.418912476	0.234486537	0.0393502938	0.013809567754	0.028148788956
t	0.000487585114	0.000524016126	0.0005158853872	0.000532099725	0.002167406666	0.01217689408	0.0338069558	0.2406359406	0.32802479	0.304322984	0.0615921886	0.005024580154	0.010188669376
t	0.0024505299312	0.00058496997208	0.00104203668428	0.00088573298912	0.002383185954	0.003592187496	0.107543419	0.1996962152	0.37688398	0.203023402	0.043746037	0.03130921314	0.0268590942472
a	0.00293534204559	0.00162942116322	0.00189704579009	0.00187296523905	0.00165390567032	0.003839793795	0.037539481546	0.0488581206	0.36851742	0.354645748	0.0613070309	0.039684551334	0.075619184408
p	0.002549351018	0.000829036444	0.001531412458	0.0027078283656	0.005019922412	0.00712860204	0.01363220386	0.08532622148	0.2093773048	0.431530754	0.18637124	0.0222027552	0.03179341854
r	0.00427470668816	0.0038431669464	0.00136738056862	0.0012375177184	0.0016020662048	0.004972307136	0.0412560046	0.0766664728	0.2013279334	0.205602752	0.2137179096	0.093990738	0.15014104124
à	0.00230069820629	0.000702066007346	0.000683411528864	0.0010324869115	0.000888916385	0.0081030806402	0.014994605364	0.03328878738	0.18167615988	0.470219146	0.1211181784	0.0641563354	0.10083616796
m	0.0010649748088	0.0008864739968	0.000765283842	0.000583516098	0.0012725898168	0.00419091286	0.00638315188	0.02674673114	0.05914674328	0.33764472	0.419411364	0.0856097556	0.05629377716
a	0.0027047983494	0.0004997114318	0.0009624523872	0.0006252287266	0.0007520489352	0.000849676118	0.00567288148	0.03287006736	0.1385764786	0.295303786	0.333130292	0.1329543934	0.055098183032
t	0.003849608508	0.001847844936	0.002262742512	0.004418654846	0.0029371313	0.006692712132	0.010191439372	0.0308715735	0.0292687714	0.243828773	0.369266478	0.1203022528	0.1742620172
a	0.00319128529514	0.00157551456066	0.00175200983508	0.00120598301814	0.00128987147122	0.00252018666328	0.00364499437	0.02184664322	0.10342650478	0.143865908	0.318209676	0.2568623268	0.1406090948
m	0.003148573546	0.0021283298494	0.0022031480708	0.0034744916406	0.0026274838832	0.00288338374	0.0049787225682	0.008285791162	0.01191829184	0.086270154	0.3610356788	0.320891754	0.1901541788
i	0.005340558777	0.00321006176108	0.00222879647876	0.00331389495616	0.00140804806888	0.0119318305559	0.005960376338	0.018036304952	0.041759586244	0.15187134946	0.292545202	0.2531774818	0.209216527
M	0.0054763540028	0.00189048210812	0.0021089884646	0.0027382606745	0.00238656921352	0.0019877533564	0.00465082952886	0.00495042054	0.007469841704	0.03392272772	0.234339826	0.49906532	0.19901263224
a	0.00814152544908	0.00300743178052	0.00124073537854	0.00235087957592	0.00103348034892	0.013933598497	0.00527030288552	0.0127070835142	0.022241849434	0.122393594066	0.2244445696	0.323768142	0.259466822
r	0.0059494585362	0.00217494314852	0.00480613747964	0.0049294602144	0.00536662498672	0.005173402139	0.0117991518763	0.0460642002086	0.0261855919068	0.045518340988	0.213839424	0.4825434	0.145649888
ì	0.00216110936752	0.00293299213776	0.00166076186434	0.00115486899066	0.00254152229502	0.00171910559515	0.0045582916168	0.0056621565132	0.020124629794	0.02694619492	0.2705570952	0.367682928	0.292298339
