 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.939018318	0.05644163984	0.002412954126	0.0007367101466	2.87806858e-05	0.00032536819392	4.5863199106e-05	0.000566259196426	4.3577432496e-05	4.3591178632e-05	1.2013726007e-05	2.98084870374e-05	5.2808979308e-05	0.00010046351932	0.000141838535018
v	0.884465634	0.07555937062	0.014258103666	0.0029573611888	0.0066762827587	0.0041646892658	0.00333097512575	0.00050016890164	0.000851358938462	0.00113177697981	0.0021618517129	0.000284697135635	0.000916988611394	0.000631100425462	0.00210961124353
ò	0.493903968	0.400179774	0.08305979508	0.003485241118	0.0013819156948	0.010588041216	0.0005725793058	0.0013361854644	0.00027452462316	0.00074842846186	0.000157359395972	9.7797511164e-05	0.00105091943903	0.000205669162276	0.00295778955208
s	0.2525404228	0.618257168	0.0696813072	0.03727148562	0.016446090738	0.0013680383128	0.0011626685164	0.00016834421382	0.00027283536086	0.00031470617912	0.00106248969231	0.000165625014842	0.000174568797226	0.000216173929898	0.000898046067761
t	0.09282772156	0.765601622	0.0645544904	0.015771987588	0.009350006723	0.01079499178	0.0019967779028	0.00047635271486	0.00100635725021	0.000883639032592	0.00109909847321	6.4488684462e-05	0.00022289992202	0.000465003040945	0.0348845783856
o	0.08671593452	0.71885679	0.1394997722	0.01520255666	0.008858770576	0.002416347308	0.007635477367	0.0005749608416	0.00273388187671	0.00050855977164	0.00429499230566	0.00204079705586	0.00262246935294	0.00754683265175	0.00049180251939
d	0.02617458098	0.441370718	0.468611846	0.0412074844	0.00495713444	0.0043731671768	0.0025134898764	0.001298550983	0.0011794687498	0.0005103398054	0.0035112873341	0.000657715106692	0.000470130312706	0.00156146179657	0.00160259064909
e	0.01101711382	0.481669442	0.3748485	0.05920719904	0.0115981714652	0.02098212354	0.007695860076	0.0064150202344	0.00533602369082	0.0057806887544	0.0031374013894	0.00027067223412	0.00324486651156	0.00462649989453	0.00417042120931
r	0.02114469812	0.0973435628	0.744899146	0.09735322468	0.01209460646	0.00965269848	0.006563736814	0.002769604886	0.0008000243127	0.00041796401652	0.00293582907738	0.000383845978749	0.000250190650372	0.000623986400056	0.00276684716474
f	0.004534576654	0.1148358476	0.50056824	0.2552898004	0.02237370248	0.058914557776	0.01179549408	0.00994055982	0.003625562246	0.0034064177106	0.00410509032	0.0002208637132	0.0011142597556	0.00164362413813	0.00763139270967
ò	0.051464766768	0.16728734048	0.472010956	0.128706849	0.01146428052	0.11529471842	0.0204309572	0.0233170644	0.00258322552	0.00139042043	0.0013292408704	0.0006227746152	0.0011642800814	0.001978966667	0.0009541580844
m	0.004971732266	0.02323980736	0.35427318	0.486289154	0.0672973658	0.039431373092	0.014833638284	0.0063176287366	0.002146298744	0.0003664487654	0.0001557633937	0.000179396233972	0.00019536201042	0.000237027407806	6.58278982e-05
u	0.0014910484036	0.02611252094	0.431420648	0.3364920374	0.036122741	0.0951485094	0.02949054868	0.012659748008	0.00709162314588	0.005871011124	0.005236177475	0.00092930932726	0.000723208362	0.0015728555938	0.0096380180443
e	0.00860935647	0.0168185042	0.1100057842	0.388218774	0.2275591218	0.1054826154	0.075954428	0.03081422072	0.01684823326	0.00974829408	0.001797208274	0.001654049123	0.001995706791	0.00337683642648	0.00111693426414
n	0.005988038134	0.005062611048	0.0861196914	0.1624967304	0.200174108	0.2638205974	0.1139723492	0.11773288404	0.0165018059	0.006422142986	0.0105898719656	0.00472981511428	0.0032389811488	0.000656716761126	0.00249366816804
