 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.989093974	0.00822774132	0.002002646229	0.0002229935094	0.00015117453978	8.18047081e-05	9.48671117e-06	1.8872892502e-05	2.2209351662e-05	1.77588972988e-05	3.11187820084e-05	1.78978918038e-05	0.000102347050672
s	0.888701156	0.07467002354	0.019490595292	0.0017724865146	0.0020591042377	0.00162613209606	0.0021368138855	0.0005288385364	0.00134269868935	0.000728479072289	0.00108318050394	0.00336862947657	0.00249186944972
t	0.639328796	0.277459325	0.0681019191	0.001783576233	0.0007061055688	0.00124810682325	0.000488363637158	0.000308428555796	0.00045785702993	0.000225584536522	0.000951748905531	0.00193018118265	0.00701001255207
è	0.666483944	0.2859066176	0.04034008796	0.0023833759	0.0020809050254	0.0008075253452	0.0001424031797	0.00018778994496	0.00011294341576	0.000172328070312	0.000721871509298	0.000422724325881	0.000237459705099
o	0.4760793632	0.4905017418	0.029629489304	0.0022099129458	0.0004132127263	0.000502504192074	0.000154876260349	6.4801375237e-05	5.69682573028e-05	0.000223502680696	6.21661706094e-05	3.18098600378e-05	6.96506543286e-05
s	0.1605936492	0.529755106	0.1530993754	0.014293891968	0.0033484093848	0.00609134145248	0.017819582062	0.00569042734096	0.0049198509568	0.0220374186134	0.0190340092551	0.0155800543094	0.0477369092182
t	0.07304451586	0.60077814	0.2842777628	0.02214304354	0.005711061654	0.0052296808028	0.00104829264314	0.00057103454716	0.00089656702413	0.00017875538525	0.00105294355457	0.00186405890592	0.00320414861565
o	0.08346143106	0.567658306	0.299570175	0.0232028351	0.01677148788	0.0050732307626	0.00087016995894	0.00076204277126	0.00038625454174	0.000866407752476	0.000650801124057	0.000627716207396	9.91693871226e-05
t	0.082154674988	0.413897822	0.452844266	0.035508204	0.00591697264	0.0020810952694	0.001375920357	0.000378066650682	0.00031891267329	0.00165035356946	0.00058392828697	0.000262916545835	0.00302687113978
e	0.00556837445	0.199269978	0.64408902	0.1022301234	0.02283665491	0.00845242802	0.0051888754792	0.00180779016	0.00391497156534	0.00021933730544	0.00076597138234	0.00221523743248	0.00344123277312
l	0.025936025436	0.0766571776	0.778239702	0.0968292144	0.016153127	0.001850203394	0.001138863834	0.00031725046195	0.00017240411894	0.000392269694236	0.000154129757843	8.79008820594e-05	0.00207175344138
è	0.001737223448	0.1157774636	0.695827474	0.1467887014	0.0200063578	0.00944643666	0.003223236425	0.001181495398	0.0023873997578	0.0001785549572	0.00040536888246	0.0012585751308	0.00178166479718
f	0.004002157822	0.01259704652	0.724326612	0.2117273298	0.035804940912	0.008287460934	0.0019847005956	0.0006316182506	0.00030865826096	6.4402878702e-05	6.98146619486e-05	2.57833232168e-05	0.000169439381891
o	0.0024354104712	0.0291701878	0.526351432	0.32020664	0.0796904826	0.02212749544	0.0044202951426	0.0031243155444	0.00594161984796	0.0009082223574	0.00054603398484	0.00112584298701	0.00395200683604
n	0.007137329368	0.00623908034	0.2489236534	0.497282348	0.1846340578	0.044966172	0.00523303968	0.00244433344	0.002020493106	0.000336036063	0.000313321552	0.00016433866246	0.00030579041536
o	0.00219565050352	0.0089902204	0.408456436	0.374375612	0.1146945028	0.0669955408	0.005522249152	0.00493356988	0.004567253828	0.000612207344	0.000787805088	0.0054810104496	0.0023879431276
e	0.004243865198	0.002200085894	0.0858568026	0.381126888	0.421919038	0.0735859526	0.01939581004	0.006005343868	0.00278860678	0.0004816587444	0.00040795906852	0.0002641358292	0.00172388255705
a	0.003588087732	0.0011837822448	0.06346504316	0.141208279	0.527739464	0.1751762724	0.0516036994	0.02059568344	0.00460832057	0.0032312664948	0.002832130999	0.00092291296766	0.00384506888734
d	0.00489793001	0.001950532377	0.03229579252	0.089133557	0.3300569458	0.3887483304	0.077974625	0.02746408726	0.0120001528	0.0065893623696	0.0068235324298	0.0027836262934	0.0192815334406
r	0.0073099409246	0.005434963764	0.067183492	0.174277307	0.297309414	0.360680624	0.01812326488	0.04603528	0.00881780194	0.003348831706	0.002563867988	0.00433374416	0.004581453036
e	0.0166742279263	0.0115402305467	0.04100117106	0.1903816212	0.33722433	0.218401843	0.03397667472	0.0882876088	0.02120048472	0.0073514318	0.003642781894	0.00218634226	0.0281312255849
f	0.001711545254	0.0010648816738	0.00514662255	0.032846787	0.2473785676	0.500836786	0.1147590418	0.0685875492	0.019589375	0.003149270548	0.003389113984	0.0006898460518	0.00085059193928
f	0.000851060735	0.00089064238	0.01437578385	0.09802249	0.204697912	0.366301144	0.045632928	0.1496461682	0.03819536336	0.0132383407	0.00584319648	0.0371038954	0.02520109906
ì	0.0592591960204	0.0388651009257	0.016071024588	0.095464774	0.2405235132	0.228054867	0.057163269	0.1707374044	0.0274418704	0.02541244924	0.02079997448	0.01176040549	0.00844615604
m	0.003329611324	0.000451654174	0.004961409948	0.02340844358	0.1313710962	0.457805216	0.1412952328	0.1221528586	0.0981166784	0.010585916356	0.0053553208028	0.0007022865254	0.0004642410416
m	0.002194683833	0.001164048338	0.008484660546	0.08080192464	0.1640484474	0.323367356	0.1296165514	0.1506016654	0.0553146936	0.0253200126	0.00815810193	0.02461725076	0.026310598331
u	0.0657785995662	0.0112446239452	0.00668733374	0.0327639514	0.1523515466	0.368914698	0.08605763198	0.1645059248	0.028670707276	0.02768167202	0.0100001682206	0.006794688208	0.0385484716526
e	0.001698388248	0.0016503243506	0.0026601404508	0.00398049026	0.03708480892	0.118374479	0.23364453	0.395183036	0.1212882038	0.0547219542	0.01900719546	0.006088364662	0.004618079888
t	0.0075667646976	0.004863961842	0.0133806669694	0.007610493336	0.0105013932	0.1601553862	0.1847848048	0.205842826	0.215400318	0.081699416	0.0739898294	0.00599548036	0.02820865426
i	0.0020765601934	0.0013746194942	0.0053055725026	0.006291616412	0.0376465971	0.1022874252	0.08049708246	0.349804294	0.141644539	0.1566513056	0.0352001184	0.04054503946	0.04067521944
n	0.00606700335	0.0073272155781	0.0120691673226	0.012671752295	0.00540058676	0.0517270106	0.10057436578	0.262561822	0.249836838	0.1669041704	0.09707325952	0.0185289324	0.00925788736
è	0.00209380794	0.00177749806428	0.00540740818832	0.005524321146	0.01539314546	0.0305883102	0.05419659522	0.295824674	0.1626121178	0.225710981	0.0565065432	0.0899923853	0.0543721692
c	0.001460235954	0.0009929450508	0.0016019447026	0.002221682442	0.00284030708	0.03013836426	0.0614558824	0.198624082	0.2723265302	0.2091493826	0.1741414176	0.0348798692	0.01016736186
h	0.0172521961158	0.00561939098756	0.0039852876728	0.0223965976816	0.015014693698	0.03588223306	0.0208750502	0.2708572706	0.1903976684	0.0895583718	0.0510505266	0.1989211121	0.07818961408
i	0.0425212536008	0.00433247384594	0.021616375242	0.003592622458	0.00933158626	0.0427145848112	0.0109853923536	0.172877011488	0.0984881016206	0.2424796316	0.1537846398	0.1500221642	0.047254140788
e	0.001108405386	0.001038047662	0.001522067546	0.00260684347	0.002879448536	0.01301944036	0.04462036896	0.100715999552	0.15055104208	0.191236304	0.2138659216	0.0833917722	0.19344436746
