 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.977972562	0.0165128057	0.0030170728435	0.00158492075704	0.00038474784129	0.000111652079966	0.000183516004096	0.000132130566851	0.00010061599332
c	0.28792637306	0.486443718	0.02374161774	0.011218012088	0.011102321062	0.0267760583948	0.00598519030528	0.112277558387	0.0345291495298
h	0.02363853834	0.900796724	0.01518474122	0.0255346745829	0.001976025616	0.0051668207666	0.000884318850376	0.00933573301667	0.0174824471358
r	0.219908827	0.579130594	0.075746483792	0.04294987556	0.0054244147612	0.036329385622	0.00186930908194	0.0373169743502	0.00132413916824
ò	0.1647839388	0.61039964	0.09667088256	0.014116831532	0.007526678416	0.0457415801297	0.0164539982076	0.0441554545357	0.000151001893443
n	0.09910104164	0.655347854	0.2101413106	0.0089060941	0.007390205942	0.01105958059	0.0019759070686	0.00584586327415	0.00023212449836
o	0.1140341328	0.501226262	0.208269502	0.0253687801	0.00787991556	0.02276887618	0.00125797076	0.0864735573058	0.0327209855216
k	0.06067856226	0.1156486652	0.638075614	0.111837938	0.03798781536	0.013365390708	0.0121726333892	0.00882635894248	0.0014069621554
a	0.01302873484	0.216749468	0.557343658	0.1235191106	0.0232305064	0.02606166682	0.002772271	0.0310705337804	0.006224071208
m	0.048512011934	0.0278056936	0.547994268	0.3052943926	0.04418074486	0.01019632308	0.0049067007676	0.00669742752807	0.00441245298488
b	0.00663708986	0.0596374314	0.576096798	0.246433382	0.0653787586	0.0255548636	0.009112488632	0.0043320097442	0.006817245912
è	0.105707755212	0.06200504636	0.3517131496	0.2340293106	0.091509353	0.1425327576	0.00450947994	0.0067386544168	0.0012545096686
n	0.011319295598	0.02042136162	0.40444899	0.346739587	0.1611367772	0.04191953566	0.007948138084	0.00315449494666	0.0029117983232
n	0.00752139174	0.03350460994	0.3455842434	0.2600720406	0.2285474272	0.0639952381	0.03967471708	0.0120689347628	0.00903137408
i	0.20282588088	0.04706289424	0.260310863	0.17837068	0.1241959808	0.1287842072	0.01416858089	0.0217856185568	0.0224953013832
è	0.028871439274	0.01640748582	0.0897258551	0.20928062	0.378415168	0.2170476706	0.0412725454	0.0138278154944	0.00515139637
n	0.00609584432	0.00522890762	0.007392539134	0.2348581146	0.426699484	0.25210375412	0.05946789086	0.00402725538568	0.004126187254
a	0.00310504423442	0.00889806627272	0.025448631092	0.167590205	0.352732706	0.233354394	0.167311389	0.028057329	0.013502244576
f	0.023135896062	0.010046815788	0.0093937144052	0.02651559486	0.208499352	0.548405732	0.137291545	0.020778880968	0.015932471512
à	0.001893594504	0.002988469866	0.018358025756	0.09355052386	0.144388912	0.436763062	0.234143226	0.0339035596	0.034010626892
o	0.010478609442	0.003203326854	0.002685706086	0.00634573558	0.1421729856	0.459715838	0.327207654	0.0360451308	0.012144993092
p	0.027231422412	0.010547789744	0.002888805594	0.01283621448	0.07344354624	0.1645819738	0.57843026	0.0943205238	0.0357195202
o	0.002349999656	0.001788621146	0.0057592694748	0.012726516824	0.05127489692	0.1520843332	0.58339936	0.1161188488	0.074498183434
d	0.001929242035	0.0030081041094	0.007101929725	0.005485357452	0.052323872	0.0959494782	0.644207032	0.1377200928	0.0522748609
d	0.001858990088	0.0032521276604	0.006314980774	0.006647133712	0.007151781716	0.0551796468	0.53325403	0.2593042006	0.12703708628
h	0.00540225416098	0.0038348334372	0.0084566280286	0.0017616075	0.009096583486	0.110433765914	0.243353854	0.37729612138	0.2403643562
à	0.0159323089077	0.0127421640043	0.018294170654	0.003067492446	0.005344534394	0.0389796356	0.333856146	0.37387189522	0.19791163764
g	0.04225578718	0.0260089449	0.0054824854	0.0207594381	0.0168580981	0.06665033154	0.30363288	0.2732998794	0.2450521388
l	0.00516703510382	0.0033279459424	0.0013724780634	0.002068758917	0.00239813547	0.04499772004	0.286771116	0.44276918	0.21112761244
i	0.0550343813703	0.0286779790717	0.0195652244585	0.007908651265	0.007550498082	0.074548658144	0.1848486174	0.3793427476	0.24252326114
c	0.007751460376	0.00799754106	0.005376599346	0.00384829335	0.014417180378	0.0286686959	0.1832271662	0.1871587012	0.5615543454
è	0.00164416982	0.00270923505298	0.00345505311668	0.000974578453	0.0021052169534	0.015407481306	0.19379648974	0.578790122	0.2011176534
a	0.007928511904	0.0157223365288	0.0127565247224	0.0462401631272	0.0775978091152	0.048151462028	0.1805632828	0.454875226	0.15616467774
</S>	0.008470740046	0.02437608486	0.012781296267	0.0123806044086	0.0249205501838	0.014512508806	0.13366887882	0.2686762072	0.500213128
