 	voi	avete	mai	mangiato	il	pasticciotto	</S>
e	0.993629164	0.00560037396	0.0003000425988	9.293392658e-05	3.009571368e-05	0.000209985150458	0.00013733188841
s	0.894694198	0.0989879824	0.004586278526	0.0009432776182	0.00010064741572	0.00017546984454	0.00051218622071
ì	0.8046942	0.1869196174	0.0037128046354	0.000784453088	5.554475726e-05	0.001135691781	0.00269765539907
ì	0.770240075	0.228148078592	0.001101702742	0.000313708355	5.5970487318e-05	5.65524571852e-05	8.3944539109e-05
s	0.53291545834	0.4358467012	0.02117562812	0.004029223578	0.00264158670422	0.00100811146949	0.00238327201726
e	0.2761436494	0.656468912	0.0296908899232	0.0087864743954	0.00061534616154	0.0059914015821	0.0223033028052
s	0.1719083288	0.560581306	0.2453873966	0.01661900526	0.0010734301688	0.0032100864786	0.0012204423696
t	0.0379127554	0.580799076	0.312633985328	0.03551242804	0.00279083929734	0.018043524754	0.0123073934559
a	0.06684267274	0.4090210122	0.395182006654	0.0763090634	0.03898751179	0.007126472756	0.00653129847549
f	0.03389017534	0.2162521878	0.620901122	0.11278960754	0.010580367693	0.003170125004	0.00241642223174
a	0.02538088216	0.28637158128	0.48724373814	0.1229340852	0.0120118784	0.041114719556	0.024943099124
m	0.033605689966	0.057179351	0.580480789	0.280715996	0.015866071936	0.007858016044	0.0242940910347
è	0.00571526092	0.0985530772	0.4309450676	0.342302042	0.06238396868	0.03722635746	0.02287420592
n	0.0624303939	0.01386516332	0.3171735619	0.58382193	0.01926565854	0.002212811322	0.0012304831994
a	0.004059304026	0.02286735548	0.22579868	0.555211	0.087847027	0.0562558482	0.04796081804
m	0.01136998897	0.009150291638	0.212654020704	0.475345238	0.244595508	0.04102899126	0.00585599894
a	0.00850023386	0.01272740498	0.04230902266	0.511374096	0.279928976	0.0868287506	0.0583315402
i	0.019614266502	0.0186706082	0.132958438008	0.4044964634	0.3205396568	0.08475805348	0.01896253814
i	0.00563247874	0.00930942225	0.0658253950104	0.1468636342	0.5229341528	0.20718771194	0.04224717226
l	0.01106364612	0.00700605862	0.035976120218	0.11129722028	0.48654956834	0.277962278	0.07014510468
p	0.002222344044	0.005656929008	0.005321825705	0.06712748322	0.299870494	0.4997963992	0.1200045242
a	0.0078844758194	0.020269688376	0.0040669872948	0.172989520568	0.1773428434	0.36661508	0.25083144428
s	0.018441522448	0.0059861947228	0.025788125456	0.05332674152	0.20719138524	0.425758582	0.2635074358
t	0.00204493026842	0.00357124354656	0.00482273914612	0.025597666082	0.2237595216	0.531055412	0.209148501
i	0.0104213594592	0.00479643398642	0.00858709985038	0.0253013801492	0.1653567945	0.46808208	0.3174548704
c	0.007631673466	0.0044594238664	0.0185790055894	0.03263386844	0.0981438922	0.4681182784	0.3704338386
c	0.006672426177	0.0031602827246	0.0019256400708	0.014026345658	0.1030552724	0.579642902	0.2915171316
i	0.05693975493	0.0307846559304	0.0014468439794	0.009018934772	0.04817226384	0.3675674222	0.486070096
ò	0.0387056302608	0.009278620132	0.0341170458036	0.076134491135	0.04606823978	0.275954242	0.5197417374
t	0.00075369476	0.001456129636	0.000809731426	0.01124778118	0.054890143654	0.68133631	0.24950619512
t	0.0001098918866	0.000631480818	0.0004886758656	0.0049692178872	0.076302600892	0.873017996	0.04448012288
o	0.003452486415	0.0086857693512	0.005272450617	0.018021632057	0.0196965228	0.675551534	0.269319608
</S>	0.0180803198112	0.003575943556	0.0108352079794	0.0314428902112	0.044990644824	0.2174546982	0.6736202848
