 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.938308512	0.05374843928	0.002982014392	0.0024279322676	0.0009797131629	0.000475331224268	0.000422384010706	0.0006556485415
n	0.27082065	0.563191714	0.03193402196	0.00569296924	0.00669536148856	0.00305711852628	0.00784473990358	0.110763450687
è	0.0143837182	0.924623212	0.0347775078	0.00922917568	0.002062440922	0.0022252574198	0.00377266980398	0.00892600128848
r	0.011546956152	0.849721272	0.1150263486	0.01001761896	0.003708533052	0.0038309762366	0.0018696545776	0.00427865841407
t	0.0459865866	0.554180218	0.2892847394	0.06178029128	0.01346581488	0.0018614448466	0.00511327141015	0.0283276261783
i	0.014755887	0.3190967204	0.5620870218	0.049488940188	0.00451062015	0.030226200003	0.0161160362892	0.00371854805637
s	0.003947382216	0.082555614	0.568146434	0.311601504	0.01456984082	0.0165157815846	0.0020255729954	0.00063785294632
t	0.0340618913728	0.1416855318	0.5671802252	0.1956706816	0.022199301094	0.007264531138	0.0262273068624	0.00571052044519
e	0.0108273950904	0.10079457924	0.496917203	0.2925870836	0.08198186132	0.010607987918	0.005121062148	0.00116283016328
s	0.005659180726	0.01044374984	0.2906668068	0.604819788	0.0517962996	0.03155834638	0.0026000727852	0.002455775503
e	0.007114011066	0.022522651464	0.4747997446	0.256870238	0.1475164794	0.03285636876	0.040375767052	0.0179447419934
t	0.01120459062	0.0071603935	0.0654278978	0.436728614	0.409323758	0.0492239776	0.004973224292	0.0159575569308
t	0.006001293363	0.007277730832	0.1558773996	0.364072748	0.2420343116	0.1670474778	0.02330509372	0.03438392954
à	0.006081558558	0.0021308628418	0.0233619808	0.4819045032	0.276012771	0.1800011644	0.02032980908	0.01017730526
e	0.005108839768	0.0056121224	0.0415055067	0.190378226	0.482162546	0.2440488386	0.01521707926	0.015966837062
v	0.0162297811	0.010588551566	0.01180697644	0.02295246892	0.70121193	0.1707849386	0.053984223	0.01244111778
ò	0.01088958893	0.005810524318	0.0324714552	0.153564832	0.2826711584	0.400716292	0.07788331226	0.03599287124
s	0.014179583452	0.004569428596	0.0047044048	0.0060631082	0.2228605952	0.490537992	0.234326774	0.02275813654
t	0.001018087099	0.000553352478	0.00252621662	0.08380474066	0.1332513145	0.565292166	0.1767240143	0.03683014399
e	0.00747006346	0.0132244339539	0.019402800878	0.0230620727	0.08149139778	0.493298124	0.291135494	0.0709156186
m	0.001565123938	0.00376532478	0.01813112928	0.008389762496	0.03150559708	0.2436495366	0.497512292	0.1954812132
a	0.012107773855	0.002537671704	0.0380447473848	0.005050677444	0.01985137106	0.386058786	0.381061249	0.1552877196
r	0.0046902952082	0.0069592101998	0.0040837470712	0.0088101437062	0.0165688808	0.05844085272	0.746394168	0.15405270784
è	0.002677861708	0.002234700929	0.00646521734154	0.001997226042	0.005506823102	0.1351548516	0.629399298	0.2165640108
o	0.0011422142338	0.0018350346076	0.001324396965	0.0007898079168	0.0037140866308	0.02137946	0.900991286	0.06882375164
</S>	0.016663399502	0.021565885438	0.0192345325832	0.0185471700962	0.0303507202345	0.031649061694	0.483993024	0.3779962024
