 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.975680868	0.02237406326	0.000808621004	0.0006369065468	0.00019011205333	3.2701080412e-05	2.32074914506e-05	0.00017327551569	8.0279341292e-05
g	0.502838608	0.363361012	0.00667148908	0.013042509092	0.009099365556	0.00486635103318	0.0013825319986	0.0493930246548	0.049345123188
e	0.46367616074	0.496498256	0.0177537688054	0.0079983604308	0.00222078869886	0.00051636337686	0.000174654618025	0.00120283180206	0.00995878600033
n	0.13838024704	0.73966979	0.0920692472	0.008047777942	0.00103824433886	0.0115958963872	0.00210292631558	0.00135473856564	0.00574115124823
i	0.167650578708	0.778973498	0.027083957288	0.0141899085	0.002801351302	0.0007903393184	0.00013549976422	0.000388495689796	0.0079863560676
t	0.0818738498	0.708213466	0.1889711624	0.016698783648	0.00136830373	0.00129017815166	0.000494687044297	0.000162583611502	0.000927015342242
ò	0.02052773102	0.839259644	0.07018955666	0.041183173734	0.01172019712	0.001503591429	0.00016530205308	0.000825335830172	0.0146254571038
r	0.01542444946	0.581171452	0.345137292	0.0546240398	0.002989341326	0.000385140048	0.000126091484306	4.0349623236e-05	0.000101860775696
u	0.02521670062	0.741373778	0.12856967918	0.04596231	0.01641916562	0.00465981582	0.00109351666953	0.00343649546834	0.0332685088344
e	0.04143483164	0.084922478	0.497625177	0.282252742	0.0751824426	0.00571032372	0.0027987799328	0.00638423436728	0.0036889858256
n	0.01917743082	0.066398761	0.3509210254	0.338245212	0.0817139052	0.06338570108	0.016901625631	0.0053052948134	0.0579510267219
è	0.016212848874	0.2010310266	0.073086984134	0.4586476046	0.196397978	0.02965075504	0.00418108924	0.00704840183	0.01374332504
n	0.02518322299	0.07051854006	0.1241267238	0.434797078	0.253671192	0.058492204	0.008516505512	0.010404316289	0.0142902266148
u	0.0334927592818	0.09114798352	0.0262216946	0.3143421012	0.456442106	0.04136511832	0.004653645864	0.0114640026703	0.020870592636
s	0.01731180615	0.00884096188	0.040633791	0.1815697848	0.455945872	0.2388412874	0.0133235032	0.017904441422	0.0256285730572
a	0.0031172374402	0.020419774408	0.0058345909	0.0955714534	0.584553566	0.2158789418	0.0207123868	0.010516758548	0.0433953193341
l	0.006591376572	0.010928829938	0.0208929184	0.064394404	0.35918077	0.4555208064	0.0315747424	0.023238843046	0.0276773327092
l	0.00183409655	0.003360519816	0.00305269166	0.0229217182	0.342462395	0.4335157112	0.08937357728	0.04864605155	0.054833240408
i	0.0093956061936	0.0087247204384	0.01639262274	0.02656286082	0.184730692	0.342290422	0.24494564164	0.083099270608	0.08385816154
m	0.01316477788	0.0037320122	0.04200976342	0.02615576612	0.0935149934	0.3983191654	0.2046250908	0.1403022404	0.0781761886
o	0.0010916548338	0.0010791190094	0.002807735152	0.00630372184	0.0972425082	0.3978357474	0.358873808	0.070655640902	0.06411009454
n	0.014137352264	0.013083089754	0.01133883418	0.024726364072	0.047743161	0.36118098888	0.2251722108	0.2657573122	0.0368606986
ì	0.0040349143248	0.003363805046	0.0049524201448	0.00773482442	0.0478706564	0.292483806	0.2246470348	0.2467200964	0.1681924514
s	0.0052650014172	0.0031776679	0.004619903912	0.00935723164	0.01595360014	0.295921955672	0.20836568534	0.420649623	0.03668931244
o	0.00252359273318	0.0010642324478	0.0050301301296	0.013890488498	0.11100478908	0.23219117452	0.14790539766	0.390904083872	0.0954861048
m	0.010426233894	0.004647093056	0.01756418002	0.01811900631	0.02953731598	0.0634570098	0.1614261198	0.474051066	0.2207719848
e	0.0018467476398	0.0008615823508	0.00145942872012	0.003591606356	0.01185945796	0.1353124037	0.1275287366	0.4687217814	0.2488182606
m	0.003376797692	0.0068938434244	0.0071311405254	0.0240955038574	0.0411310112706	0.01608321882	0.03738856308	0.671964202	0.19193571956
a	0.0022638381514	0.0010390826706	0.00209871166556	0.002329812689	0.002716096022	0.04692381214	0.07083659674	0.4923593612	0.3794327032
i	0.0030748406252	0.00364342921554	0.0037422454726	0.0105267095736	0.0168434369508	0.009244762196	0.0180139607	0.741187394	0.1937232411
</S>	0.00655151558	0.00409231565	0.025626330622	0.0136738990902	0.0165635314567	0.014586377656	0.0149115383	0.4353093	0.4686851748
