 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.79811061	0.1928944956	0.00497604133	0.0014241071468	0.0016875178718	6.1091510064e-05	0.000298373893097	0.000401230924158	0.000146548236067
e	0.2084569548	0.62554589	0.0365230876	0.039907243728	0.0355172769626	0.00341166774718	0.00288323309731	0.00281672041856	0.0449379182677
t	0.08602175464	0.77919809	0.1217432672	0.00417486826	0.001095250526	0.00129068895816	0.0024075555408	0.00346632069216	0.000602260137952
i	0.01643817972	0.860855346	0.0639657382	0.03664837326	0.011515184744	0.0001766128928	0.0015794896092	0.00761286947483	0.00120823824692
p	0.01768155736	0.65280624	0.3151397896	0.0119433031	0.0008726810008	0.0006234202432	0.000159657507036	0.00017177390349	0.000601572708964
à	0.059453032992	0.343377484	0.285646693	0.252741752	0.0257492736	0.001540502488	0.0042878473236	0.025742100623	0.00146133408012
s	0.011736442794	0.3459351284	0.4930402644	0.1430845438	0.00366472358	0.0006493091638	0.0005533223112	0.00108392141882	0.000252298558074
t	0.0210915292	0.0951020716	0.648521386	0.2044166594	0.01453726804	0.002821287585	0.00183617317844	0.0043676101296	0.00730599721206
a	0.01655891188	0.1021177108	0.577187254	0.21999702	0.033717635124	0.0445755710497	0.00291512628398	0.00098482744254	0.00194595155125
ì	0.00791871762	0.02893026692	0.2160114678	0.670677434	0.05538444346	0.00786724878	0.0085384957746	0.0036872661323	0.0009846782558
t	0.003430237084	0.00498754744	0.03021706252	0.744859756	0.20016295	0.006450104532	0.006341136089	0.00290340070992	0.00064778455314
e	0.0046578441636	0.0018778004132	0.06974812254	0.73441472	0.1627680032	0.01036830972	0.0043602416119	0.0103093269854	0.00149564482974
l	0.008565681456	0.01179423696	0.005281864432	0.403656308	0.474183344	0.0629852624	0.02617858908	0.00474384857	0.002610871462
e	0.005427087304	0.001651352296	0.1184871528	0.419683108	0.370933339	0.0385646694	0.008883524	0.0320785132694	0.00429121888038
à	0.013896428214	0.00319617298	0.002140309872	0.2173114002	0.535564126	0.1849205254	0.028573404888	0.011516684612	0.0028809604353
l	0.002711832122	0.000848756	0.0018196744012	0.1544616176	0.70070675	0.1164871748	0.016759935186	0.0040654700417	0.0021388160166
a	0.00087572131	0.0003061022866	0.0135185407672	0.1437904938	0.62315047	0.12522069	0.04701941424	0.03649969254	0.00961889825512
t	0.007178287384	0.006641039656	0.000687682754	0.027616313	0.212172056	0.5113441592	0.1966909586	0.0263091848	0.011360320706
o	0.0052600355534	0.0004547965499	0.0101625629124	0.03931227002	0.339799472	0.481759976	0.059495279	0.04688319408	0.0168724300892
n	0.0014048263	0.001120632514	0.0003972978032	0.009680616706	0.1082877628	0.40151108	0.395317088	0.059304720348	0.022975979852
ì	0.01767818076	0.0009946826244	0.0136956950567	0.01410863267	0.1781779918	0.45799204	0.191600242	0.08573777954	0.04001475374
c	0.029590005306	0.001836937604	0.0006446358206	0.003616455928	0.079285976894	0.2224410078	0.570436582	0.0616602248	0.030488213476
h	0.009214597525	0.0024695715592	0.011562469497	0.009158771512	0.0921868266	0.340556362	0.334922424	0.1501153619	0.0498136061
a	0.0592833256772	0.012550358206	0.0014362214174	0.017525312808	0.078249786212	0.32550126	0.2782538346	0.1428725482	0.084327353248
v	0.00151190394	0.001079149442	0.0007001746618	0.004258962054	0.014774820504	0.1385701298	0.415893369	0.2130697887	0.21014172148
à	0.009191186766	0.0016608279962	0.0055233446628	0.004614014046	0.018798682994	0.1435163926	0.1813987292	0.419034456	0.2162623628
l	0.002010903012	0.0017152991968	0.00078681919054	0.0024441854952	0.0060769059258	0.06611970541	0.3199048094	0.464171708	0.1367696477
o	0.00221133859561	0.00222236465094	0.0111842466142	0.0233171134204	0.0105380324026	0.0904113012	0.2115989316	0.476728354	0.1717883211
n	0.00126443865	0.00513164702	0.001820690754	0.00565094758	0.007208160151	0.03930432756	0.2110996136	0.378827686	0.3496925121
t	0.0050863918912	0.003276715522	0.0142949460123	0.0086527967862	0.0038362315308	0.02197325249	0.075962978	0.670237214	0.19667941
a	0.054183500675	0.012827707729	0.00572912852354	0.0067128552244	0.0045484542372	0.051140857748	0.1084132844	0.483370496	0.2730737392
</S>	0.0025133325372	0.006787448942	0.00156836154334	0.0079318280558	0.0077602379982	0.032661726348	0.12065044614	0.355812588	0.4643140176
