 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.991184708	0.007249343014	0.001231370398	8.458803806e-05	3.6728897164e-05	4.0136282552e-05	3.28432551614e-05	0.000140276207162
s	0.745173692	0.235497856012	0.014158482406	0.00082186129426	0.0026903196165	0.000332753416493	0.000132812676838	0.00119219221501
o	0.821765534	0.1320756346	0.02907382532	0.0027903507646	0.00040257926518	8.317018674e-05	0.00143128315822	0.0123776359536
t	0.350426166	0.513099242	0.124652114	0.00498366105488	0.00097435596892	0.00365026440874	0.0010637339179	0.00115047800855
r	0.3736036028	0.505342312	0.0870448538	0.004179667487	0.00088790541216	0.00064487971052	0.00384854495861	0.0244482259499
a	0.2931282544	0.635632474	0.021065772952	0.0210023618936	0.00545910866463	0.00580254482314	0.0172278652864	0.000681609217921
ù	0.03250839593	0.814810056	0.1332335664	0.0173211208352	0.0014382310846	0.000218218134816	6.69897067412e-05	0.000403402474417
d	0.005573274508	0.3979910888	0.58574345	0.00566740588	0.001083864106	0.0013830561328	0.0009966492158	0.0015611938488
i	0.02616051376	0.257646104	0.552863252	0.1243549674	0.008825116331	0.0028766924802	0.00877849746224	0.018494873111
ì	0.014004557114	0.1560679336	0.738425166	0.0602120515	0.01198621415	0.0151596276708	0.00307736499692	0.00106712146114
r	0.004684095414	0.0157690877	0.93875823	0.029065001	0.00668882312	0.0025578903156	0.0006996176328	0.0017772188544
t	0.001554746704	0.02803075544	0.529240064	0.3869162018	0.02383571816	0.003766928688	0.0107626298713	0.0158929653382
e	0.01115840546	0.0736578886	0.437269362	0.2995489858	0.029892025628	0.03706710598	0.0514626562561	0.0599435750105
g	0.008262742918	0.020088884048	0.3229147828	0.496625032	0.0969345876	0.042098841318	0.01151745521	0.0015576896418
r	0.0062411059092	0.01209633672	0.1526693462	0.731474654	0.0684936112	0.0080457380266	0.0168418444512	0.00413732428405
a	0.0172792032476	0.029432770769	0.0619807132	0.720945456	0.1310788572	0.011178529892	0.0094139102482	0.0186905428694
m	0.0029922306194	0.007055477742	0.0376589502	0.520040076	0.324217788	0.090299860232	0.0157015685256	0.00203401381946
m	0.0003092019616	0.00159349404	0.041272828	0.782006828	0.1228399934	0.005259654028	0.019041127684	0.027676878874
è	0.0118977995944	0.020838184566	0.01009335578	0.354239508	0.387125352	0.1040128792	0.04742840702	0.064364505114
n	0.0387813566476	0.023316207355	0.01012401782	0.3450122834	0.511081916	0.06005041226	0.007070347794	0.0045634703
o	0.0032802344796	0.003847581982	0.0289991209	0.41429966	0.394445134	0.0727981055	0.02955416428	0.05277596595
t	0.0252008952852	0.022156314988	0.0094892793	0.0374906334	0.677149676	0.1497299854	0.071726217446	0.00705700944
è	0.0006241908684	0.0014472367116	0.00962178487	0.1707984116	0.603206926	0.14308272712	0.04044419612	0.0307745566762
s	0.001595030743	0.00121764771	0.000957113816	0.0071420247	0.698398378	0.2650292512	0.020897588608	0.0047629692675
s	0.00040618469354	0.0013995376528	0.006905958284	0.10218448628	0.505124388	0.245804118	0.07804873284	0.060126606818
e	0.0154502436277	0.0190345477575	0.0070296422682	0.03460885238	0.33348656	0.397268164	0.06399041886	0.12913155856
r	0.003693101814	0.00848852474	0.0051111663	0.00532364498	0.3235467976	0.492860184	0.0830400086	0.07793656608
u	0.0005660768572	0.0010852251212	0.00448157388	0.0238110992	0.37792732	0.3222063932	0.1722904296	0.09763188628
c	0.002240143334	0.00676613564	0.004497036922	0.00567696898	0.0997609184	0.512104946	0.2572749998	0.11167889838
h	0.006208968967	0.006341612858	0.016097779177	0.01295839282	0.1441854108	0.3386137	0.3175398266	0.1580542972
r	0.00639289381441	0.0103275958798	0.0012842776046	0.00988410762	0.0318708174	0.5117945428	0.2351400914	0.19330564114
ò	0.00199055787129	0.00764363661034	0.002547879348	0.017101938188	0.0491447733	0.431419668	0.2590910096	0.2310605172
n	0.017421591486	0.01247627112	0.00799303552	0.00682389088	0.0528642864	0.1430177302	0.439469148	0.3199340344
u	0.0025210286242	0.0012825644552	0.0019877301086	0.001434283522	0.01644465168	0.3201119528	0.391262963	0.26495480706
a	0.03504779906	0.07485100018	0.01664796787	0.01707892604	0.0385892858	0.090752818	0.39880996	0.3282221982
m	0.00895946194	0.01764589874	0.021257972948	0.00373616222	0.02947588164	0.1974781304	0.311525494	0.409921006
p	0.004848284104	0.0092384603372	0.0138773489258	0.007920214394	0.02752904012	0.2268838904	0.4466695548	0.2630331834
ì	0.0022918292468	0.004060251514	0.002633613959	0.0056737780806	0.023500074034	0.2803677272	0.2583824572	0.4230902392
</S>	0.05467392637	0.0117520436	0.0238156852	0.01251713342	0.0185206732	0.039997356466	0.3691233472	0.469599872
