 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.977843838	0.01521241302	0.003869541986	0.00179490755502	0.0003975928442	5.1186484326e-05	2.461586918e-05	8.589318e-05	0.00014106090273	8.67419374812e-05	5.94999229272e-05	4.5720640115e-05	5.70614207872e-05	6.68677470188e-05	6.80176338574e-05	1.24893667427e-05	0.000123031621314	5.95750206714e-05
m	0.490459556	0.25628256	0.02282500952	0.026119103916	0.00993921811	0.0122216006574	0.0129837335215	0.0139133052837	0.0037136289012	0.00479717997687	0.00512749815227	0.00395557669068	0.00322392515527	0.00856477997413	0.0172607834631	0.0106106323445	0.084625689791	0.0133762503408
e	0.3060935506	0.577351642	0.021573864786	0.01800542208	0.007070103485	0.0043845699776	0.00252347162888	0.0027599974212	0.0017367285104	0.00328593140382	0.00113320773904	0.000735690360506	0.00103032568096	0.0124896618631	0.00301154712542	0.00267061218797	0.00604431638252	0.02809932301
s	0.1777752686	0.590922389	0.094066045	0.01721642629	0.006264476084	0.0107530478356	0.00484662193042	0.00229892542395	0.0010549335677	0.00046056769563	0.000815756634259	0.00104083977851	0.000176980842923	0.00208051019887	0.000444071052881	0.0485028041233	0.00112286054689	0.0401574599923
s	0.05631697579	0.836710396	0.04663301152	0.0324835019	0.00571773814	0.0019973089436	0.0041029411594	0.00131697533	0.0031909793952	0.0008259645594	0.00067321126358	0.000623177164314	0.00026215883324	0.00149599019204	0.0007009148118	0.000135530873832	0.000620943985983	0.0061923150437
è	0.05786917348	0.796389	0.05098456338	0.06250261616	0.02379778891	0.002757512068	0.001554809054	0.0020212329888	0.000396318408	8.645668806e-05	7.2964563262e-05	3.9126076206e-05	4.2823904492e-05	0.00108225749151	9.8635561826e-05	0.000113353111312	8.7541515026e-05	0.000103846981189
r	0.019794386484	0.738250974	0.1091233018	0.0992223698	0.028362226446	0.00288924122	0.001410243626	0.0003427002982	0.000332890917084	4.0710514124e-05	2.4463063564e-05	8.076933438e-06	7.735602196e-06	0.000118484849727	4.3664953516e-06	4.69140900406e-05	3.49746134606e-06	1.7365173298e-05
e	0.0073533868	0.79196976	0.06595590356	0.0842193806	0.0283333132232	0.00600199382	0.0031912278148	0.0026603764214	0.002999947205	0.0015400769332	0.000633684963357	0.000548595137868	0.000224271029703	0.00213035610346	0.000124054482096	7.32514930592e-05	7.4963434441e-05	0.00196539685249
m	0.032654343351	0.1265061898	0.49579895	0.222891192	0.09025062416	0.0163286308	0.006756756034	0.0028328057824	0.00364805274226	0.000502232873	0.0003174133374	0.00015104150264	0.0001777951986	0.000252106696512	4.7658935666e-05	0.000549272651587	2.42378289639e-05	0.00031068445717
u	0.0083933627	0.369279497	0.16320380776	0.2828792368	0.0834868806	0.04895864352	0.011153242368	0.0097588067	0.00473590168	0.00738515	0.0019967912372	0.0014829738428	0.00101814598889	0.0016948740758	0.000284091408	0.00013522894532	0.0001656285616	0.00398775261124
p	0.0168362195436	0.02372787248	0.1882868596	0.54466551	0.1315330596	0.0599666146	0.02532723956	0.00430711146	0.0017368445608	0.0003325192492	0.00019613446926	0.000122414583748	7.819370366e-05	0.000307816141516	5.19925557138e-05	0.00128950519368	5.72099274597e-05	0.00117686377331
e	0.015515462562	0.07579129266	0.11134686662	0.358891455	0.2021684446	0.15667210152	0.01792940504	0.0214976542	0.00834733544	0.0194440653	0.002681500838	0.0014569202868	0.00109642849682	0.0035935735118	0.001155240267	0.0001587520554	0.0010329701728	0.0012205303162
n	0.011328632897	0.010652189192	0.100645981	0.453451016	0.1954291996	0.1507128736	0.03989552138	0.0271455393	0.005180952348	0.0023335689146	0.0005722981496	0.000272049686	0.0001520369198	0.00040580887377	9.8126249544e-05	0.000569405991671	3.67336727342e-05	0.00111808895724
a	0.0025393559944	0.020108959086	0.0345509617	0.24140066	0.354420522	0.1716215506	0.04505321534	0.0561352732	0.01983939992	0.02350190412	0.0067512290568	0.006011836978	0.0039940152526	0.003402485754	0.001919709108	0.0002149888188	0.0015476933114	0.0069862567074
m	0.004177697434	0.0055183137428	0.012897906	0.2905442828	0.2293938228	0.2642143174	0.0854867632	0.08850445	0.01342961596	0.001759779694	0.000658425464	0.000277253104	0.0003037853912	0.000854427168888	0.000352745716226	0.00045650891436	2.7223328686e-05	0.00114267259245
i	0.0015075497566	0.0037932572652	0.00840038152	0.109661275	0.4137912174	0.22871094	0.0369465204	0.1011937828	0.04567379434	0.0272527547	0.00599245741	0.004849305064	0.0032966296318	0.00292157831	0.000751173594	0.0002226178	0.0001861151858	0.004848641243
n	0.008067795262	0.003498836886	0.00530778958	0.1323813654	0.242202352148	0.3362993388	0.0644433298	0.1782714624	0.01866759852	0.00407218826	0.001025260752	0.000395204482	0.000470025784	0.000364629784392	0.000246605645662	0.000754368058756	0.000100902242946	0.00343095564432
f	0.00152242851216	0.0072958806609	0.004484699384	0.1064922908	0.2794662619	0.1768608824	0.0489187978	0.1845676576	0.0982284222	0.0611377326	0.007002571916	0.005013551452	0.0043897038563	0.003042840666	0.002337477362	0.0003590369234	0.0048767328612	0.0040030485702
à	0.0229657933911	0.0468807660926	0.01122458349	0.03785749796	0.27812578318	0.203169859	0.04951637816	0.1119649622	0.1743259392	0.025608781136	0.020633973532	0.004709406864	0.0044916702632	0.0028795091234	0.001346158882	0.00082771948	0.0014211112816	0.002050104732
o	0.00216407572	0.001481971496	0.00501250198	0.020768577668	0.25092390314	0.25091353	0.1143075846	0.273164177	0.0485790182	0.01909405658	0.004615515764	0.0013831768898	0.0013281495508	0.00331861270114	0.00160656088366	0.00105377816392	9.9355324526e-05	0.00018545784108
g	0.009568998776	0.0162373265003	0.0330842035376	0.01533660829	0.06232690508	0.125324217	0.0886052236	0.245909756	0.274533066	0.082516156	0.0129912212	0.00438699394	0.00484533214	0.0099037393506	0.0094481137484	0.0019197953146	0.00116375925056	0.0018985773696
l	0.00315511731974	0.00579308088772	0.002514729455	0.01637832706	0.234066617824	0.132355902	0.02608858104	0.2054675956	0.249056448	0.0958428732	0.00684149232	0.00414079002	0.003991858025	0.00582990202986	0.0025969316882	0.000648044410432	0.00360639832606	0.00162529066208
i	0.00197031161418	0.00426150106448	0.00854181402422	0.0070748383596	0.0818533844978	0.09856226646	0.100779573141	0.2188207774	0.2585771748	0.1139821728	0.02805075508	0.012189893733	0.0148343304674	0.017191633736	0.0053694331494	0.00366891372834	0.0027541425164	0.02151711322
