 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
m	0.993262194	0.005267092912	0.0003634282444	0.00056525432103	8.8190716188e-05	3.317163559e-05	4.59127770152e-05	0.000119104845246	6.4004571964e-05	0.000191636524336
ò	0.596524722	0.1722709172	0.0406187947684	0.165698545957	0.00094691659272	0.00110239175614	0.00128972764565	0.00729120402524	0.00518103377584	0.00907573595174
t	0.789716522	0.1797700868	0.011431614168	0.015664019881	0.000445110891494	0.000230728664574	0.000483961321181	0.000195937939546	8.61023723172e-05	0.00197593717023
t	0.519399056	0.3795016809	0.0576313539	0.025873175426	0.00330606585544	0.00048476236052	0.0004945795618	0.000161156454762	0.000390167608676	0.012758028605
i	0.368645422	0.4640036736	0.028950002	0.00558325925	0.0335813450658	0.0130395567506	0.00747404016405	0.0732422005534	0.00325558450131	0.00222493075395
ì	0.1109957928	0.795035724	0.0579172108	0.0162083787	0.00811224831604	0.00118012522278	0.000590137470344	0.00830507797793	0.000272182148174	0.00138315636721
r	0.00853057274	0.937467502	0.041470883	0.00618386396	0.0010851139704	0.0002680087922	0.00018616141658	0.00337045987674	0.000477512889485	0.000959925089916
t	0.0713296183	0.69016636	0.143267032	0.048512330732	0.0189588094728	0.0015190827519	0.00195910400096	0.00130809759208	0.00211555647002	0.0208640488722
e	0.05899401922	0.605825882	0.1696002848	0.00928741994	0.0295166039548	0.016829201192	0.00575119778302	0.093154381568	0.00871560171342	0.00232540280028
è	0.00675389608	0.465214306	0.481614392	0.031934647	0.00932737306672	0.00122127585276	0.00071969372846	0.00259319965966	9.6771322454e-05	0.00052442633777
t	0.001901681448	0.405804092	0.527214368	0.0538593254	0.003845530652	0.0022745165234	0.0028323295726	0.00072688208128	0.000665327613479	0.00087597640488
t	0.0026241008846	0.178476278	0.623453298	0.1346554558	0.05550335104	0.0017181263784	0.0008722050668	0.000593845121358	0.000457766992192	0.001645592533
a	0.0215762425004	0.1684899056	0.53870521	0.1097038912	0.05930600043	0.034730071	0.0147566168974	0.0411616595774	0.00831306765736	0.00325735179695
s	0.002627742428	0.0262985988	0.757846594	0.1911388664	0.0143309739012	0.0033538851584	0.0021219778643	0.00161242936308	9.3799166358e-05	0.0005751867741
e	0.00211684657442	0.028047231	0.508183534	0.299455382	0.14252201594	0.010074425784	0.003871084074	0.0005027318574	0.0026824619642	0.00254429654356
o	0.009371401012	0.01081211524	0.4069005594	0.51949957	0.03490380548	0.007827395502	0.0048007011598	0.00170315764972	0.000195276326617	0.00398597053458
G	0.006257568666	0.0055198	0.1965654374	0.701966786	0.0516820964	0.012550427824	0.008313874172	0.0116697764664	0.00094457550618	0.00452971242583
i	0.0006348849372	0.00317829667	0.23090868962	0.48052118	0.26565773072	0.014471459048	0.0026386534632	0.000535634972	0.0004971888898	0.00095627998192
u	0.055798765502	0.05462861082	0.2228614042	0.564678518	0.07639557572	0.01467957482	0.006587659032	0.00220024521773	0.000409265564928	0.00176039271289
v	0.009194908028	0.006653166706	0.0459022304	0.545263266	0.2523519338	0.06306830658	0.02845685764	0.0317421314844	0.0026258632474	0.0147413227688
à	0.0069357175006	0.006862783494	0.088618550994	0.3499025834	0.490625898	0.04836942542	0.00359099926	0.00117512256	0.0003741306652	0.0035447756904
n	0.016354132951	0.00341065696	0.027916358692	0.3395814784	0.476186616	0.10892033056	0.02303397	0.00167627929544	0.00172913813715	0.00119104023518
n	0.0033216332972	0.002505887438	0.11853324652	0.22737179764	0.576575654	0.0418817934	0.01384920965	0.0010685442436	0.0093198261006	0.0055723880168
i	0.0819223764143	0.00663650052482	0.0359679212	0.1689818	0.3773269468	0.119855065	0.0172090554	0.022124083034	0.047237906156	0.122738294381
e	0.02435672794	0.01471383766	0.02887645648	0.177487068	0.344140366	0.24580358	0.1026694271	0.040802362328	0.003169721164	0.0179804593896
A	0.006740511008	0.002570342074	0.002959035638	0.1196175293	0.361116471	0.375131516	0.0878581235	0.028486668594	0.0062655507132	0.0092542523506
n	0.002483345368	0.0013779859592	0.0045134378066	0.15903413042	0.429479974	0.30595592	0.0729119122	0.01566946737	0.002902313929	0.0056715329264
n	0.00542130290796	0.0027463097528	0.004154621458	0.1729563867	0.495482278	0.1572273348	0.02659357196	0.033397161788	0.011571056066	0.090449991066
a	0.0797724008122	0.00510711637691	0.0085878172748	0.03050260336	0.1679658362	0.3094005716	0.0529210784	0.030218171134	0.077150443952	0.2383739567
a	0.01319032446	0.010266260516	0.00209819507	0.01165218416	0.093879578	0.62234548	0.1083259792	0.07358268018	0.003898155954	0.0607611750264
n	0.002667119402	0.001804210202	0.001284394312	0.011226580346	0.0779714846	0.617836228	0.2140275879	0.0493411121	0.009578252896	0.0142630124106
k	0.0051816769716	0.0027212799894	0.0017483182184	0.022592723384	0.3327049968	0.446441018	0.090152949	0.0612507374	0.0224132868	0.01479301941
ò	0.0231453085099	0.00661586554578	0.00798216406648	0.04619784068	0.24120719572	0.2304773614	0.1006450542	0.1124681074	0.134243452	0.097017626038
r	0.0073176678268	0.0014522482612	0.0007886107118	0.004812952864	0.02919130585	0.591740598	0.2138183174	0.0888839512	0.05476423346	0.007230096875
a	0.0013588245124	0.0011240413268	0.0007948147908	0.021886221364	0.1970455948	0.432970186	0.1945694384	0.055852118	0.06574069076	0.02865803356
ì	0.00760890716	0.0075752066668	0.003835127702	0.0050337819	0.010626399314	0.3332038592	0.2181800896	0.3019570366	0.0504160032	0.0615636126
c	0.004238755956	0.002489305658	0.001493989776	0.00258334078	0.00563210214	0.2233499612	0.312789122	0.21290209304	0.18297018762	0.05155117736
h	0.0082808200816	0.0031845105276	0.0023058366212	0.0065533722192	0.02838773072	0.1787759448	0.188670032	0.252342803	0.225021429	0.10647757288
e	0.0226144838513	0.0514519257484	0.0121657692962	0.0153880538	0.045416415934	0.2061726058	0.2150040172	0.1270127138	0.205935048	0.09883893594
n	0.007415811882	0.006113642048	0.001432636856	0.001660682752	0.001892169432	0.101665271	0.1589946548	0.334791156	0.1218270762	0.2642068886
a	0.015465064613	0.0097736238685	0.0032142120087	0.0023850650642	0.01255993461	0.0720292944	0.0992760014	0.305142656	0.331663188	0.1484909328
m	0.00342898436	0.007893427418	0.004811163478	0.004376061512	0.006690875324	0.04421434214	0.0470749884	0.214448821	0.444822934	0.2222383896
a	0.025313354316	0.0041092370286	0.001082018168	0.0009465554372	0.00951666212	0.06351326382	0.026578535	0.39127688	0.3096454188	0.1680180838
r	0.0026082545254	0.0042240504662	0.0025756046424	0.0023761768254	0.002914518956	0.0164713928	0.02249569906	0.1062539274	0.586750364	0.2533300307
è	0.0038324017376	0.00334288989574	0.0009858866154	0.001011029407	0.0018926577694	0.01499643545	0.02376256382	0.1611309786	0.577700166	0.2113450152
s	0.00165937327788	0.0013574492852	0.0006988641844	0.0030280435682	0.00221407473416	0.0081137201	0.01681017131	0.0492052869	0.77076466	0.14614832726
s	0.0021691754714	0.0043611610621	0.00145091055652	0.000708951448	0.000680347166	0.01106261134	0.0131675003	0.1559115936	0.658466958	0.15202079108
i	0.0265859845163	0.0271928969195	0.0209428356097	0.00574711673096	0.004686748188	0.020841473092	0.02642611825	0.0836419454	0.642562866	0.1413720416
</S>	0.006734006947	0.00432518723	0.0025688374648	0.003548422022	0.0035929896684	0.037104761932	0.0558078101208	0.03949613164	0.271134874	0.5756869674
