 	puoi	non	parlare	di	questo	con	Anna	</S>
i	0.903707862	0.08329936462	0.01165625658	0.000725850731	0.00020124888856	6.427030512e-05	8.41868130375e-05	0.0002610003306
s	0.741638674	0.119051177	0.0620792417	0.0122883570791	0.0029665412235	0.00148148105711	0.00441451640969	0.05608002877
ò	0.648522026	0.089453133	0.1435795788	0.00702713872	0.0265591597752	0.0146835125408	0.0600240133731	0.0101514451274
z	0.613264452	0.228589813	0.13763792048	0.00786540643432	0.00343609284911	0.00209360100916	0.00401019964261	0.00310251036216
i	0.349601528	0.266999109	0.276973476	0.01057601148	0.008313648904	0.00304744093224	0.016472068121	0.0680167364554
m	0.06318283632	0.416060512	0.473283078	0.00808637516	0.0242326880948	0.0103248156625	0.00447065247494	0.0003589818939
i	0.0292751978	0.0693740944	0.811527496	0.05008414694	0.004712440268	0.0056702687296	0.0052553550856	0.0241009858814
m	0.04379308956	0.1251145034	0.686125306	0.0537611206	0.05290261721	0.0189100205688	0.0119996776967	0.00739368085306
i	0.00764888034	0.02141499448	0.72287369	0.221154752	0.00843650996	0.00299061004	0.005978912702	0.009501648274
l	0.024554489194	0.0521501393	0.561994786	0.2267939316	0.05002029584	0.026371894914	0.0289411341507	0.0291733145149
ì	0.006686745764	0.0118427683	0.4681161289	0.285004302	0.1432794122	0.0202793357	0.05810144552	0.006689923121
s	0.011158228284	0.02823780624	0.3209504548	0.446186148	0.1700511212	0.01775746646	0.0044209072902	0.00123787146746
i	0.00434953993	0.00657344576	0.37332785	0.46466512	0.1010209304	0.01009759664	0.009341339856	0.0306241498938
a	0.02181529834	0.01229892384	0.03025175248	0.53550013	0.294388356	0.08790132344	0.0137104672932	0.0041337428112
t	0.0130205886	0.004988298056	0.013870070494	0.262926718	0.538441352	0.1429168554	0.007977238988	0.0158588773168
s	0.00261148219612	0.0031114216046	0.035701383	0.25951211068	0.53606947	0.1181671948	0.03732343208	0.00750350515
è	0.00726765954805	0.00633126120106	0.0149082634968	0.1036713408	0.60665893	0.1786009954	0.026777860604	0.0557837208
t	0.001784396968	0.001564794228	0.00314008031	0.05008227952	0.59119136	0.32941725	0.01374453972	0.009075298514
ù	0.00162135976002	0.00205433671008	0.00927962223	0.0774415604	0.65037921	0.1649243326	0.04935441364	0.0449451806294
o	0.012008246928	0.001243830032	0.001849178258	0.0099773126	0.30992538	0.589351406	0.04192022385	0.03372441508
m	0.021269963126	0.006245200776	0.0075984924052	0.00594414268	0.1446124714	0.657096302	0.0930276288	0.064205798
e	0.009248863304	0.0048939501892	0.0145450523252	0.012394063614	0.1263410396	0.487870058	0.2511719534	0.093534985
t	0.005569330116	0.004277799338	0.005180175598	0.01114220843	0.0525487098	0.469809394	0.2338449718	0.21762743744
i	0.00815785614036	0.003099474065	0.0074143619672	0.007929490796	0.0488046466	0.298982582	0.490769542	0.1348420766
n	0.007561105234	0.007580975308	0.007463891424	0.013323055524	0.02898878248	0.227349398	0.49044762	0.2172852096
A	0.0171656297856	0.0036137159959	0.012646600016	0.006148132689	0.00500823884	0.0517601496	0.77741723	0.1262403096
n	0.00717473178	0.004782245812	0.004346972272	0.004611100426	0.01291750476	0.072227749	0.75432991	0.1396098038
n	0.0328512118814	0.00143440737516	0.0138075649677	0.000789251601	0.00175577465	0.03506849906	0.706820701	0.2074726237
a	0.0165206184716	0.00638223210059	0.00491102469632	0.0061056471064	0.019032884737	0.1804053141	0.3080265086	0.458615748
</S>	0.00738601732	0.009015522434	0.0099505220096	0.0134561944532	0.036019985776	0.08509118574	0.1384356442	0.7006449206
