 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.880610798	0.0851188152	0.023216050894	0.0017094517104	0.0006117852924	0.00139422605488	0.00194842922822	0.000420747520054	0.00126341993626	0.0011424907285	0.000534424213571	0.00140016759795	0.000629217503955
n	0.2018934288	0.41682908	0.2349696276	0.00504436028	0.0037631806446	0.00232945904098	0.00123428219957	0.000597728650516	0.00232155355072	0.000836640378358	0.00169586236723	0.0184206547493	0.110064114582
ì	0.01037179504	0.360482336	0.5885900274	0.02467695162	0.00603664579	0.0017976218	0.0003996200752	0.0002302835054	0.00110922021046	0.001104187492	0.000962249778438	0.0017329066901	0.00250615717074
c	0.011712223014	0.4067320156	0.549939478	0.00830021472	0.0137675408432	0.003570325006	0.0012343180366	0.000693216436072	0.000372553607964	0.000284181347437	0.000205498403211	0.00170440842107	0.00148400598853
h	0.0468176885	0.430719452	0.3799515132	0.03484731896	0.040253757106	0.0114904885038	0.00411800265402	0.0297714124917	0.0159584936876	0.000904967889034	0.00135422857232	0.000175557027316	0.00363713607434
e	0.03380880148	0.3303267162	0.417264196	0.08968985164	0.079888253684	0.0139188123734	0.00359522516312	0.00994045923074	0.0102560711044	0.00078086250672	0.00120569242985	0.0086303656208	0.000694693406503
n	0.007061653216	0.07145628804	0.4357544342	0.380164404	0.0770152716	0.012926020916	0.0058924605254	0.00243513760428	0.0041717042745	0.00134666205278	0.00105872859001	0.000659062263522	5.816949476e-05
d	0.007998659418	0.0186857117	0.4893138332	0.32333710128	0.1075786288	0.02829957694	0.0045583709	0.00298701099524	0.00478559972096	0.00639588527138	0.00380245866023	0.00134543046165	0.000911729790752
i	0.0576795184	0.0228297351	0.09874386592	0.356694248	0.309559028	0.05688662502	0.0172635698306	0.039477107138	0.0314419597616	0.0018695997086	0.00286088288156	0.0034756420736	0.00121822296651
s	0.015152930232	0.01816161122	0.04269584496	0.554590116	0.285481638	0.0500950154	0.01879884598	0.005872172072	0.0046245299524	0.0028380569094	0.00058984493946	0.00079465365496	0.0003047705824
ò	0.0081636082	0.01064688112	0.17132982476	0.2912019346	0.3635959134	0.0685517402	0.00906974816	0.004653158846	0.025921343688	0.030727493382	0.0116120917064	0.00260877183876	0.0019175105004
n	0.0153048134434	0.00919868654	0.033416692456	0.1446749236	0.633445086	0.1338333726	0.02082476632	0.0066723191488	0.001360631566	0.000852176752554	0.000230468427566	0.00013906379104	4.697345652e-05
t	0.035198149096	0.021600697984	0.0536597422	0.220598733	0.503953752	0.102277594	0.03922763886	0.00891632878	0.003388058646	0.003727782546	0.0008150761764	0.0018168344592	0.00481960986352
a	0.01200588596	0.010465240624	0.02881146066	0.0385611286	0.564388806	0.1414525512	0.0521423544	0.052943250516	0.0794311277232	0.001352893952	0.00225836025927	0.0120261495351	0.00416079647209
o	0.004247747832	0.003354501294	0.0023056308906	0.02503182848	0.458601274	0.3667633	0.1012125228	0.03173636246	0.003359742694	0.0014201610594	0.0011861193128	0.00061774193806	0.0001630739868
a	0.02866911332	0.007627227006	0.004446795586	0.00531268843	0.1373332732	0.622984838	0.0886503844	0.05844630268	0.0280504297472	0.0054163486922	0.00172742215174	0.00477814289666	0.00655708358575
d	0.0076681612	0.002435113992	0.003370088848	0.002666418316	0.0621805998	0.642035558	0.1679855502	0.05256923374	0.026781973226	0.0081101282334	0.00312716656192	0.00670560698492	0.0143643876695
e	0.01697515776	0.020381183241	0.00503776188	0.007503090448	0.1250799472	0.38111589	0.2881222034	0.0784834732	0.04330141411	0.0259056984	0.002129005388	0.001779088622	0.00418610815
r	0.021627503708	0.004053673037	0.005135345131	0.001517552078	0.03013203144	0.531222616	0.2378638102	0.1073663958	0.04614867076	0.008327339146	0.00137233384	0.00162314108434	0.00360961192836
f	0.010540960512	0.000763297064	0.002330354612	0.002259791354	0.04666596	0.222552132	0.391965058	0.1702172704	0.0845437688	0.04722189834	0.010107259912	0.00288163378	0.0079506036476
ò	0.0049398569136	0.0052871615554	0.00168067964906	0.009411507182	0.0428984372	0.2766539126	0.210759751	0.358482902	0.05443427714	0.0236922846	0.005496140756	0.002058930254	0.004204181534
m	0.0013402388152	0.00325228657	0.000967083438	0.001018144164	0.022141513634	0.1213691338	0.603111012	0.181434148	0.04970410208	0.009473294164	0.0049599742726	0.0008503045834	0.0003787137406
m	0.00372024898416	0.0017129099	0.010456394408	0.002926400678	0.02334032214	0.219017066	0.43681856	0.0746726898	0.05562210254	0.11381762846	0.005970397604	0.02963000274	0.0222952809354
u	0.0136095185012	0.00986704667068	0.00199672813016	0.0037135587164	0.01633358038	0.27581909234	0.1738609452	0.314057576	0.0918206182	0.0520396278	0.016906953014	0.011104497799	0.0188702656052
o	0.0024737951468	0.0034278145	0.002203825002	0.0032629506624	0.00517077553	0.053762243	0.130669566	0.412168036	0.19628212	0.1422134288	0.03192606188	0.0109445999	0.005494790736
n	0.016869090008	0.005568953928	0.002143206236	0.001540506086	0.002158789342	0.0335525428	0.0813100882	0.1243863518	0.3758106228	0.302100582	0.0330030115	0.007191379026	0.014364896764
ì	0.00751398534	0.0021415344868	0.0029920376382	0.00473028273	0.004319929316	0.0301262708	0.067513376	0.1074757732	0.3327822462	0.352591552	0.04459888	0.0199577257	0.023256385156
c	0.002372547932	0.001663974388	0.001304888945	0.000987669038	0.001284072112	0.0167742978	0.01802699024	0.06137582744	0.51955109	0.279377008	0.079360064	0.01012379506	0.0077977339695
h	0.00444454361246	0.00623342315637	0.0119059022292	0.004950154738	0.01062134501	0.0436827334	0.0517997602	0.0745160888	0.204569363	0.421086878	0.0681977272	0.0413050557	0.056686994349
a	0.004381399945	0.0015566374987	0.0021038197442	0.00127576771886	0.002693665558	0.02141113961	0.041727942492	0.0838368182	0.2442016242	0.4156496514	0.10753073732	0.039367192594	0.0342635803112
