 	Anna	ora	sta	vicino	a	me	dormendo	</S>
i	0.849931486	0.147005065692	0.0006075747987	0.00159730846274	0.000164025754488	9.666842826e-05	0.000122851933534	0.000474998829218
A	0.7174914152	0.2785454182	0.0022871640828	9.70916804e-05	0.00019386849866	0.000164870850573	0.000371661635914	0.000848509675045
n	0.373335895	0.618358532	0.006185137242	0.0007671762112	0.0004541520532	0.00019381505155	0.000116857469393	0.000588443004536
n	0.6217069634	0.3450951122	0.02868893012	0.001422306486	0.0005933978124	0.0002302696032	0.000363267511074	0.0018997517321
a	0.2689381238	0.5434528108	0.07805531732	0.031964459978	0.0234408872864	0.0440152143669	0.0036898167996	0.00644342551847
à	0.04233288273	0.860330114	0.08135179531	0.008668393848	0.0037330924036	0.0025098542582	0.00092630283256	0.00014752391108
r	0.012262304122	0.830315308	0.13957163838	0.00538753528	0.002447091328	0.002459029078	0.0049683565542	0.0025887216864
t	0.016278527692	0.5007025508	0.421505331	0.04367060516	0.006294608124	0.0021390682522	0.00204812071173	0.0073611720248
e	0.016021144628	0.4069602206	0.397394972	0.076805329546	0.0397171096958	0.0492205241575	0.0059355905949	0.00794512893255
n	0.003617411546	0.166332415	0.70002428	0.1163035542	0.00891725854	0.002554785876	0.001346999257	0.0009032753464
a	0.0211260043506	0.161973912864	0.728102862	0.0420738966	0.02041778464	0.006999625044	0.007714813	0.0115911317749
s	0.007483970284	0.022302945	0.573650094	0.302811316	0.0774956289	0.007683535072	0.0038077222492	0.004764753704
t	0.0042213521806	0.0592984603924	0.671633092	0.186969532	0.0448063468	0.00825454676	0.01731277981	0.0075039134152
è	0.003242823633	0.0099049782885	0.4462523988	0.445014792	0.066363818	0.0142581672	0.00968410464	0.005278904086
i	0.001170115386	0.002398368344	0.2730562732	0.569425544	0.1305685712	0.018569743992	0.00311640426	0.00169498435
i	0.00455636755	0.007334734498	0.08137512854	0.592684214	0.2329625784	0.0392926234	0.034468896962	0.00732544568
t	0.01298740461	0.0100696707138	0.029594982522	0.40014367	0.367572583	0.1278241514	0.03001676827	0.02179076114
t	0.0049603540252	0.00540642718024	0.07253491948	0.42608597	0.2069792366	0.1314494242	0.112365092512	0.040218568
u	0.00502460458662	0.000586790205253	0.020489091374	0.4368106628	0.228207186	0.1382362744	0.1096391104	0.061006271188
m	0.002863263322	0.001830933793	0.013485801648	0.222988729	0.353833018	0.196385264	0.08682995064	0.1217830555
b	0.0026796176726	0.0063135028108	0.01927958732	0.315186993	0.2230589328	0.234831846	0.0856574914	0.1129920014
r	0.012577033327	0.0008849482168	0.010182639676	0.2840104172	0.1714201746	0.192366256	0.1400311334	0.18852741046
ò	0.0370948803965	0.00774675499712	0.083129592412	0.1795715024	0.1925366336	0.260173527	0.1245053416	0.1152417622
s	0.0030724609016	0.0010912394536	0.004720203614	0.04137364127	0.24094182914	0.381253242	0.2031160144	0.1244313794
e	0.0010484617452	0.0055638344212	0.006170432068	0.082442740566	0.1310816452	0.28990777	0.3297184184	0.154066684986
m	0.00201045304	0.001425042774	0.0070580472368	0.02546195156	0.09352238976	0.34904036	0.1246084794	0.3968732942
è	0.0026909134452	0.0045780241146	0.0042480582126	0.0487903789178	0.05772897064	0.377251228	0.2535056662	0.251206775
n	0.00478751134	0.00076752389	0.001361599444	0.006449266076	0.0414084988	0.3872185588	0.279580294	0.27842675174
a	0.0159466974892	0.008652240206	0.0024571258138	0.0099365085334	0.038258261244	0.2432414186	0.452954296	0.2285534536
s	0.00369071976	0.00236322006	0.00928502742	0.02455998034	0.0571331302	0.11554815154	0.2458767568	0.541543028
t	0.0367952287799	0.0045147810842	0.0056244618564	0.0080382435548	0.006931003122	0.1333676648	0.468814818	0.335913764
e	0.0096666846492	0.0007687937214	0.0040505315318	0.007209307516	0.0336608773128	0.1550518696	0.2683152634	0.5212766674
p	0.003443848417	0.00102269721082	0.00529296782166	0.0167683795604	0.0483514853048	0.10223674233	0.2391808789	0.583703002
l	0.0054267914499	0.0017225296724	0.0013832200686	0.0038943425963	0.001167519128	0.0298344018	0.512402294	0.444168894
ò	0.0094531137548	0.002124468189	0.0050271669882	0.008287138206	0.037789265564	0.0637500122	0.431115148	0.4424537414
n	0.0100864769096	0.0033703857698	0.003358623982	0.0090798260924	0.049658339672	0.055958001	0.497054484	0.3714338748
n	0.0014203531338	0.002930269528	0.002165025566	0.0017727991	0.002539515466	0.04210550092	0.758781094	0.1882854614
i	0.028779212256	0.0481709421268	0.02078104471	0.0106179665	0.016940820296	0.04979035968	0.34970424	0.475215436
</S>	0.011167803106	0.004525244954	0.00838824512	0.04944334266	0.10150640416	0.10475584432	0.1368976138	0.583315456
