 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.98948922	0.00871995627	0.0004947702398	0.00019917224576	0.00072883664612	6.2591021564e-05	0.000155414974587	0.000149999774051
m	0.896070724	0.073485210132	0.013809570056	0.0094447383844	0.00275789312754	0.00110406184105	0.0015445643611	0.00178327217532
a	0.628054396	0.290248832	0.040051827186	0.00393783953	0.012880090348	0.00226215015048	0.00139598336545	0.0211688642526
r	0.521691992	0.379865076	0.00731176426	0.00165524868966	0.0082042368519	0.00694753238708	0.0020621661628	0.0722619801118
a	0.132466521	0.7703625	0.0527986305	0.005575164634	0.018166833288	0.0011068463572	0.00202507655914	0.0174984337414
n	0.0966818726	0.869373252	0.0266305688	0.0023341690308	0.00172420719482	0.000767816538837	0.000131281325502	0.00235684784275
g	0.05171202492	0.740915182	0.1595249246	0.00896093014	0.00868611587	0.0004847601982	0.00077459096404	0.0289414680104
i	0.2027392218	0.472163203	0.2539602433	0.06063062647	0.0071982875614	0.00160178783116	0.00082880198234	0.000877839921464
à	0.17505049774	0.617282068	0.173003125	0.03034581819	0.0033174167486	0.000754877307568	0.00010595428956	0.000140220839274
n	0.016714902494	0.4517547342	0.495818962	0.02865012364	0.00241394058	0.0023793683896	0.00061838617	0.00164957895132
e	0.04992189424	0.25941013	0.569313538	0.067433307	0.013321653314	0.002986902948	0.00444184295486	0.0331707308483
è	0.03206795143	0.05142341428	0.68522202	0.175011982	0.04445541732	0.009162511668	0.001072730932	0.0015839738834
n	0.00364064154	0.009634574234	0.708497534	0.2509918964	0.016744643324	0.00327819194292	0.0020388575218	0.0051736351373
e	0.01991121401	0.02076603896	0.707638016	0.2056703468	0.034572677392	0.0037104445774	0.0024095386014	0.0053217194968
s	0.009851906044	0.00710902164	0.231725294	0.64424897	0.08840433108	0.013052517516	0.001701164652	0.0039067440268
e	0.00376974656792	0.00505473062	0.298477368	0.634646212	0.0367626762	0.004323336348	0.0052638283008	0.0117020813055
g	0.001344302942	0.004221074122	0.09920027994	0.768120264	0.1070033056	0.013612465736	0.0020749038888	0.00442341576242
i	0.0541724032226	0.011689780512	0.1380035895	0.703608088	0.0739216126	0.00663653902	0.004998708676	0.00696928715548
r	0.008707098216	0.005333327574	0.0506281564	0.780999016	0.137334868	0.01071557194	0.002552095048	0.00372980819662
è	0.001230391296	0.001987493474	0.0506912132	0.615104022	0.199408564	0.0342051969	0.00856291172	0.088810209244
t	0.0021060299206	0.002398121086	0.019850130654	0.559590384	0.33937686	0.0690542636	0.00424089869	0.0033832822108
s	0.0013369499088	0.001540963492	0.04110326334	0.442841542	0.398834232	0.0482413402	0.030160010374	0.035941679952
i	0.0288404334231	0.0082376388626	0.018684612872	0.356257051	0.3416885352	0.08758939564	0.05135825068	0.107344084809
d	0.00234860009	0.0007596105668	0.002505730862	0.0922381784	0.684611474	0.187740704	0.01304507024	0.01675064328
ò	0.005891446679	0.0011284539604	0.004183090788	0.16288565	0.481434676	0.1684856864	0.072362134	0.103628860234
p	0.0013891543522	0.000353466134	0.000846301228	0.042150756	0.505879332	0.351754874	0.08343728	0.014188835288
u	0.00125477802581	0.0004104272614	0.001966057774	0.099900591	0.381524142	0.242671614	0.1814330312	0.09083935464
e	0.00389855084	0.001617169462	0.002165843292	0.01933341426	0.205678592	0.506501724	0.1645251024	0.09627961
m	0.00467255384	0.003185740681	0.0022143645048	0.01133043496	0.132409707	0.419073914	0.298055074	0.129058225
a	0.016629502722	0.002223171654	0.0013829059314	0.01912915192	0.1633904522	0.316583048	0.26574153	0.2149202178
r	0.002352260242	0.002639400183	0.002198153109	0.009441126744	0.04340910314	0.230416832	0.607669232	0.10187390026
è	0.0039614366474	0.00186314556128	0.00140823809026	0.006921204706	0.03141368194	0.18737177	0.585463698	0.1815968236
i	0.002218667106	0.0008480907456	0.0011818708654	0.00360643873	0.026170259068	0.133578629	0.764741786	0.06765429272
</S>	0.006333114852	0.00249482115	0.0026527225166	0.007285534728	0.046195111972	0.072454805	0.494087464	0.36849648
