 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.92219409	0.07257721134	0.00412215341672	0.0005331467962	6.78517968072e-05	3.2291919172e-05	9.237018556e-05	0.000380904493271
ì	0.852403144	0.02427928724	0.09619763378	0.0017693965464	0.0067748918636	0.000399787109548	0.00243296671222	0.0157429200887
n	0.554940834	0.31213215094	0.089831001376	0.004336067912	0.0111581577847	0.001095234167	0.00076871022966	0.0257378486985
i	0.5323322394	0.214899689	0.22951479084	0.0040898318068	0.004896239044	0.0016956913453	0.002334874392	0.010236642346
e	0.17014285328	0.452076956	0.2912823792	0.02220713908	0.011718895828	0.022380162762	0.0287095259042	0.0014820820761
n	0.096985578106	0.2405144872	0.526254231	0.0223525048	0.051791236934	0.0090909857886	0.0027329426312	0.0502780467974
è	0.0640875066	0.16417997302	0.648995644	0.047379136816	0.03640699486	0.00254021646	0.023970328148	0.012440181722
r	0.0495297265	0.0725479088	0.61130382	0.2142104911	0.0276436216	0.01134667027	0.0092317977552	0.0041859578314
k	0.01370239226	0.03655422068	0.700145572	0.0716071928	0.0930371647	0.04436813369	0.018846091532	0.0217392332674
o	0.086974406592	0.0096630847	0.51485005	0.12961872832	0.1286411966	0.067148683972	0.049644159748	0.0134596638732
t	0.017697923376	0.01387450392	0.385226134	0.255975692	0.2272338626	0.02347856848	0.06910470863	0.007408616736
t	0.005481555196	0.008060155974	0.2310009626	0.1944868952	0.375416486	0.0950801568	0.04942070472	0.04105309824
e	0.00368045823	0.008551334032	0.2108008907	0.06363579814	0.482136178	0.18465591398	0.02697788646	0.0195615310784
e	0.0304794268188	0.01284372176	0.0443667986	0.0801628748	0.5799800372	0.1120640183	0.120942459792	0.0191606698
t	0.00665614354	0.002345061	0.007608006232	0.0922132369	0.521485212	0.29913169	0.0462103844	0.0243502337
u	0.002878662716	0.004445749807	0.00472958576	0.02401736476	0.308056286	0.403954572	0.1715707344	0.0803470377
s	0.015976547026	0.01066809481	0.0091521239	0.01395671874	0.238165874	0.338824314	0.2841490998	0.0891072288
m	0.0017516941628	0.0023705918128	0.001684647962	0.01297090982	0.1266356372	0.42168575	0.2880892064	0.1448115902
è	0.0147015706558	0.0053489583928	0.004837183922	0.002832737698	0.05722999816	0.28003436	0.404507922	0.230507314648
n	0.00462597109	0.0021560550486	0.004810460398	0.0092572176	0.07124407656	0.262720795	0.4973127908	0.14787266214
o	0.00355026377	0.0083072931184	0.014875191932	0.004673122368	0.1542332686	0.23744595	0.382632794	0.1942821186
m	0.016898817274	0.023602799694	0.0168162458408	0.017635379228	0.021152602	0.13172357146	0.505667626	0.2665029568
e	0.0044516205502	0.00126581421142	0.0006208244446	0.0019208668748	0.014659313436	0.2384335822	0.50694221	0.2317057354
t	0.0245010945946	0.0144495884883	0.0140789973874	0.0062569472476	0.009977661846	0.05638797712	0.660772354	0.21357540432
r	0.0024315085456	0.0009846337728	0.0002733055631	0.0018979914074	0.003483322534	0.148758276	0.665854378	0.1763165628
ò	0.0073688361002	0.0019191239334	0.0017537652979	0.002896563544	0.00625917413	0.04582618626	0.684741462	0.2492348718
m	0.002527322143	0.0027011124018	0.0021846520066	0.0049857984152	0.0042021712968	0.01222849688	0.695294926	0.2758755218
e	0.0017510206002	0.00100097220224	0.00110522697592	0.0010257654258	0.006326867548	0.0187407476	0.829011214	0.14103818226
</S>	0.06435724068	0.05967721526	0.0263976903	0.0313468120608	0.018047602886	0.020426636768	0.2302165346	0.549530233
