 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.98596068	0.0120063083	0.0010132494738	0.00045161851178	7.26146899e-05	0.000147950424714	0.000125477034658	0.000222074119756
r	0.907096484	0.0841492148	0.00355071055602	0.00174556208838	0.00138349892326	0.00109371182098	3.85767438219e-05	0.000942264700146
t	0.5343452012	0.152028023	0.2592413952	0.015483470335	0.00305368310244	0.00279497907171	0.000931649608299	0.0321216067767
e	0.3388956008	0.418392208	0.1161329508	0.0292606244176	0.0142959728302	0.0735582084211	0.00712809927202	0.00233634104721
n	0.0741979892	0.736144732	0.17093411482	0.01479044128	0.000798920527	0.00296664875364	4.9295921314e-05	0.000117802570572
a	0.1463585354	0.644520312	0.187068228	0.00731253298	0.002863871096	0.00386784976844	0.00131950867394	0.00668916568722
i	0.008262854868	0.748411534	0.20790003	0.03064652054	0.0018256703608	0.0027577966186	2.821925628e-05	0.00016738169692
v	0.00611410018	0.725219704	0.204913261	0.04017223798	0.009671592772	0.0108311405253	9.8633913782e-05	0.00297933884728
ò	0.0112923089	0.3985172166	0.5496854192	0.0343998956	0.00368227074	0.001065376696	0.0005779230246	0.0007796055124
s	0.00420410164	0.1551009986	0.705316448	0.111980644	0.01875361532	0.00411230717038	0.000147409294146	0.000384478814624
t	0.0013741238	0.09853926056	0.76078046	0.1090856562	0.01072157096	0.0059393167148	0.002317802272	0.0112418335898
è	0.010004075274	0.0245038018	0.757114342	0.1238338426	0.03136472424	0.013549349279	0.026939921149	0.0126899548263
o	0.002742319638	0.01804496518	0.388584554	0.52546257	0.0526886772	0.009994537788	0.0019677110282	0.00051471538
s	0.01009467598	0.01118280894	0.0605703786	0.707348966	0.1291974334	0.07691765916	0.000969614508	0.0037184324716
t	0.00184057460698	0.00604583636	0.1829067468	0.617652966	0.168038536	0.01414497528	0.0026305920712	0.00673974611884
u	0.00164702584706	0.001698430464	0.0675218714	0.648630366	0.2333707868	0.02466450392	0.012631222294	0.0098358094264
d	0.0004706857948	0.002406176478	0.00550905508	0.604061532	0.3392715334	0.04506774706	0.001020406118	0.00219288435348
i	0.0023566870588	0.003453338216	0.047443966	0.548274646	0.338135046	0.0308163944	0.00993672141	0.01958321637
è	0.003372661338	0.006634665874	0.0098167718372	0.3593150696	0.482440312	0.1237066634	0.010587988552	0.004125898128
o	0.00480754976	0.003294558458	0.003558210266	0.2500183376	0.4957600712	0.2153966406	0.01828535228	0.00887932488
n	0.012698267036	0.0039669858016	0.0039961955208	0.121827008	0.3805566948	0.415149772	0.0288211038	0.032983950668
a	0.0048041565534	0.005682814896	0.00313712179	0.107383534	0.300046952	0.399296048	0.1369567092	0.04269265496
g	0.002049686968	0.004977405349	0.0077441104966	0.04473952898	0.1309094398	0.715009844	0.07106937304	0.02350058916
h	0.005294245066	0.0095961837	0.005711983136	0.0396502532	0.179575882	0.411314108	0.262628686	0.08622865
e	0.00416682128287	0.00505996244394	0.0031846705201	0.04326340648	0.0697685722	0.371613614	0.319024944	0.1839180114
t	0.0085912655962	0.0091969164592	0.003624096458	0.02061176244	0.04530453958	0.558540928	0.24848773	0.10564279074
t	0.00207336382272	0.00295707860144	0.0019585417518	0.010380953152	0.0654129982	0.291082962	0.50254402	0.1235900744
ò	0.000976307016492	0.0008219981589	0.00109256318614	0.006281996293	0.0255844948	0.3478652194	0.459331852	0.158045555
m	0.0052179247001	0.0039127462454	0.0022735873129	0.004353711322	0.0101921729	0.269003682	0.557072296	0.14797391896
e	0.0019414175146	0.0022633123521	0.0017068550744	0.004029900466	0.015740094	0.1687142052	0.653479828	0.15212438604
s	0.006091135168	0.01077950823	0.01829539563	0.025560449336	0.01818013114	0.1233325652	0.463655792	0.3341050156
s	0.00263376067146	0.0013200778317	0.0011043164048	0.0017598934126	0.00550957536	0.1456666198	0.699434456	0.1425712874
è	0.00087486226534	0.000519236595852	0.00134986998866	0.0028055783988	0.00283051357	0.1054206442	0.777781726	0.108417574
r	0.0035029695444	0.0013212590612	0.001898862338	0.0048597160372	0.004196118146	0.0602527604	0.717183872	0.2067844312
e	0.00192066507024	0.00192867251838	0.00143197559452	0.001305468295	0.002511178436	0.02701244368	0.836585968	0.12730364242
</S>	0.013634510618	0.0231210099234	0.03148433536	0.043461684306	0.0221255003312	0.08137604194	0.261305396	0.5234915094
