 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.929487482	0.06579362812	0.0006505465332	0.00147029770064	0.00210436987234	2.87623299348e-05	0.000104940208327	0.000101192783544	0.000121703928266	0.000137098399651
t	0.22747297772	0.670718586	0.00713748984	0.0019190557423	0.0006369656789	0.00112190355489	0.00149307220798	0.00123876695055	0.00845639782477	0.0798047931085
e	0.02813328506	0.943931992	0.01225181828	0.004605172002	0.001945183996	8.264918304e-05	0.00348744959928	0.00055557624036	0.000977900297894	0.00402894843929
l	0.010288679824	0.955764018	0.0212685896	0.000588827587	0.000606363082622	0.00175208312648	0.00223466377735	0.000615442956256	0.00148583702814	0.00539555071921
ì	0.01467213312	0.93423532	0.0400667797	0.005965937204	0.002780946678	0.00033132655094	0.0002320645256	9.617547032e-05	8.126536685e-05	0.00153807657125
s	0.01076936412	0.774443312	0.211929533	0.001382199146	0.0008820412202	0.000253350324	8.232637687e-05	3.65693130055e-05	2.28910249471e-05	0.000198511942741
i	0.022633494	0.771622946	0.166142978	0.019973637728	0.001944919398	0.00222994483021	0.00236155368803	0.000451638761418	0.000375378399029	0.0122635491975
n	0.00401171022	0.317971574	0.639195644	0.02520733246	0.008220617806	0.002449540372	0.00151515660734	0.0007432464629	0.000161099380732	0.00052408652426
a	0.0181980267	0.521518154	0.38790024	0.05148152196	0.012378445352	0.00240395040904	0.0013489464258	0.0010747273498	0.00069197427916	0.00300399655908
m	0.005287221622	0.0839728062	0.818269726	0.067654753	0.015793049546	0.00312029512	0.0027395419	0.00090573728036	0.000332515464179	0.00192436124856
ì	0.018425111996	0.1917847756	0.643211226	0.12152434106	0.01680744206	0.002853212786	0.0010420681	0.000605685364	0.0004250173574	0.003321167188
n	0.0038398520982	0.02286969434	0.71639224	0.1926909418	0.04452966898	0.01065236876	0.0042234210126	0.00359006759897	0.00061629769669	0.00059545306282
i	0.02273820184	0.0631933124	0.665563256	0.1968069802	0.02282614496	0.013939888681	0.002839214606	0.0011146269512	0.0023133983412	0.0086649734532
p	0.003881941576	0.00589223622	0.1681152566	0.636470972	0.1375008924	0.0236434888	0.01112021661	0.0113672773652	0.00098330728516	0.001024386486
à	0.04795665218	0.016126005434	0.1231879586	0.569450284	0.2168087894	0.01154266806	0.0042971724	0.004200136056	0.0023099838594	0.0041203673496
n	0.004353692618	0.006350771494	0.0644618916	0.623570146	0.2520761578	0.0370290858	0.00610663792	0.00325763394596	0.00042995465014	0.00236404322674
t	0.012523967388	0.00862917794	0.1064199592	0.523494898	0.226241196	0.06499515732	0.00830432164	0.004796159256	0.01393779084	0.030657382556
a	0.00912282108	0.0024950095996	0.0136320189	0.518951552	0.232826471	0.1636707483	0.02135868641	0.013597579179	0.015199055342	0.00914603597964
l	0.0017692403934	0.00152067376	0.006996894908	0.366772386	0.49061979	0.0662238918	0.0453297178	0.01690160912	0.00214726072174	0.001718519946
e	0.005808197851	0.007069404458	0.00939519674	0.2868702786	0.552558434	0.032837289266	0.01952048006	0.010284286	0.018317708122	0.0573387274084
t	0.0102693022612	0.003589995658	0.01118562888	0.0814359962	0.55204059	0.1361576976	0.1460846652	0.041833311334	0.00506245389914	0.0123403725254
t	0.006487845591	0.00367584835306	0.013210675422	0.1285113508	0.639004132	0.0831713354	0.0540764302	0.02014761506	0.008416995906	0.043297791742
ò	0.0024900010042	0.00058061013312	0.00257328552474	0.0635332888	0.521537186	0.16859755852	0.1776534886	0.0252446304	0.01301565026	0.024774279632
m	0.000364825996	0.0010704681224	0.0033757233838	0.08967939652	0.324857298	0.1818077088	0.274889014	0.10478947706	0.0111760976416	0.007990038242
i	0.00251547169965	0.00329008414682	0.0051258886826	0.0841458168	0.527837704	0.0424611696	0.0870683264	0.0536609146	0.11881496674	0.075079652729
f	0.001447497094	0.002119550972	0.0067275648446	0.00949048994	0.0957249258	0.1469990592	0.454165718	0.2144433924	0.04838509878	0.020496717768
à	0.004971326974	0.00535593649	0.004072886186	0.0243786618	0.332161196	0.040261267	0.19872361	0.226999467	0.073537908	0.08953774434
i	0.0015201390718	0.0082518138224	0.000968668098	0.00191553432	0.0253343594	0.0829681071	0.3949304952	0.372107874	0.10122967388	0.01077336832
t	0.016007207625	0.00527919425	0.0241328955752	0.03849873366	0.01273105208	0.072067036	0.2090718344	0.302337274	0.2359384564	0.083936295
o	0.0176911006626	0.002534506174	0.010354480197	0.00504217523	0.05748020954	0.021855739126	0.1574937032	0.447897184	0.205883126	0.0737677912
v	0.000973998397	0.0058987512566	0.006194683738	0.003754158738	0.02095036884	0.01066804792	0.0858547268	0.382088618	0.396493118	0.087123481
r	0.017580621058	0.004649512876	0.008471729412	0.002991528518	0.008495022664	0.00919800346	0.050493447	0.203852595	0.492673774	0.2015937706
à	0.0040960438532	0.00183378657825	0.00432267398588	0.002112417879	0.004396967006	0.0050631019242	0.02378571964	0.185746932	0.497079546	0.27156281758
i	0.0004549026322	0.00778042617076	0.000670030274	0.000950054058	0.002018848834	0.011649024108	0.0318042414	0.191964473	0.632262676	0.1204453426
</S>	0.018510751124	0.007415163322	0.043851120314	0.018382539156	0.003437772406	0.028677323564	0.02085699546	0.0886825012	0.416703674	0.3534821872
