 	la	macchina	vuole	riparata	dal	meccanico	</S>
i	0.965482948	0.03318224566	0.00080794100536	0.00010538789364	8.2480421844e-05	6.4548580206e-05	0.000274518052396
m	0.637360594	0.330473484	0.01266498478	0.004751619138	0.0091168542282	0.000562710642319	0.0050697622385
à	0.484653034	0.4776908836	0.01949754274	0.001610102499	0.002268213889	0.00057416703192	0.0137060896509
k	0.1573967356	0.794172554	0.0460578962	0.0011257884272	0.00062765466478	0.000167645719059	0.000451754210408
i	0.168784063	0.639676394	0.1105664366	0.047391344392	0.0058191685422	0.00317417178567	0.0245884085955
n	0.05262700608	0.674087452	0.2570780964	0.01112641094	0.00418086435	0.00038661936868	0.00051352541132
a	0.06254003876	0.59234159	0.3231010512	0.01549543988	0.00156235152	0.000899310672	0.00406023503
t	0.034649631734	0.133329392	0.804116512	0.01963469686	0.003854447914	0.0007495348732	0.00366577930792
è	0.007164061308	0.0690697762	0.850446824	0.06378900772	0.00448320312	0.000738882086	0.0043082084494
l	0.0040868890212	0.01504865052	0.933402836	0.0421731672	0.004523711286	0.00025079616928	0.000513981769618
i	0.00262321212	0.0522141608	0.821191726	0.109078789	0.005007905508	0.0047459219571	0.0051382983486
s	0.059717435332	0.05893404574	0.460805458	0.329984974	0.0786898082	0.005195655498	0.006672620776
t	0.0031514089004	0.019682254224	0.507441832	0.4449144496	0.01754641256	0.002329332296	0.00493432271316
i	0.0093501089366	0.005499899689	0.3731787416	0.4424744718	0.13968770924	0.0123267363652	0.0174823190626
a	0.0137261734	0.043571998326	0.15195400816	0.45330765	0.300554512	0.01671988436	0.0201657861714
m	0.009958753366	0.0102091129488	0.055776037564	0.5242966948	0.3386266888	0.02147257341	0.0396601678311
m	0.008006077532	0.046807994634	0.14029657014	0.6179455784	0.119931939	0.03717225828	0.02983953404
è	0.019147749966	0.019927680362	0.057335815166	0.2626784634	0.526130378	0.01513610746	0.09964384874
n	0.076090822686	0.01428792332	0.02803083808	0.247414995	0.5309879608	0.07076496308	0.0324225063
i	0.011894081076	0.039734847798	0.19835498862	0.59019536794	0.1005414187	0.03632030066	0.02295900204
à	0.036388195508	0.0142274091574	0.017807631686	0.03972644586	0.708886158	0.13156316738	0.05140098946
t	0.02359294968	0.0206390975952	0.014376291968	0.045947752188	0.579223838	0.170469764	0.14575028296
t	0.0536923340976	0.0726136471579	0.077915677312	0.06945677878	0.389805954	0.2621745804	0.0743410166
o	0.143954616501	0.015404870865	0.0235758700109	0.07199506248	0.3678035508	0.1845883624	0.1926776734
m	0.001939975888	0.003147766932	0.004897269466	0.00679707871	0.3150239334	0.36940436	0.2987895827
e	0.025425618623	0.0227234847493	0.0090298199412	0.02437996594	0.079625702	0.52992841	0.3088869886
k	0.018022267232	0.0248905958902	0.012910379061	0.010456959544	0.15802187052	0.351012666	0.4246852256
k	0.0227427518712	0.0238545023004	0.005154775233	0.013270487038	0.02736651692	0.565628654	0.3419823254
à	0.0118883903986	0.0094243453488	0.010738602002	0.02067292042	0.1303677443	0.33407967	0.482828339
n	0.015863589858	0.003115235814	0.024135245895	0.008971927448	0.03623300582	0.58517106	0.3265099404
i	0.032697896842	0.0461279363418	0.0462201389994	0.014169493998	0.02104565358	0.603623854	0.2361150512
k	0.01415770588	0.010240821114	0.01429898497	0.011625718232	0.0445816859	0.233683306	0.67141178812
o	0.052804844442	0.03511731401	0.019301661102	0.00805119787	0.003971027606	0.605403974	0.2753500088
</S>	0.04483939162	0.030777156556	0.02421019198	0.024318864062	0.0483819964	0.1695470132	0.6579253928
