 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.992218952	0.00675005726	0.00040783670244	0.00030096196077	3.484351628e-05	4.293350715e-05	1.9757048207e-05	0.00022466818273
à	0.924780092	0.06997822326	0.002399068846	0.0006821041644	0.0001573122843	0.000161176458854	0.000115642396356	0.00172639461337
o	0.894959806	0.0976273436	0.004513965728	0.00119282067442	0.000201789728263	0.000233502530359	1.80593920655e-05	0.00125270232952
c	0.2671671964	0.645893872	0.04085394542	0.001528855866	0.0020174316752	0.00152896864414	0.0264893269453	0.0145204027599
e	0.09116820488	0.852494378	0.04088733524	0.011971876116	0.0016839278034	0.00026385184432	7.87954042e-05	0.00145164505907
r	0.1158007218	0.84858673	0.03322035018	0.0011152518144	0.00023601543182	0.000213218061928	0.00055886489895	0.000268832132281
k	0.00884894106	0.941075958	0.0397821273	0.00810154426	0.000748919858	0.00051811972	9.5921132e-05	0.00082842700324
è	0.0431295324	0.7252189588	0.1870480448	0.02805399312	0.0052950981944	0.0057522515188	0.00491201068882	0.00059010111994
o	0.059281405316	0.768625584	0.1555776302	0.013600144992	0.0019890923452	0.0004334572683	4.823839476e-05	0.00044446305485
n	0.01020686053	0.405022016	0.545606446	0.0197026429	0.004674234568	0.0095002252104	0.0021362635874	0.0031512944316
t	0.002671170388	0.556690488	0.366459078	0.0627033498	0.005467806136	0.0015848472626	0.000685662997	0.00373762329
a	0.0065973169	0.372265786	0.4306479945	0.10187843442	0.0629752628694	0.0153034313283	0.00712807898716	0.00320368617984
è	0.004428686632	0.05957292692	0.847900968	0.075623028	0.00815196646	0.003525488801	0.0003907278106	0.000406199081772
n	0.005192726687	0.01745197644	0.868247544	0.0822045562	0.00934438898	0.005363149142	0.0015329004774	0.010662742323
a	0.00405849681906	0.05993597004	0.572415942	0.315766986	0.029092013	0.0077750848	0.002487889828	0.0084675999468
f	0.01517508958	0.01244530368	0.336800616	0.415153956	0.1343427966	0.06766282266	0.005677350648	0.0127420588514
ù	0.0020429901696	0.0173658743	0.1477973888	0.672097964	0.1125966288	0.023692775	0.00391798984	0.020488368076
r	0.00613267846	0.00423077724	0.136580567	0.582188454	0.21007315	0.05725722848	0.001700203624	0.001836948189
n	0.001831989306	0.006330840348	0.0464095669	0.583653772	0.218347398	0.06939827188	0.016574164776	0.0574540160532
o	0.0341851902424	0.124908952015	0.03066705548	0.3036738608	0.22848638412	0.09657806062	0.134573897692	0.046926580959
k	0.003729441632	0.00183656949	0.02110227892	0.16931475	0.573101648	0.196857608	0.01962731198	0.014430382168
a	0.0015666928094	0.009299597726	0.00959687666	0.369880758	0.372271083	0.1282880912	0.0554833097	0.05361361086
k	0.01223783832	0.001842368624	0.01785322288	0.0766247196	0.435817228	0.421321382	0.0202434008	0.01405983648
à	0.0040893534474	0.006477471552	0.009124769918	0.2170405396	0.301933012	0.281035899	0.0845766822	0.09572224794
n	0.03144520042	0.00379226042	0.0160986988	0.03859489454	0.25250716	0.570455998	0.06598046	0.02112534364
n	0.0037441957528	0.0014305907028	0.004511611722	0.117380193	0.2232264902	0.330839494	0.2199350952	0.0989323219
i	0.0137991043402	0.012275801602	0.112490509906	0.06546881686	0.08657603992	0.17026611012	0.457992613024	0.08113097144
r	0.002623275632	0.00121588511	0.006482421824	0.00829347374	0.09414563418	0.301628488	0.39354244	0.1920683786
ù	0.0181153539681	0.00521016528822	0.0144886222074	0.075995607454	0.0594245788	0.1848686912	0.483996456	0.1579005488
s	0.0067901632474	0.0010335491166	0.0061135930157	0.0064740770246	0.029501220868	0.2131831076	0.581340376	0.1555639334
t	0.0040680720402	0.00093632427004	0.00235736001662	0.0307552411526	0.085662035838	0.1168348016	0.623627946	0.13575823568
i	0.0351463109213	0.00963667089634	0.060421359904	0.0709690551442	0.0207602494572	0.04864884728	0.6785793	0.0758382458
k	0.004971017314	0.002685417182	0.008256076266	0.0084122064476	0.0376396723996	0.08676953372	0.36746639	0.4837996448
u	0.0354471644277	0.00479325271088	0.00197261631372	0.0201949245278	0.01278791198	0.0217749986	0.696788824	0.2062403341
</S>	0.016048234836	0.005990120592	0.030549036552	0.016823805754	0.0601430555298	0.1005851819	0.320131668	0.4497288641
