 	il	abito	della	sposa	corassi	si	chiama	la	sposa	ee	ee	vuole	bianco	</S>
o	0.940939082	0.0136698996	0.0393771252115	0.00225479303604	0.00244516335763	0.000426349520114	0.00011870877324	0.000137521673906	0.000118082388331	0.00011714320137	8.9363403814e-05	0.000131787819711	0.000106539958236	6.84114258744e-05
à	0.560750018	0.1797776154	0.2058262783	0.014654695154	0.0080927346514	0.0063806725268	0.00295812453	0.00402795505374	0.00205681711894	0.00132943933339	0.00103894986878	0.00489221543473	0.00593760442697	0.00227684149924
b	0.21626536124	0.38452827204	0.3575519934	0.02144022559	0.0126823530692	0.001163493265	0.000629371106	0.00364571449756	0.0006851022616	0.0003414724157	0.0001652521898	0.000220695605834	0.000184408225072	0.000496279655944
b	0.05959069186	0.4977502	0.3672232092	0.033516803352	0.026375858023	0.00345120625928	0.00407966535888	0.00156392320286	0.00118822353633	0.000259198477047	0.000198739146648	0.000417500002078	0.000154750395344	0.00422997915368
e	0.0722128962	0.69113206	0.1905185686	0.00256719718	0.0388544974214	0.0003628518256	0.00365987603286	0.0002994194116	0.00012700957814	6.27029501e-05	5.288581998e-05	7.1860824926e-05	4.2961276017e-05	3.520608037e-05
t	0.062926420072	0.641552268	0.237743302	0.0445878436	0.00703796594	0.001535897492	0.0037762418	0.0003263551508	0.0001163531816	0.0001447680814	9.63154355e-05	5.3977469878e-05	3.166138866e-05	7.0647453004e-05
o	0.010705364282	0.433057574	0.374886998	0.10614212218	0.057838141908	0.0066734793662	0.00374249244612	0.00186885730826	0.000876340289448	0.000399991544886	0.000209123201918	0.00178189462087	0.00161349726239	0.000204089329574
à	0.057342872802	0.2198662276	0.444167746	0.21535936	0.0280114252	0.01379363377	0.018208657788	0.00116815247424	0.00025129810512	0.0001445187944	0.0001146481376	0.000152554587398	0.000111255850812	0.00130768326247
t	0.00313545731	0.0242029986	0.5431133688	0.2475116372	0.15340241142	0.014530904978	0.0103562692	0.001971109966	0.0004137675998	0.0002098239652	0.0002412535964	0.00019785845186	0.00019545873132	0.00051772258566
t	0.001365544548	0.0245934008	0.5416759968	0.2674961974	0.1290784142	0.01973836334	0.00799736108	0.00411429183	0.0017175715908	0.00042502995168	0.00023028769514	0.00056614956416	0.000310351765788	0.000691017576536
