 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.978285472	0.00910330338	0.0100214667594	0.00200726097884	0.00012657634628	2.373207809e-05	2.456010935e-05	2.8061523166e-05	2.69274507976e-05	4.445433877e-05	2.23358313368e-05	0.000285837823667
M	0.942685054	0.0367469213	0.0054682073124	0.00713292431747	0.00381882955386	0.00170791097953	0.00103937619993	0.000372048322797	0.00029166214667	0.000162521662105	8.08714289042e-05	0.000493629651259
à	0.683215398	0.28987991512	0.02028875588	0.0026617904956	0.0011896553188	0.00026898394754	0.00021126021042	0.00044874785292	0.00021898037562	0.000252036842528	0.000451263241128	0.000913194490737
r	0.687130676	0.292283056	0.0175974923	0.00218330819188	0.00045690487403	0.000108750132663	8.31925860708e-05	1.87526339868e-05	2.01082047066e-05	2.34306052339e-05	1.13490104286e-05	8.29991594555e-05
i	0.405590912	0.39202991	0.1541185118	0.040378952817	0.00445890824516	0.00220249584116	0.0003642719457	0.0002664999117	9.41618661e-05	8.397674437e-05	9.3354862931e-05	0.000318084913044
k	0.04601235794	0.686254772	0.2379277348	0.02453371818	0.00377766735	0.000467465218	0.00027885330408	0.00015612188072	0.00018661600014	0.000132367778348	3.77149854185e-05	0.000234638206164
a	0.041690767	0.673331318	0.1574467616	0.097580136734	0.0172271297776	0.00788064691048	0.00177759044352	0.00072078402866	0.0004302101004	0.000272424184976	0.000376632494344	0.0012656259124
j	0.00700217304	0.552585852	0.400856666	0.03402344358	0.0031570020896	0.0005763915612	0.000208095694	9.595483246e-05	0.000110742406372	0.000113771370168	6.88421806092e-05	0.00120102804546
u	0.0177934846	0.434316734	0.38546004	0.1347408994	0.016981870432	0.005598748506	0.0013991263546	0.0006273530192	0.0002647834832	0.00016683537972	0.00068054073034	0.00196957884185
r	0.003286041886	0.34646466	0.549490286	0.0692887639	0.0057905233312	0.00177413201474	0.00097795284562	0.000245227459714	0.000382750569852	0.000479740860961	0.000132075977518	0.0216878372748
è	0.015449645176	0.1678420946	0.664625296	0.1256589671	0.01632329734	0.003575009878	0.0019828723956	0.0011146656658	0.0005073098776	0.00059943554264	0.000807088851788	0.0015143370038
i	0.001964329126	0.0583163112	0.711831686	0.21223560494	0.012463513594	0.0020934736828	0.000550019524296	0.000249025742564	6.181577472e-05	5.49135378536e-05	3.1188875131e-05	0.000148092628451
m	0.00555140034	0.05640152214	0.56193961	0.3173990456	0.02908538152	0.01244227959	0.0050858471626	0.0041670364796	0.0038836234754	0.00213642969704	0.000427705668127	0.00148012994099
i	0.0017198618214	0.02564606248	0.443767448	0.445048968	0.063165755	0.01259818452	0.003867307334	0.001797335066	0.000623005784	0.0001743271108	0.000317363759	0.001274429416
a	0.003905172022	0.01116122374	0.336340074	0.498906258	0.1253789764	0.01220053822	0.0048405991312	0.00199842503174	0.00133985538604	0.00108039920125	0.000242261910141	0.00260618748495
m	0.0198727782	0.01252834726	0.055995511	0.54401736	0.239723422	0.0815230822	0.01669176702	0.008952782386	0.00869259493	0.0040558867171	0.00089028046424	0.00705621452322
à	0.0018303943026	0.010832417926	0.0786180462	0.571544306	0.283846448	0.0316956774	0.010143	0.006929599054	0.001060719504	0.0003191557092	0.0007145718144	0.0024656506423
k	0.014552668306	0.00840324046	0.07437252014	0.43668977	0.379922996	0.0578313552	0.015235904826	0.0093817099	0.001738437998	0.0007005677558	0.000144533949472	0.00102628131758
i	0.0017421679118	0.017504859776	0.0423426368	0.401442394	0.302694476	0.1417172902	0.04160810454	0.03035108386	0.0070944151	0.001240365306	0.0035552673474	0.0087069114908
n	0.012855937426	0.00431590521	0.01001563276	0.1374928148	0.525972708	0.2242708508	0.0534743212	0.02167900874	0.0064600237	0.0018488587836	0.0003374695702	0.001276433802
a	0.00381577892163	0.0059860051762	0.018621447306	0.194343884	0.468196698	0.1823401412	0.05168011124	0.05553559431	0.004965132609	0.00133886234	0.0064376696488	0.0067386635166
k	0.002369272252	0.0045911291214	0.00736701854	0.03855108368	0.402955762	0.380690092	0.1104921354	0.035037982472	0.00889021486	0.0043399112626	0.00032708744458	0.00438830472392
a	0.00213147454032	0.008802056991	0.006945266586	0.0618663824	0.346529224	0.3379048574	0.097150099	0.11106080996	0.011591350592	0.002902067986	0.0055776375652	0.0075387665092
k	0.002927004988	0.007046379954	0.008242438016	0.01759673896	0.263347812	0.4164748548	0.1805300068	0.07047059554	0.01730080132	0.010053848288	0.0007525941518	0.00525695785996
o	0.0013831042464	0.0076804922988	0.004170069468	0.0265406836	0.1785261912	0.3961816456	0.16779357	0.1758900452	0.018645161672	0.004117512116	0.011553704632	0.0075178255268
n	0.00301444454	0.005951258576	0.005863530899	0.01061035598	0.1234822507	0.365879662	0.296308496	0.1358919312	0.03121721534	0.0159318698208	0.00112132942368	0.00472765992667
s	0.00121170431942	0.00520443094501	0.0030598993274	0.01074640796	0.0923542454	0.3057179846	0.255732276	0.2601248106	0.0277436382	0.00446264556	0.02433790023	0.009304047416
u	0.00376243937837	0.0408923336005	0.0047109606586	0.015365276014	0.0510447522	0.253633414	0.212885608	0.239088854	0.07230976004	0.022309022952	0.0223213403864	0.0616762421491
m	0.0027978418954	0.00152562790574	0.0033190047414	0.005302315354	0.0199521574	0.22266876	0.420758846	0.2001687746	0.076937987	0.037050680167	0.00483420018766	0.00468382786962
