 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.841711352	0.13634426912	0.0168251006324	0.0015353019845	0.00152715484778	0.000831736784	0.00122508284163
c	0.840537902	0.140857370768	0.00405738226218	0.00161498363996	0.00163745847238	0.000370471347231	0.0109244342833
h	0.6447311292	0.265889769424	0.0686032861298	0.0153669087915	0.00080001043914	0.000572977459257	0.00403594814143
a	0.697752882	0.23567029694	0.017663214917	0.0405874872536	0.00118953945077	0.000471380940934	0.00666516196591
n	0.576312511	0.40974690486	0.012239484858	0.001108411886	0.0002814773269	4.53979798e-05	0.00026577827396
a	0.2155107183	0.7072722932	0.070856408212	0.00236079488	0.0005551251688	0.00212240863294	0.00132223558084
v	0.22696598414	0.6664013552	0.09277546946	0.0114202695626	0.001671811452	0.0004112185593	0.000353937611
o	0.06102459216	0.707986842	0.1989811016	0.01675013338	0.002222346644	0.0062759746152	0.006759005534
r	0.023440708	0.5115724902	0.2558134386	0.04707117113	0.004012839078	0.0318520856034	0.126237244556
à	0.03654058284	0.3815882852	0.3130323806	0.1715659558	0.0220100713	0.0329685782012	0.04229413876
s	0.01491468816	0.1155281446	0.58053176	0.2583335528	0.0220067792	0.002580966436	0.0061041492806
o	0.00586544974	0.2138113972	0.594622832	0.15747425064	0.00669381408	0.0058251571034	0.0157071040958
o	0.035752362854	0.0148034228	0.58585571	0.297818702	0.0439528152	0.016591961684	0.005225047376
t	0.056821061928	0.00996348832	0.1912809252	0.461887908	0.237499338	0.01367601096	0.02887127447
s	0.00455512564	0.00782728292	0.1869973732	0.629204706	0.0914901232	0.0547245629	0.02520088758
o	0.0046123085792	0.007673574012	0.2199855994	0.630749266	0.046926692	0.02608261688	0.06396990365
m	0.022375730786	0.0047732631372	0.03876733218	0.348859382	0.449800338	0.094218241	0.04120570506
ì	0.037765809902	0.003315525648	0.065901081	0.638524716	0.1179843536	0.0683004254	0.0682080838
k	0.0107432052272	0.0006977999334	0.01067856545	0.1707602888	0.625990068	0.1533022344	0.0278277879
u	0.0049931378868	0.001416258082	0.01317536392	0.2226965582	0.39738971	0.264575485	0.09575346448
à	0.03620733704	0.00433754689144	0.027959589626	0.0920927	0.454870248	0.280272264	0.1042603226
i	0.044796115738	0.00094536514188	0.0016489669648	0.013865352888	0.2211021718	0.667461542	0.0501804821
m	0.001911555936	0.00078010153632	0.0008047901946	0.006890023932	0.0964730802	0.68602904	0.207111412
è	0.0043288869746	0.0025019240144	0.003527419564	0.01016323254	0.0622886314	0.704162548	0.2130273438
r	0.0038828324104	0.0014331494184	0.0010407472052	0.006002040104	0.0601485984	0.853240352	0.0742522986
i	0.0152079357122	0.00136121832664	0.0025909828554	0.0027656698328	0.027357556	0.830137584	0.12057908376
</S>	0.063525083236	0.004947999314	0.014480147796	0.008680265986	0.044694144714	0.2420534588	0.6216189248
