 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.862901998	0.13498748158	0.0005911778076	0.000506582194	0.00016180355596	5.91810066692e-05	0.00037305994076	8.18100233418e-05	7.60776577554e-05	8.07858101675e-05	0.000108158131917	7.18480515934e-05
a	0.679149805	0.2822569216	0.0009693590598	0.0179461731048	0.00237823282646	0.00411941505688	0.00185314493665	0.000874567169543	0.000252115391428	0.000297332420529	0.00106828033587	0.0088346442618
p	0.3312515388	0.6445323483	0.01024127506	0.0082544900412	0.00144855332474	0.000385080905604	0.000689893506321	0.000114997494513	0.000269433454378	0.000481038630982	0.00206712701911	0.000264242295723
e	0.23752378488	0.615839334	0.07752243488	0.0574703797926	0.0041782405748	0.0012631857136	0.00490189593187	0.00022492750354	6.1763359378e-05	4.06712654908e-05	0.000204303756697	0.000769076758338
d	0.14945263994	0.812705982	0.01835040494	0.01722173178	0.0008427396876	0.000551012949428	0.000157731315458	0.000133509590734	3.50801990168e-05	3.72692448984e-05	7.51671645179e-05	0.000436750258555
ì	0.05262931212	0.66874851	0.096085502312	0.12574561415	0.026465189324	0.0050603617358	0.021692239371	0.0013924840201	0.00031507266854	0.00019291280136	0.00073875466696	0.000934041442462
a	0.042525423974	0.6814027506	0.243474834	0.02982868012	0.001969375144	0.000483156375292	0.00021188659708	4.58342514992e-05	2.07115313157e-05	6.39614377224e-06	1.2737454733e-05	1.82221318744e-05
e	0.00810502538	0.3306875406	0.334044579	0.2225442576	0.057690895388	0.034803576452	0.001354774456	0.0026397318582	0.00166305189065	0.00209330719599	0.00215382349658	0.00221939027766
s	0.00601898818	0.09806718782	0.2890673244	0.391301226	0.08909416718	0.071234480008	0.00160444228	0.00473162209824	0.00405625456298	0.00598774619819	0.0146236464277	0.024212936031
ò	0.00756563283	0.0780143716	0.0772693085	0.567612842	0.150586034	0.0193761732	0.056168156	0.003938180003	0.0021579656618	0.0026005742157	0.027042619128	0.00766814111383
z	0.01028259913	0.0407737024	0.15598489156	0.674941446	0.0906802736	0.013279806776	0.0047696761298	0.00139176694197	0.00153730635845	0.00188911705268	0.00297482150665	0.00149457556055
u	0.006432649938	0.0250317834	0.20428738604	0.472488746	0.2173695206	0.02619623636	0.027740501578	0.0063557153414	0.0016510383222	0.000471235518512	0.0043025134228	0.007672690538
n	0.00802492971	0.00897340336	0.1515571364	0.2984056806	0.422135154	0.0724583091	0.013496065908	0.018925975066	0.00245438665526	0.00132945205688	0.001295337991	0.00094418667876
e	0.0053106441378	0.00662492304512	0.07568963704	0.273923944	0.471173598	0.056831627	0.0757973483	0.01092571538	0.002483768148	0.0012837195584	0.014051132696	0.005903926204
f	0.0032290392432	0.00929761852	0.01691828064	0.1185086398	0.617393142	0.168654752	0.0326965786	0.023694015706	0.002983645647	0.0013495661841	0.00152362152032	0.00375111049614
à	0.0007255626356	0.0034388769996	0.01049853581	0.1998405974	0.47750402	0.158604522	0.10771242574	0.01647754808	0.00412217228	0.002093031314	0.012688928624	0.0062938095206
i	0.002607368684	0.003768929312	0.0095203171	0.0719516176	0.64961619	0.2168091826	0.0281343798	0.01250821091	0.0023324488	0.0008249035235	0.00131791949052	0.000608556261114
t	0.004345565128	0.002310914626	0.008179097982	0.0105824685	0.2184227492	0.482478924	0.12901552562	0.11311277002	0.017298789748	0.006345140586	0.005562807331	0.0023452139634
o	0.0009554316012	0.002028217114	0.002651105919	0.03674255576	0.237065332	0.4119386046	0.2310069168	0.0541797568	0.0088724666	0.00238623262	0.0080583067894	0.00411513215225
g	0.0015892929592	0.0024984987484	0.0070397912828	0.007791464524	0.1755183986	0.380862266	0.2502262136	0.1314023424	0.02607299162	0.007540200805	0.0040707020218	0.00538784419611
e	0.0059466656348	0.00481065962044	0.006780524362	0.017144104386	0.0858265702	0.321000991	0.4029464124	0.1115138354	0.01884720732	0.00527382682	0.0135179763068	0.00639122299392
l	0.001773718862	0.002794536663	0.0030483330086	0.002995170918	0.0594571832	0.3484704304	0.36063871369	0.1868176566	0.0212042406	0.004753975638	0.003590627446	0.0044553743175
à	0.000641545705	0.00665948006794	0.002018913057	0.007512118	0.0440655202	0.2760666021	0.267878964	0.244731512	0.0749604708	0.01256498698	0.020056678216	0.04284324576
o	0.001285070276	0.00140012881	0.002563076516	0.002052947712	0.02570464924	0.18962638676	0.32298451566	0.32834619	0.0907619324	0.02668143906	0.00638513347	0.0022085455344
