 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.97062148	0.027429292014	0.0005750298246	0.0006657503203	0.00023906260425	5.6719371829e-05	2.02200673248e-05	3.46004220036e-05	2.22112428688e-05	4.291568148e-06	3.0427708924e-06	5.346681146e-06	1.20149808744e-05	2.15933589365e-05	4.01154663302e-06	6.1180093064e-06	4.61750871144e-05	5.3892066109e-05	4.07370795428e-05	0.000138418470096
M	0.92224449	0.0608997146	0.0019661352928	0.009999785802	0.000987793615902	0.000424744514867	0.000360608851932	0.000267272880434	0.000250071872306	0.000405046336362	0.000842948044188	9.38142396941e-05	6.27028756415e-05	0.000128235882895	0.000121723125995	0.000193522554877	0.000138729826567	0.000113472398776	0.000273619757459	0.000225568451805
a	0.4232158364	0.56664154666	0.00682137704	0.00240768453	0.000215710477	4.73360741e-05	2.9270293492e-05	6.34386039e-05	1.9625570966e-05	2.540652476e-06	1.172670584e-05	1.53886611e-05	1.6499607732e-05	6.748017313e-05	2.0019283288e-06	4.75139738e-06	7.156116337e-06	2.7357116378e-05	0.000147199788747	0.00023606385478
r	0.817217152	0.1751307096	0.001910118808	0.0018060234873	6.0838826228e-05	4.5146439384e-05	5.45897611062e-05	7.57808830528e-05	3.5099765073e-05	0.000118180094636	0.000105913703338	9.20565295444e-05	5.02899841793e-05	7.23297443424e-06	0.000252819575901	0.000293102443025	0.000170741814212	0.000119282382353	2.62362652209e-05	0.00242868836139
ì	0.2244219274	0.710029198	0.0339928362	0.02859186722	0.001005670844	0.0002475690332	0.00013634069078	0.0002222952538	6.115728532e-05	7.7914651488e-06	1.5247626e-05	1.944772938e-05	1.1408715106e-05	6.6516731056e-05	5.8087983658e-06	6.7645861e-06	2.4807123068e-05	3.82627263536e-05	0.000458697747623	0.000636449497096
a	0.1260145816	0.797690454	0.0711662954	0.00451275168	0.00039273256252	9.021031286e-05	2.2844975846e-05	3.72298898788e-05	1.29560531768e-05	1.05450067048e-05	4.6081221782e-06	7.97058492744e-06	6.7989339138e-06	3.45954015496e-06	3.74674559654e-06	2.80286111608e-06	2.44464332115e-06	3.65910386366e-06	4.79510046317e-06	9.06644441196e-06
p	0.027054742	0.776648284	0.1248895252	0.05884756842	0.003961386172	0.0006697578185	0.00026171694264	0.000635948809342	0.000259354961737	0.000325061482022	0.000481199532057	0.000396162711129	0.000411241531495	5.67504458611e-05	0.00128291616773	0.00140694360479	0.000707455538195	0.000571551897415	0.000224929438442	0.000907542865063
e	0.007226177954	0.66072171	0.2276576798	0.06589505546	0.027812678008	0.0047362439026	0.0035766726576	0.00060612869486	0.0001771839565	9.0536181066e-05	0.00019473948716	7.46694631e-05	3.403670168e-05	0.000109617283212	2.54306488087e-05	5.894344528e-05	3.4157674502e-05	3.7933476815e-05	0.000639921676878	0.000290430145366
r	0.0174857766	0.680143132	0.187668283	0.10268623382	0.001935136727	0.0008577496016	0.00033209720932	0.000247015125012	0.000180857885058	0.00037176308298	0.000474481242126	0.000170269442171	0.000142355081913	3.22328994709e-05	0.00146871797049	0.0017518288499	0.00101362484838	0.000640467541736	0.000178777315531	0.00221920496325
ò	0.005914736398	0.35763636	0.39917836	0.213234565	0.0138593257	0.0030235753272	0.0013784895092	0.0013954297668	0.0003783036476	0.00108576641337	0.0001301532025	0.00024439409292	5.136957904e-05	0.00031977313514	0.00034303504945	7.375538876e-05	3.273536456e-05	4.5744637188e-05	0.00053036440485	0.00114376238271
s	0.01029956504	0.185104955	0.682566166	0.1073694938	0.010687292448	0.0027115539084	0.000445455601	0.000173526532946	0.00015046420019	0.000139480330488	5.057922991e-05	2.57799878176e-05	2.05188934202e-05	1.02838309198e-05	3.08145028988e-05	2.74687922216e-05	1.67414367175e-05	1.48268637331e-05	2.84400522365e-05	0.000126596195296
t	0.001381956716	0.141330543	0.652166706	0.1584687662	0.0327036508	0.006674681822	0.00224687876722	0.0009261247098	0.000442648925	0.000987430755023	0.0001835049784	0.0001201222774	2.649405568e-05	7.229795354e-05	0.00020432724443	4.79566338e-05	1.86716645e-05	1.0920405264e-05	9.2806722648e-05	0.0018934964238
è	0.013560456062	0.09920328016	0.644821708	0.147935447	0.04675864852	0.016662119265	0.0110383908324	0.002803838452	0.0038605983813	0.00185593986615	0.0010422492682	0.00199884367068	0.00135720074513	0.000680566295642	0.000836891949774	0.000686950847072	0.00076711954158	0.00115307560263	0.00234906925913	0.000627631532952
i	0.005318681568	0.0211756834	0.629947396	0.24115358	0.0780418765	0.01925492774	0.002298293882	0.001351384222	0.000531268891	0.0001036483928	0.0001077764038	0.00020064143	6.44657825e-05	0.00013534330008	4.622611902e-05	5.27987208e-05	3.6733091012e-05	4.486736645e-05	8.6349280822e-05	4.8042651536e-05
