 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.97328347	0.02173546832	0.0029948907994	0.0008737164693	0.000476770204615	5.2275669124e-05	8.8520501828e-05	7.83856984376e-05	9.40663046488e-05	0.000102291367403	0.000157043842605	6.30707919904e-05
m	0.457283378	0.45791447	0.01925789604	0.015721073654	0.0047673130528	0.00131606966496	0.00546198345198	0.00201103721659	0.00450537891536	0.010409559454	0.0164450658582	0.00490677447776
a	0.3088798166	0.6317372354	0.032108107836	0.002047268256	0.010890876416	0.0002533624829	0.00021268328842	0.00010839930166	0.00030365724104	0.00059042172325	0.0014392347837	0.0114289329861
r	0.143208676	0.651147626	0.12882439104	0.003043546992	0.00590667695598	0.0100553837184	0.00178661937377	0.00251049570549	0.00109897182925	0.000626454230877	0.000657901408899	0.0511333125626
ì	0.042760787586	0.6874693176	0.2568523882	0.00818902038	0.0020904516692	0.0003227396444	0.0002423183066	7.79437152e-05	0.00022894559954	0.0004784995526	0.000702923998198	0.000584656133072
o	0.06654199806	0.6487904238	0.2765911044	0.007083757772	0.00054079639334	0.000194229897988	0.00014022821288	2.5963449149e-05	2.0677384772e-05	1.0308950486e-05	1.06288695423e-05	4.98996934346e-05
t	0.00320729486	0.586879857	0.363659268	0.04075291382	0.00223905469	0.0018765939072	0.0005501729788	0.00019425765127	0.000117404799986	0.00011620397217	7.02700050976e-05	0.000336688917351
è	0.0035906469	0.34401847104	0.564786134	0.06137830726	0.022419959296	0.001412327506	0.0003888749926	0.000302226556516	0.000171533722832	0.000220000165766	0.000996876571221	0.000314653001451
l	0.00330151577	0.11839227568	0.777543672	0.0933082378	0.005077064378	0.001439849744	0.0005742985246	0.000129263418398	6.20620993e-05	3.3810568606e-05	2.2151629265e-05	0.000115821776226
i	0.002467762	0.23016899084	0.599872548	0.1332510452	0.0278122261	0.00212879914	0.0008037467388	0.00067944788782	0.000589059095552	0.0003206346154	0.00107088177321	0.00083489303036
f	0.017965120392	0.02896870872	0.415512784	0.48903123	0.03335335546	0.00799776222	0.00404417748	0.0010569167924	0.0009224306788	0.0003365677519	0.00013332930956	0.00067764307862
a	0.001589169845	0.03429139968	0.542976696	0.3268776742	0.07900164628	0.00808735376	0.001761899424	0.0012574996294	0.0006496723796	0.00040963239	0.0022827507853	0.000814614643292
m	0.0044266486506	0.005069334648	0.208445398	0.709333034	0.05252430224	0.015270764952	0.00274270542	0.00052123516406	0.0002367287778	0.00015542602799	5.13640354848e-05	0.00122303634595
è	0.001867793534	0.01068375087	0.2518873776	0.53345622	0.1623394792	0.02858439692	0.00459095988	0.002411008804	0.000933722594	0.000602545182	0.001108654287	0.00153410573
n	0.0044990141036	0.00534647107	0.1014649588	0.755208434	0.0993826542	0.0265625068	0.0050809409	0.0011622666496	0.0005732300204	0.0002028517879	0.00014047748076	0.0003761781775
o	0.00492011642	0.019461141094	0.2041409552	0.45010222	0.245267618	0.0560673275	0.00812556732	0.0029375535	0.001951426384	0.000389565054	0.000872107872	0.005764427038
a	0.026559945112	0.004617748838	0.00999866552	0.366219868	0.279151072	0.240744846	0.05502046566	0.00886230764	0.004583737848	0.002468783706	0.0006173792588	0.0011551718944
p	0.005791117406	0.002790425314	0.014570014176	0.1911535044	0.2947468124	0.3007953486	0.1460623386	0.02117076274	0.00716087216	0.009449007016	0.00147993066686	0.00482989027306
p	0.00537733550332	0.0023618522138	0.00945632936	0.152755601	0.599864692	0.1623313872	0.0444069116	0.01460597692	0.002534183034	0.001851610534	0.0022350541353	0.002219049608
è	0.000981043682232	0.0027523323292	0.011302859158	0.1489780062	0.605288176	0.167114415	0.03828831808	0.0129192718	0.004648328434	0.00384434485	0.00096344385	0.0029194636306
n	0.0038745931116	0.002230048782	0.00497827306	0.124154722	0.33492969	0.316774022	0.1714789184	0.0256785663	0.01013829374	0.004010808696	0.0011265278712	0.0006255446316
a	0.00641323180194	0.0019107584626	0.00676797824	0.101061608	0.451455918	0.2649616826	0.1126577268	0.0312332684	0.00858300034	0.00268392576	0.005009427088	0.00726144568
o	0.0152247982702	0.0017478752832	0.0028639857454	0.013826116472	0.0830190402	0.41645912	0.295832376	0.127159623	0.0266627806	0.01240074126	0.0024521684146	0.0023513840404
m	0.002501483684	0.0017244451376	0.0039174524536	0.009729640768	0.04353006458	0.2300515166	0.490820566	0.1352105308	0.0411893648	0.02926306518	0.003469938264	0.00859194564492
a	0.0026911948464	0.0019248357827	0.0017045279076	0.01508225319	0.0855132932	0.406556082	0.165246506	0.2395201146	0.0328528193	0.0271543944	0.009360628586	0.01239338024
r	0.002054638346	0.0051472686558	0.0110864581501	0.015788445962	0.03205975672	0.120267624	0.411860242	0.203721882	0.1342864796	0.0525231592	0.006298299098	0.004905735203
è	0.0016389514142	0.00199076808486	0.00178970495	0.0097111259328	0.04963216114	0.1935542334	0.207946176	0.286605914	0.0848782168	0.098864839	0.04082978932	0.02255810978
i	0.000901720068	0.0005669932436	0.001925134864	0.003569347806	0.02116334162	0.0615860856	0.333043948	0.240381604	0.1242525014	0.1975264998	0.01023621954	0.0048466025412
k	0.005666457758	0.00086668998	0.0011642047144	0.0028476059536	0.00573327871	0.01729439274	0.245289236	0.24531022	0.189726696	0.247545368	0.02188305832	0.0166727856
a	0.0020953249282	0.0026074587169	0.0012776325636	0.0056314664466	0.012737732886	0.0682844957	0.20748823034	0.2676266132	0.0869299516	0.2020607966	0.10209829286	0.04116202674
è	0.000449461234	0.0009822121496	0.00259139951	0.0033496837006	0.006058684976	0.00571142315	0.1243277186	0.182576722	0.176526852	0.426804688	0.0559237018	0.01469746688
p	0.002965137978	0.001040532101	0.00146140776	0.002620030694	0.003293217548	0.00476101452	0.078045096	0.1122654512	0.1516661792	0.442397241	0.1705106156	0.0289740954
l	0.00048950284688	0.00019434909298	0.000196012937	0.0007288341066	0.000660012696	0.005052604208	0.0462362946	0.0872552746	0.12662691374	0.334865142	0.3659213072	0.03177372262
è	0.0114232298532	0.0147790860984	0.014905298812	0.018955070794	0.004853415046	0.0562929028	0.11053940634	0.066087024512	0.043536429594	0.1686212006	0.307463994	0.18254294548
o	0.0036848721475	0.0006883191564	0.000963732858	0.000821023216	0.001486824066	0.0018630306	0.04778345002	0.0596709909	0.1231048322	0.343691432	0.269492064	0.14674944454
s	0.004236803696	0.003003091052	0.001869460376	0.002017798848	0.003538073392	0.002183186356	0.0148428204	0.040548504966	0.110494354874	0.3378779766	0.211451008	0.2679369146
a	0.00974771526648	0.0030988265995	0.00101828370822	0.00325624177526	0.00288252861992	0.0037464010026	0.0177044925014	0.06964098338	0.122574831954	0.295022428	0.369004354	0.1023028882
p	0.000843918066	0.0009091597954	0.001863324326	0.002006658078	0.003611186656	0.0012136243	0.011166112944	0.02558709846	0.090769848064	0.2532204428	0.461055444	0.14775319544
o	0.0017911928568	0.00063451289808	0.0003994576318	0.00128814289236	0.00111942193126	0.0026866881919	0.0057465454882	0.02428646459	0.051841928928	0.217966486	0.544236544	0.14800259668
