 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.99296317	0.004818971552	0.001344967732	0.0003319377636	6.780107776e-05	0.000112054015766	5.303160056e-06	3.64951610204e-05	4.4178357995e-05	5.7256162713e-05	0.000217909633187
ù	0.89206444	0.01385165412	0.00546922228	0.076010201554	0.001251905343	0.00345152040896	0.00055545696086	0.000525598718814	0.00016903482303	0.000515246131041	0.00613569919284
r	0.659808436	0.2675172334	0.026633510128	0.021327809252	0.0030928927414	0.0129212463356	0.00194684142529	0.000726154984959	0.000251367243276	0.000124091262864	0.00565040548362
u	0.416749676	0.36509763	0.039321521	0.15855831324	0.003961059142	0.0061682974848	0.00087162173236	0.00032255516764	0.00030298857388	0.000720637139355	0.0079257618043
k	0.0391311202	0.824519634	0.0935316984	0.02450928854	0.005916653966	0.000526009006	0.0099942809594	0.000785287039	0.00048539045762	0.000255089527316	0.0003455666262
a	0.05861012672	0.545979012	0.151514732	0.153792434	0.0212390535	0.0617429131554	0.00214083841268	0.00052952315144	0.00189849029848	0.000397943373742	0.00215488222342
s	0.02616120108	0.5196425232	0.3219646724	0.1217336172	0.00494740356	0.000893646824	0.0020033005622	0.00080214190474	0.0004199165626	0.000218927757142	0.00121264318269
e	0.007696845074	0.3272135328	0.278091422	0.3377904494	0.0249350585	0.0152893049	0.0026071477918	0.0007811472452	0.00118543958318	0.00143567137228	0.00297397960679
t	0.01198364631	0.137495828	0.5047572	0.294366534	0.029181633	0.005164185992	0.005342649426	0.0008246200385	0.00041503459208	0.00030437053518	0.0101643037887
o	0.00305196219	0.062459902	0.372028444	0.433478604	0.0729085938	0.0423873338	0.0071031236364	0.001654593084	0.001930793876	0.00078824955948	0.0022083849342
r	0.009182503786	0.02760692886	0.36972942	0.433956874	0.1245020286	0.0184815712	0.00877322186	0.0011276391532	0.00046089003832	0.00030739256473	0.00587152424083
ò	0.00205059214	0.01613701364	0.215517254	0.543178816	0.1446779946	0.0628154636	0.0078000167596	0.003100158334	0.002307039328	0.00047436938304	0.00194127225832
m	0.006086521596	0.01155229996	0.1917259004	0.428869842	0.2931177566	0.03295541312	0.03232073018	0.002307839982	0.0002089503252	9.66073246e-05	0.00075814107216
ì	0.00066812083496	0.0032293226	0.0581386304	0.682800282	0.1868707246	0.03780917748	0.0058260881472	0.006436523494	0.0083719660472	0.00377854468967	0.00607059785662
a	0.00167813662	0.00394862272	0.0412295954	0.2131794732	0.607821054	0.106437455	0.01542978074	0.00621257398	0.001051992786	0.0008052655536	0.0022060627694
f	0.004223966424	0.005471470288	0.00398041944	0.06818298712	0.52176894	0.2647021726	0.085557347	0.0265896682	0.00805512517	0.002795517562	0.008672370116
o	0.0009467552184	0.004642972604	0.01518740012	0.1031608734	0.525303276	0.2092433672	0.041604464214	0.04686835354	0.04446415992	0.00203185695912	0.00654650609
r	0.003438319024	0.006395959564	0.003247237106	0.01985734406	0.470825154	0.242882132	0.1638335712	0.0699406208	0.01047246064	0.003132647174	0.0059745498422
à	0.0021313295048	0.0075042878994	0.00627565154	0.02902105812	0.317862146	0.2582939254	0.0934263016	0.20260663006	0.05638470268	0.003862471558	0.022631464672
e	0.003500658902	0.0037844086	0.0028574017	0.00979127514	0.3729036296	0.1597201742	0.174639924	0.2215343216	0.0406383961	0.004788257946	0.005841528534
n	0.00225629581	0.0010933775064	0.000835989061	0.005385767104	0.14017243012	0.2513396594	0.2368840402	0.2428454514	0.1041327368	0.00585810204	0.009196193092
s	0.001951769539	0.0046466335224	0.003237573552	0.00594001232	0.1139003698	0.1719128818	0.1042817404	0.3585371854	0.18610097746	0.0180137921416	0.0314770614
e	0.00653007159618	0.0270270922041	0.0052694084045	0.0043077581718	0.05867404492	0.11095635698	0.156308236972	0.38640068	0.1592961418	0.0423006007952	0.0429296221
s	0.001398119304	0.0020830896816	0.0021944883172	0.0074666811742	0.0313109059	0.14757547314	0.096292657	0.36290873	0.2986351754	0.0291738182	0.02096089146
