 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	0.944084472	0.05100632424	0.0012807166632	0.001974392608	0.0001144921273	0.000116108853	0.00011998461208	5.65969202498e-05	0.000313722413292	4.91563189673e-05	4.08809488117e-05	9.68538014486e-05	3.79309212776e-05	0.00028932207325	0.000342945682464	7.60880934537e-05
k	0.469111568	0.2997808514	0.012311976859	0.0446210598	0.006326332632	0.014833891415	0.00970083568716	0.00556393287716	0.00654271514927	0.00284511556546	0.00397252393106	0.00530217326062	0.0215496761077	0.020408408143	0.0465736392204	0.0305552967306
è	0.3076616314	0.487635028	0.02095411708	0.1316234436	0.0051258197608	0.006747431134	0.004863691414	0.00087926445108	0.0177725685859	0.0003651883674	0.00032513507338	0.00373704382622	0.00024070507132	0.000399482730337	0.00289158612065	0.00877783949355
c	0.1847953014	0.706598024	0.04152901502	0.02083380608	0.0040228693	0.0072928746286	0.00368791374818	0.00232417090387	0.00048022840337	0.000130812431951	0.00568227865777	0.000414345861255	0.000453232503888	0.0154116675419	0.00134413213982	0.00499938738395
c	0.1317747438	0.6055554328	0.05400677868	0.126018481	0.0073344163308	0.01674959266	0.0070715373568	0.00482682641105	0.00474547065338	0.00233716758973	0.000952244012855	0.000602570176112	0.00040499453036	0.000136195021183	0.000140787894866	0.0373427580692
i	0.176002196	0.3887491834	0.153426019	0.235784904	0.015324659368	0.00896367882	0.0031615083972	0.00488467561418	0.00457463448158	0.0033276923503	0.0010276192757	0.00041017921652	0.00076987435298	0.00290063368484	0.000299860624834	0.000392673651728
a	0.18763534034	0.360636008	0.2752455004	0.13770009548	0.01829534506	0.016710304366	0.002054812544	0.0003696724936	0.0002747102712	0.00033668590408	0.0001440801935	5.4072638406e-05	0.000190467641336	0.000298550002704	2.82964075898e-05	2.601869324e-05
a	0.018313728552	0.213307508	0.514374124	0.110438206	0.01815413496	0.01219817548	0.008950282904	0.0055801650978	0.0012471467663	0.00338026016449	0.0316404143187	0.00160586352124	0.0105793017963	0.0310264648963	0.00231265606276	0.0168915933493
r	0.009616237534	0.0528261409	0.40859483	0.270650111	0.1068628106	0.0342745915	0.0082426615	0.0045493630106	0.00071428719	0.00157327507402	0.0200256861412	0.00157257855754	0.00623904234488	0.0303118446394	0.00280333327741	0.0411432016547
è	0.003846422052	0.0433386404	0.3329095768	0.5091194968	0.02925993548	0.0357788768	0.0189979333	0.00179106384	0.003886765302	0.00078031017	0.0007614526592	0.0043888587582	0.00016110571696	0.0008343038616	0.00512784476476	0.00901740609361
t	0.0042623015126	0.01507749128	0.292341076	0.60062675374	0.03758467946	0.0362452672	0.00418579444	0.00102641616832	0.000797535083408	0.000239832053283	0.00243076540222	0.000368667923913	0.000258907568939	0.00253920500005	0.000737384992198	0.00127793769933
i	0.002003143628	0.01908183734	0.3431408006	0.4931202966	0.03741334046	0.07540777126	0.012360532728	0.00158114489	0.00886042252064	0.0007812121939	0.00047724036152	0.00066389708073	8.619467644e-05	0.00024031588405	0.000288144412596	0.00449371440922
e	0.015434183242	0.01228882584	0.2512160888	0.2411436204	0.245902409	0.1694148612	0.0491790211	0.00501275902	0.003298600438	0.004105365858	0.0004260256958	0.0003532615929	0.0008311656384	0.000412671271096	0.000193023877538	0.00078808650238
s	0.00404317102	0.0079343145	0.0826526322	0.11546466786	0.2950047398	0.254697408	0.1034822522	0.05624104776	0.0035246904032	0.00846883945	0.0208693157827	0.00323858934902	0.0042521601581	0.020875747068	0.00419445166601	0.0150559819789
ò	0.0040169158004	0.0156064514	0.07390797298	0.2110431822	0.06219686946	0.350463294	0.178967776	0.0251533392	0.05208107232	0.009371088514	0.002711921619	0.00491781886828	0.00040432346438	0.000913248211148	0.00549782590092	0.0027468686428
z	0.009293062612	0.014884072256	0.050469574894	0.20098575292	0.1523690626	0.408846558	0.1185331638	0.01806444794	0.006756624022	0.0035243988333	0.0043364286446	0.00267488456944	0.000935482873237	0.00240839562134	0.00197670709595	0.00394140971845
u	0.0014068049646	0.003479379712	0.103180025474	0.1893182646	0.1526833228	0.293066353	0.179955388	0.0256966468	0.02687668728	0.008322602864	0.0032313728288	0.0039569385464	0.0004907293738	0.0003619094052	0.00089747083268	0.00707610006214
n	0.004537903294	0.00758341704	0.00569835185	0.03171584608	0.227392632	0.3185274014	0.273451994	0.0889294906	0.01673823228	0.01468397056	0.00250260408	0.002274874448	0.0028372981874	0.00050034522548	0.00071273044268	0.00191292689982
f	0.00129425857424	0.0030817022974	0.00946640332	0.02614586468	0.07970452234	0.2887716694	0.368977472	0.0643420966	0.11395945788	0.0192987748	0.00584175564	0.006841364324	0.0009332320014	0.0005842386384	0.0025159071346	0.0082412490836
à	0.0256277356543	0.0224718932178	0.039003312796	0.0626734598	0.0368718464	0.262913782	0.235681934	0.1096331404	0.081404401108	0.0783691024	0.013801100428	0.0078199095	0.008304019486	0.0055535110858	0.004556203028	0.005314659533
i	0.002683954486	0.00307490483	0.0021186072	0.01365069716	0.08612858548	0.2180709778	0.449445388	0.161686294	0.02225786694	0.02616733792	0.0072848452	0.0020511254768	0.0032209195364	0.00104444755066	0.00079223659736	0.0003218111476
o	0.002847448774	0.0046357262654	0.001148021156	0.00381289748	0.0228001598	0.1186196728	0.262895968	0.3110070788	0.18159616412	0.067411256	0.01081710074	0.00580527586	0.003461265074	0.001039406948	0.0006037703282	0.001498815083
g	0.002161219912	0.0036066428578	0.0006090469432	0.002316037544	0.00817574952	0.0331050085	0.222007084	0.385439546	0.13694888034	0.0916302962	0.06694971032	0.010907898864	0.0055719813506	0.014903235107	0.00595527148628	0.00971241468218
