 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.979751938	0.01859273492	0.0011879562768	0.00015360214595	5.955172968e-05	9.456303419e-06	4.40126909168e-05	6.0101304938e-05	0.000140671820285
k	0.559841392	0.3934941028	0.03202869014	0.004925455888	0.0032623771368	0.0007677624624	0.000355447140032	0.00250796503325	0.00281681243029
à	0.509548042	0.444789458	0.03048224846	0.00496954212	0.00204791008	0.000187843634872	0.0003538897453	0.00129590526868	0.00632519114254
j	0.0915627984	0.866140626	0.0202632919	0.00448901608	0.001022247022	0.0123645410793	0.000276342058334	0.00124049015704	0.00264064150636
o	0.2290191082	0.523328688	0.2081524861	0.01442482224	0.006417567322	0.0021523449034	0.00079652295554	0.0043028830088	0.0114055646217
t	0.04210676248	0.5873878652	0.3136390468	0.0168307323	0.024044180464	0.0061885893782	0.00112136117889	0.00119230161814	0.00748916581981
r	0.169470962926	0.319491523	0.4661252772	0.0354109554	0.00384924812	0.0003201000476	0.000304620386172	0.0027570584221	0.00227031660668
a	0.06262364662	0.3343715018	0.534966972	0.0432052312	0.00500962348	0.007670374496	0.00162830805798	0.0097579217694	0.000766477707173
ù	0.008297006108	0.0989815585	0.741092254	0.1060908985	0.03940820266	0.0046435085882	0.000601906914106	0.000284367297594	0.000600292712294
d	0.006044272688	0.0315965444	0.72030012	0.171600761	0.04889437106	0.004715196026	0.0049232624928	0.0048378309272	0.0070876739764
i	0.0774589700696	0.02176406184	0.556061262	0.249449324	0.06818863096	0.009014414236	0.0039102582618	0.00670264297	0.00745044190781
a	0.015602313	0.01154749284	0.30165091	0.522882782	0.0974397624	0.035352804256	0.00843746612	0.00385187398476	0.0032345614812
a	0.006394931352	0.01080876496	0.145875182	0.54421223	0.1512001816	0.08418524284	0.016086518678	0.0104669229297	0.0307700416342
s	0.00400998134	0.005985669566	0.0636741562	0.434569184	0.3322633966	0.081002599474	0.01728612789	0.00999399868548	0.0512148826408
ò	0.0217903993916	0.02773489767	0.05795952952	0.41610861	0.342867436	0.07314564072	0.01785074232	0.026746637482	0.0157961210468
z	0.005020285719	0.004869838454	0.0233481552	0.232328226	0.529777508	0.1206766116	0.05832142234	0.016748922764	0.00890897104953
i	0.005636337898	0.00495918749	0.07466874216	0.2847088146	0.356284291	0.0922268376	0.11613678028	0.04833055366	0.0170484703089
g	0.0083480267	0.00795219132	0.007492510406	0.090173574	0.3836576546	0.21649571994	0.21746811966	0.054341250046	0.014070921918
r	0.0566065789132	0.0046987925668	0.00424912838	0.205781271	0.349217746	0.151358214	0.1368001834	0.07822204778	0.0130660557712
à	0.00561621027839	0.012099893439	0.01066094792	0.0575512618	0.362257675	0.1591443704	0.2558883714	0.08934029434	0.047440995226
t	0.003172404086	0.002603514542	0.002839852932	0.0436409118	0.1855980578	0.2502611516	0.3941060432	0.10256917064	0.015208903448
s	0.0050187242422	0.0051802699412	0.0022934205494	0.11422954974	0.13015713	0.250003157	0.330723142	0.12736109	0.035033508144
i	0.0480501494884	0.00531993525821	0.0068870940424	0.02848735966	0.17141216388	0.2941448288	0.2849198012	0.0716888936	0.08908980847
i	0.00232941722	0.00388008021	0.00485280015	0.01170168164	0.1012619734	0.1213446996	0.532643532	0.1322697345	0.0897161418
n	0.007208023888	0.014395403888	0.018926048538	0.013789405162	0.07932596382	0.1029008822	0.509762472	0.1570161488	0.0966756438
ì	0.0291530115638	0.01462946337	0.0016985708274	0.01432561716	0.035398706408	0.06997952142	0.3885431808	0.3377142428	0.1085576598
t	0.002800614914	0.004069120488	0.0029790264	0.003307535242	0.00790216076	0.026841953268	0.2753099054	0.609592108	0.06719752548
t	0.00829789380132	0.0058613645224	0.000461349447	0.003146702315	0.02024167598	0.05618148576	0.195662214	0.626143332	0.08400400632
a	0.0141606853211	0.00961365789114	0.003760554928	0.0091401964058	0.0041096085	0.03599089406	0.1459619802	0.659005024	0.1182574214
</S>	0.00152259106	0.00560813684	0.003542280128	0.011670448448	0.041075298526	0.030817005588	0.12452659578	0.2071831304	0.57405452
