 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.978896316	0.0162829677	0.0026804852822	0.00151634363478	5.7383705906e-05	0.00014420319145	4.68456074164e-05	5.04400539057e-05	4.19075048319e-05	6.01041049444e-05	6.72097404256e-05	8.1019629408e-05	7.47812555027e-05
o	0.639960624	0.2183719472	0.005265191416	0.103594381352	0.00529241186826	0.00335635641587	0.0019139092236	0.00188092492903	0.0013030793157	0.00145405308304	0.00091994521285	0.000952081552405	0.0157350552209
c	0.15109918628	0.6605607226	0.01761840442	0.007143077112	0.005086118301	0.00316880195045	0.0544586807632	0.00761320131174	0.0486245696169	0.0139883820245	0.00697113036347	0.0165075726859	0.00716019578872
h	0.01318540216	0.823436016	0.0341036799	0.0999673680534	0.007039723518	0.0028845715568	0.0015473147321	0.00136638973827	0.00080782496012	0.000579889212232	0.000952661224953	0.00181837365098	0.0123108036365
r	0.2614257496	0.564749918	0.08751290282	0.03859272596	0.005118728582	0.010344084518	0.0033305453032	0.0017394353436	0.0011871310349	0.0017575825266	0.00724261626798	0.0165872872619	0.000411277606366
ò	0.1659528912	0.661115014	0.0820805886	0.01499973614	0.0040125013748	0.0067757572738	0.00887627051652	0.00181014891206	0.00330034358423	0.00104854978153	0.0163196150132	0.033517854953	0.000190717688843
n	0.111448304946	0.61497975	0.246938558	0.0102849982	0.004309924988	0.0068263344636	0.0020967665826	0.000968364377646	0.00075712969044	0.000602709451562	0.00044971253787	0.000263368450524	7.40784330566e-05
o	0.095553159	0.540323976	0.2213913392	0.0424119484	0.03927268228	0.00961780476	0.0074167403434	0.00826859861082	0.00260565662764	0.00383301674852	0.00464426894938	0.0116764595999	0.0129843432977
k	0.057623568063	0.1048559246	0.627278354	0.1307774754	0.03042149532	0.037943594032	0.003578838346	0.0019389293238	0.0013485377882	0.00260417093959	0.000723873916339	0.000232321327394	0.000672923241108
a	0.00954898714	0.1982431088	0.549646978	0.1690105548	0.0349493708	0.0208317133	0.0027234772	0.001075546812	0.000521965908	0.0003526992978	0.0029526369182	0.00835081414394	0.0017921601352
m	0.0681725831886	0.0291677678	0.508230626	0.286779914	0.0767404756	0.02036225818	0.003130416042	0.00151475343002	0.0012479226799	0.00228446284901	0.000184796326893	0.000126076463654	0.00205797999393
b	0.0055175002	0.0371855306	0.529421088	0.2562537508	0.1291384104	0.03108750768	0.00608267035	0.001242324728	0.000562855902	0.000253985863	0.0009291902244	0.0012189112124	0.0011063040414
è	0.0750617733	0.04372014776	0.380436364	0.2440143094	0.1963876388	0.0416916928	0.0110161621	0.00307339969	0.002169415678	0.0006186119112	0.00075962223854	0.00090240814194	0.0001484582924
n	0.0091278257786	0.0150939905	0.436888426	0.298144388	0.2038913206	0.028000481	0.005794654526	0.0017956100103	0.0004390676662	0.00029714309212	0.000125280298482	7.095097231e-05	0.00033084666792
n	0.012188584412	0.02979970562	0.249849358	0.333843282	0.23300636	0.1228882088	0.0095763215	0.002987162888	0.00143946446	0.000809896256	0.00070940338096	0.0010555519518	0.00184668470384
i	0.15123439492	0.02868136456	0.1474997633	0.17425105632	0.2606444812	0.1930134932	0.01918202748	0.008815569807	0.006849725306	0.006574495401	0.000546316708006	0.00052736785238	0.00217996574076
t	0.0137378262872	0.006363640544	0.07260366674	0.153948582	0.53168328	0.1829840402	0.02759808966	0.00666674058	0.001454451504	0.00176574316224	0.000541985257	0.00031713115418	0.0003347832112
i	0.0011142296426	0.0064877529828	0.06844317374	0.34873673568	0.408816881	0.1161806898	0.0303923198	0.0034536763	0.0021346626884	0.00051470090556	0.00205375978152	0.00854204290488	0.00312935258242
n	0.0074344106048	0.000888249868	0.0423673619968	0.0787042484	0.585784008	0.205876226	0.05062663672	0.017585188438	0.0034177534828	0.00172362782034	0.00083938927464	0.00037122855317	0.00438164183085
a	0.001304312066	0.00505357396392	0.027911273148	0.2222906028	0.4115076008	0.226495914	0.08649177772	0.00764645078	0.00433953944	0.0007293743008	0.000900693241	0.00220280722074	0.00312610613768
d	0.008339268908	0.000774497878	0.0294489093106	0.06386877146	0.355123322	0.418924636	0.0793845504	0.03036246864	0.004924319754	0.00227099922216	0.00079082057168	0.000468855614468	0.00531859318926
r	0.001694783268	0.00294317615	0.021214390728	0.1530394414	0.257711924	0.351357622	0.1690746186	0.02231718604	0.00844525048	0.00150989568	0.00227479697	0.0060908730688	0.0023260441284
e	0.0115317058213	0.0123598312939	0.0228639889936	0.02763510208	0.2609749492	0.250147974	0.296501494	0.0757491544	0.0213875244	0.00443999214	0.0019629424042	0.00202195906068	0.0124233850549
f	0.0015397188444	0.0004308990666	0.0015572196928	0.003763396906	0.1039111836	0.614187622	0.1886861872	0.0644058289	0.01257861722	0.006527411092	0.0015115578366	0.00047899676658	0.00042135329004
f	0.0006134145896	0.001168150834	0.0076749058828	0.11037142226	0.106239934	0.37308363	0.27570819	0.0621039018	0.02356162294	0.00389708762	0.004884008056	0.0158902337064	0.014803500244
ì	0.0361803685655	0.0269992791312	0.024408935166	0.023769557328	0.08393998	0.2356446556	0.391762884	0.139205042	0.0219113522	0.00470505648	0.0027495866	0.004162610892	0.0045606954748
m	0.001042458972	0.001982561544	0.00157872072	0.00356146062	0.0348267796	0.59387209	0.226104186	0.1020194762	0.02498096952	0.006656170428	0.0025352063938	0.0003360873809	0.00050383935426
m	0.0021785152017	0.00298838448	0.0084982421	0.022433969812	0.1134068196	0.347192364	0.324638282	0.1005573798	0.0399858218	0.01103534236	0.002698233828	0.009781627892	0.0146049989
u	0.0595033706197	0.0145607221926	0.0118398354552	0.003980483134	0.04665138204	0.2926844832	0.450864948	0.0521109858	0.0409600676	0.00482900162	0.0025706021934	0.0023520806896	0.017092018913
è	0.006791685226	0.003110698222	0.001270120587	0.00294342186	0.01001391216	0.1776308438	0.346066416	0.330034574	0.0968876066	0.0139437765	0.006197219872	0.001952746696	0.003156976898
n	0.007912710802	0.008081301698	0.004777239111	0.0092580744932	0.00709210588	0.1776704144	0.2346104238	0.3401178966	0.126812434	0.036026009	0.034119511368	0.0090617105332	0.004460170974
a	0.00286238712367	0.00264865282746	0.0119808760555	0.013549598346	0.0103825418	0.1731541064	0.31672979	0.2818657134	0.098532252	0.04258381384	0.01428843429	0.018742955592	0.012678838794
è	0.0126930384082	0.00407548764	0.0079672702134	0.0019645646646	0.012441449204	0.04834042312	0.0697830136	0.398405504	0.2618740684	0.1129593686	0.0467819933	0.01376686236	0.008946965482
n	0.003078813157	0.02243040095	0.0019428494896	0.017346797158	0.002242836458	0.09249342072	0.0429331894	0.253355166	0.2863619414	0.0982457918	0.152549691	0.0168083124166	0.010210798124
a	0.00954671321016	0.00362347318572	0.0070578115676	0.0061863815202	0.004730305714	0.06002083926	0.1645635144	0.238439802	0.268091386	0.1406898078	0.04274314842	0.04112307036	0.013183767072
s	0.013512125888	0.00438185134	0.010249129942	0.0032792771488	0.008687933198	0.06266998676	0.0218670929	0.1466043466	0.2520235508	0.2884977392	0.1366986744	0.02882465346	0.02270364394
t	0.00328835973392	0.00506947187782	0.00361251994223	0.00148643766463	0.0044073555633	0.0268559438166	0.1004635534	0.1799820724	0.318011596	0.1753253372	0.1059998394	0.04342258496	0.032074905914
u	0.00399047439612	0.0044273657695	0.0106728040733	0.00049094097222	0.0021985899728	0.012747571722	0.056274118	0.1261584422	0.416273704	0.147620878	0.1066042618	0.03449070778	0.07805012852
d	0.0009064551144	0.0014077503634	0.00306836862934	0.0017038726514	0.0059890332028	0.036266832694	0.02641472506	0.0974607514	0.259789766	0.264413251	0.2358645532	0.03015558254	0.03655909828
i	0.0032098301722	0.0040681092708	0.00336133533228	0.0008499034456	0.0029881506792	0.003083568996	0.0304866825	0.1279893114	0.281878584	0.1751058774	0.1918727126	0.08633501112	0.088770888
è	0.002435496746	0.0008815521544	0.00838454503588	0.002048906384	0.003920377103	0.006741684419	0.0087586945	0.0575096683	0.1172709424	0.402585448	0.230258208	0.1285462056	0.0306582646
t	0.003230716244	0.00849064084	0.001070448152	0.005299735802	0.001317098706	0.013603490306	0.00495797152	0.05433658806	0.1493560942	0.284322206	0.2922946824	0.1489862146	0.0327341036
s	0.00051974096606	0.0011735798234	0.00121968006794	0.00026808816932	0.0008197005378	0.0009860837	0.00704835382	0.0651877732	0.24375951	0.286594998	0.192752504	0.1639901518	0.035679828474
i	0.0144302744803	0.0279529464273	0.0234644862613	0.0253696807491	0.0210458254349	0.0085357227692	0.032089902848	0.0795706767	0.182780104	0.1394894486	0.192817394	0.098935852	0.15351765908
m	0.001513348536	0.00194721583	0.001724369226	0.002119129066	0.004148987548	0.0125949250508	0.011795557604	0.025343839808	0.115308556	0.1579182594	0.24685621	0.1455421924	0.2731873646
e	0.00330937583576	0.00510188025994	0.00651155855186	0.00061862809036	0.0034868364862	0.0025092206116	0.006375378922	0.05142224114	0.160004824	0.1922625392	0.2072018996	0.2130890272	0.1481065714
d	0.001085103809	0.0025742836718	0.00564269255674	0.0031126691082	0.00438372884834	0.00442453252232	0.0053353323971	0.0126397761016	0.0152549801	0.1064659018	0.252487661	0.32308961	0.26350370708
i	0.007285748572	0.0043201877856	0.0087031669096	0.00179484614006	0.0052170756978	0.0009864117938	0.0080003960448	0.021524448448	0.0560130582	0.1017827292	0.226762126	0.354932104	0.202677714
c	0.0010290653584	0.00255494033582	0.0030422511034	0.0042374927966	0.00304565184868	0.0035402003	0.00355962623872	0.007216627272	0.00998005248	0.0777428428	0.1805113712	0.508557376	0.19498249926
ì	0.007611778838	0.00612768644614	0.0146638262773	0.00303748453002	0.00762572019746	0.00088693861792	0.006179626877	0.017929227014	0.0361047609	0.0927273722	0.216304479	0.378103198	0.212697901
