 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.991140696	0.003670739288	0.003960384687	0.00043856914028	0.000176705764	6.4803672104e-05	2.6235331508e-05	2.20102055732e-05	3.21512365074e-05	2.05870440704e-05	2.47496365661e-05	2.65098661377e-05	1.08875272328e-05	1.20860034716e-05	6.94527745021e-05	0.000113753553217	0.000189612720398
ì	0.91646906	0.06895327048	0.004139469316	0.00199999906454	0.00134975042254	0.000446011051352	0.00176884840658	0.000284422968694	0.00125448754311	0.00056584795428	0.00036380320292	0.000405349000387	0.000285317279978	8.50223448289e-05	2.08746576769e-05	0.000155425250617	0.00145304856665
m	0.86620559	0.11189212208	0.013319832726	0.00307323902966	0.00296732665428	0.000491998636566	0.000589904835172	0.000251665106594	0.000104479220099	0.000428995139304	0.00032916760152	0.000193949657358	1.03885307868e-05	1.56757386014e-05	4.11081977004e-06	8.87807722677e-06	0.00011270260402
b	0.797863536	0.097681421	0.08049090394	0.0030036922968	0.0036229218832	0.0023779567045	0.00809957802466	0.00069422106088	0.00166793719552	0.000283547030376	0.000154570729674	0.000124821571069	0.000127942194996	5.39767399733e-05	6.94463237015e-05	0.00028434822006	0.00339923756315
e	0.4247671828	0.3822840092	0.0525784848	0.066552491734	0.0245189427938	0.014779875133	0.0101935091456	0.00634155630875	0.00145538308974	0.00174774087019	0.00413996450062	0.000658612888384	0.00100837820648	0.00124834568177	0.00492845076811	0.00174355859403	0.00105348688186
r	0.20049931728	0.623431264	0.158865474	0.01013741812	0.002579382718	0.0016610718682	0.0007057523136	0.00029342162612	0.00023006134334	8.6097540634e-05	0.000272610612939	4.38396265804e-05	0.000167848436334	4.91924985987e-05	0.000266418859247	0.000318852587673	0.000392032453604
i	0.3843250532	0.3779437092	0.189005458	0.027159191972	0.005798695872	0.0036339978272	0.0014203789468	0.00062727370423	0.00209613759413	0.00109837223398	0.000261055228468	0.00165831131455	0.00013359077777	0.000258628457349	0.000298737001866	0.000328077157539	0.00395332533415
d	0.02949658762	0.750552648	0.1964285362	0.02044168994	0.0018674490984	0.00061096819176	0.000138777558114	5.31909579868e-05	1.6537764816e-05	1.22779792248e-05	3.85630169554e-05	6.2304989792e-06	1.87760822003e-05	6.66720303326e-06	1.70700513433e-05	6.48083537376e-05	0.000229175810444
e	0.0926363804	0.4102618476	0.4083814986	0.045895712	0.01228801666	0.007393113314	0.002425913096	0.0007918050986	0.0021940517817	0.00124830111348	0.0004073979874	0.00114996650782	0.00020369767982	0.00018356957044	0.000263009084057	0.00016349808606	0.014112224743
c	0.016448224716	0.777219242	0.1625529212	0.039365181	0.003254931572	0.0007143474436	0.0001742775948	2.488974219e-05	1.1487512276e-05	1.3661158518e-05	9.3708291488e-06	4.3394817616e-06	9.41651298843e-06	5.16200836894e-06	3.65277210066e-06	3.93449762977e-05	0.000149572753784
i	0.04661192517	0.2117173286	0.5291809376	0.081880162	0.01876987632	0.008508501998	0.004015064354	0.0016056647866	0.0028143597396	0.0025286347802	0.00128435591726	0.00165513550368	0.00038008495208	0.0003691422109	0.000498179975388	0.000626873552178	0.0875537372282
d	0.057050856266	0.5749805	0.2476577766	0.1048673282	0.01236574762	0.001704573228	0.0006852197322	8.0713428622e-05	3.5282563684e-05	4.76255573512e-05	2.70295039216e-05	1.0586064113e-05	4.04307471226e-05	2.64532786895e-05	9.65520112806e-06	0.00012122157905	0.000288981058413
è	0.012349823754	0.1479753002	0.678036646	0.1184017832	0.0238332802	0.009332970386	0.00352358882	0.0007829337024	0.0024888281494	0.0013069849482	0.0003380635588	0.000639547946	0.0002309817819	7.186809552e-05	0.00011695102976	3.4427900379e-05	0.0005360479604
s	0.006999050742	0.1868583094	0.452182266	0.2895245652	0.0544186286	0.006886665816	0.00212626377672	0.00035115859412	0.00019382562372	0.000137933480476	3.7490660988e-05	3.68882603466e-05	5.10155674287e-05	0.000101241454142	9.6600364984e-06	2.28541972636e-05	6.22109907316e-05
s	0.002919301242	0.11169023254	0.696959592	0.120419664	0.0394299638	0.01391003308	0.009058056256	0.0006541974312	0.0012832389228	0.0007204542775	0.00026653006274	0.00013219169436	0.00014063929346	5.022646696e-05	6.17538267186e-05	0.000114027806677	0.002189902396
a	0.0126751952968	0.0362147865	0.507152958	0.2981062549	0.05529923776	0.0619888696123	0.012029851462	0.004806988891	0.00288463664206	0.00213683364096	0.0019724670985	0.000689946071544	0.000949149147952	0.00093327585498	0.000613334361237	0.000437023773775	0.00110923144078
m	0.007614211134	0.015857785796	0.0982514898	0.5672952604	0.177793552	0.11693449046	0.009898041756	0.003069837662	0.00115218738	0.00049292475	0.00051863505652	0.000303954239	9.8268783138e-05	8.317196052e-05	0.000379408430586	0.000110906615002	0.00014584025138
o	0.0031795456522	0.028254482096	0.1595775612	0.435415222	0.257388906	0.0569844026	0.02914318387	0.0056536053268	0.0092414813394	0.0051787336584	0.0019306373247	0.00109665268264	0.00170021492046	0.000463163226338	0.000789001328111	0.000254762095186	0.0037484352032
n	0.010872840585	0.010926573496	0.02732232785	0.3466650062	0.480876706	0.0958273112	0.01533194726	0.002479916806	0.00403322579894	0.00102670631544	0.000255829488818	0.00117721136441	0.000311112717268	0.000258165224477	0.000411455801223	0.00023169519827	0.00199197533275
a	0.002915404105	0.0161108784982	0.0338576514	0.326055466	0.447343794	0.0950997802	0.03912284006	0.0067807278	0.01283612671	0.00613682596	0.001905417906	0.00395958642	0.001015654601	0.0006446978472	0.00100172197491	0.000383310886918	0.00483013589993
p	0.01171532306	0.0216577764252	0.054649649856	0.12239763472	0.600611086	0.1257845296	0.0438861211	0.011059201056	0.0032053447362	0.00180214381848	0.000697492825968	0.000439071780196	0.00031927609337	0.000357065554012	7.3195434581e-05	0.000115063867825	0.00123001681158
à	0.00158235213466	0.0039714593202	0.00751652358	0.11609334	0.645384248	0.151462105	0.0407410936	0.00848898914	0.010124250124	0.005663171388	0.0030416097652	0.0031023275192	0.0011920533738	0.0003412489679	0.0003975011712	0.00013682045144	0.00076090328706
m	0.008786432698	0.010740249704	0.021617938288	0.0653993392	0.5022408332	0.263048722	0.09677036342	0.01434011351	0.00505032361	0.0056556188408	0.00222989412397	0.00119988359007	0.000560985585146	0.00085687206985	0.000198061420566	0.000193662426584	0.00111071146637
e	0.00301314384402	0.0172940473644	0.0168853166	0.0470015946	0.363815694	0.246900141	0.2099080258	0.0193709716	0.0362736925	0.009401908379	0.0053361930864	0.0044387862742	0.0058966758442	0.0014524615098	0.00195350715468	0.00352946367498	0.00752840284514
s	0.0030755916348	0.00200756558	0.0031666229546	0.01073774825	0.1855556018	0.620375838	0.0985499854	0.053283776	0.01221501296	0.00546724566	0.001702697409	0.0021731952812	0.00048115091936	0.00043740891864	0.000289739724492	5.687784848e-05	0.000423960907268
t	0.00103893344194	0.00509939111308	0.00399493204868	0.0407730116	0.385453726	0.32427364	0.160412403	0.0314853082	0.02172596302	0.00813499323	0.0053627416986	0.0031910599164	0.0022028319617	0.0006972628492	0.000755073670547	0.000501472311347	0.0048972361362
i	0.00119894114564	0.0010137031224	0.00274657111016	0.0081644697	0.1399174484	0.447820966	0.28830172902	0.0709389958	0.014094958428	0.008398167684	0.0060774470176	0.00279392635694	0.00276997794141	0.00132618438608	0.00235124414188	0.000851215008329	0.00123404361164
t	0.0013910512652	0.00104499568252	0.00212558014784	0.001892100912	0.0541701641	0.524763162	0.182885276	0.1787802286	0.0267234452	0.0139494689	0.004321605966	0.004251580137	0.00101955431461	0.0010215283261	0.000557647388384	9.74676993e-05	0.00100515651127
à	0.00114833272988	0.00367670404547	0.00273798586448	0.014005502	0.21382559	0.267523384	0.271054734	0.089172042	0.06256101926	0.02591731414	0.01468310751	0.0115310324734	0.00657848902886	0.00284973821032	0.00321194152993	0.00109195555695	0.00843113182932
l	0.0025219858988	0.0025570011104	0.005083075527	0.000803859762	0.0248729468	0.30737677	0.264230642	0.260170038	0.0680879224	0.03402313088	0.010897291554	0.0110445978526	0.00313504801708	0.0031837755807	0.00110185703387	0.000139223741884	0.000770823917331
a	0.00106773967086	0.00472548539868	0.0039275075274	0.00385965572	0.0502193888	0.2648992928	0.36792131	0.1217704994	0.0973034958	0.03388121184	0.018634566758	0.0130002759714	0.0087927484893	0.0019983246364	0.000732993425513	0.00154224329061	0.00572322613095
s	0.002340324024	0.0026520597336	0.0025590981934	0.001235908338	0.00504687484	0.0894210782	0.2009092206	0.452635566	0.1145776288	0.0722644414	0.01777582424	0.02206724678	0.005220128494	0.007342052126	0.0018200819386	0.0002489766575	0.00188347659284
s	0.00085796775124	0.0024674771689	0.00203492884779	0.003216226148	0.05207241992	0.116301526	0.28314871	0.261637112	0.140894766	0.0568446544	0.03691929414	0.01828210341	0.011188289792	0.003566432518	0.00381201553678	0.00121575532335	0.00554032834822
a	0.00269845297855	0.00266839669457	0.00960176735514	0.0014949702382	0.00490629744	0.1742798802	0.247327426	0.285570492	0.1146417218	0.06086292438	0.03191817266	0.021248523995	0.0139954939946	0.00658223830694	0.00741090615348	0.0031474670282	0.0116448403946
s	0.0018093723708	0.0011690178466	0.00206675169748	0.000408030668	0.00163432874	0.052069663	0.1959252218	0.40880988	0.1567151052	0.0934408586	0.0273180772	0.03322559564	0.0088199334904	0.0102903246008	0.00317848209272	0.00041024370516	0.0027091109593
t	0.0007746215314	0.00267321396692	0.00213606741951	0.0037357585454	0.03444584942	0.0517008752	0.2008390492	0.243182116	0.235039504	0.093609246	0.0495676183	0.03277986502	0.018537236342	0.008382995364	0.0078214524464	0.00324764606124	0.0115268388716
i	0.00255901090789	0.00179572112767	0.00861770602392	0.0013527193474	0.003310634626	0.075387293	0.157647455	0.319611774	0.1947895642	0.089957944	0.04473468234	0.03780044184	0.01891442632	0.0109278430766	0.0108336310892	0.0061159432764	0.0156432280251
s	0.00184212246058	0.0015161374438	0.00259271877572	0.0004518587084	0.001102784932	0.0265912356	0.14470472248	0.3120775448	0.2351303432	0.14295613	0.0449317883	0.04555882744	0.0146779108272	0.016311482106	0.00418384386736	0.00074644232282	0.00462410152239
p	0.0007652326102	0.00238351112642	0.00171942870488	0.0032333565206	0.020181458192	0.0231574884	0.127464704	0.20606283	0.311943518	0.1303327194	0.0601639788	0.04431421838	0.02364244132	0.0129405658	0.0118567881364	0.00544554277416	0.0143922395954
i	0.00769555428625	0.00364357511578	0.00881638236092	0.00360602559178	0.009187468864	0.05111300292	0.1475662535	0.245810868	0.2193075392	0.0858273044	0.07033413608	0.05147740908	0.02967125074	0.01730665408	0.018173913224	0.0108879664662	0.0195746963688
à	0.00147333898452	0.0016482981188	0.00195638275098	0.00070358245608	0.001617366404	0.01291543206	0.0879774898	0.1519976242	0.299784904	0.208379464	0.0742601296	0.0539352462	0.043273646756	0.04228827231	0.0064574546322	0.00262290225518	0.00870845318011
g	0.00107553949	0.001000472004	0.001257369456	0.0003517509446	0.000885088052	0.00966688378	0.0387263733	0.1998147156	0.26470239	0.204622608	0.101693568	0.0570957266	0.05590514101	0.036070909206	0.0069037821334	0.0130991826386	0.0071285004766
g	0.000765845654505	0.0018890358482	0.0014996790124	0.0025331180844	0.0083373017552	0.01644888296	0.1108718768	0.1889840666	0.3041698792	0.1562069102	0.0900813268	0.0472639912	0.04086510428	0.00835588602	0.004927669688	0.00745541113808	0.00934400863102
i	0.00307218974986	0.0108485349492	0.0099623653774	0.0126785980436	0.0335673999756	0.00990667922	0.114105598586	0.1341808304	0.2324602434	0.132359728	0.1023775552	0.0561282442	0.0633631872	0.021358777606	0.0346917802896	0.0086879097724	0.0202504101624
a	0.000578065866	0.000558621654	0.0005404509844	0.00035400568	0.000781527672	0.002309680408	0.011191030828	0.0523609814	0.212535792	0.275699994	0.179731313	0.1290977546	0.05861724964	0.04686900612	0.016445158672	0.0019797102	0.0103496640734
e	0.0017144838884	0.001775455882	0.0037174268034	0.0010513238104	0.0006123225412	0.0016631061188	0.007720505332	0.02327279618	0.1883677246	0.238894622	0.177103928	0.148153588	0.0914586784	0.0777695742	0.014026282956	0.0119632476	0.0107349541544
p	0.0049904142238	0.0025077207336	0.0040547835011	0.00057483270908	0.0002979823944	0.0010781151124	0.008271422126	0.01834863562	0.1926416184	0.199284796	0.1820899748	0.171003896	0.095534528	0.0868827778	0.01089851325	0.00952708615046	0.0120128849052
ì	0.00228663904446	0.00255888174718	0.00239488725366	0.00159500359538	0.00172783211614	0.002495388696	0.0119487158	0.02265494768	0.1818282264	0.1471795398	0.268880074	0.147307096	0.1051774342	0.0336686472	0.0308574012	0.009781734071	0.0276575561
r	0.0002754310423	0.00062185657652	0.00039479213834	0.0002415740411	0.0002495183338	0.0002611330312	0.001536150444	0.0082126883	0.1058312774	0.1826094636	0.230040923	0.17535412	0.1213182358	0.0867038104	0.05338792418	0.02387217808	0.0090889312792
t	0.00172856207666	0.00888985294316	0.004405000011	0.0015160764062	0.0006541023154	0.0005325495	0.006648472556	0.0257862516	0.1677971276	0.17851297	0.238745138	0.1321293944	0.1131662812	0.034903654	0.02690523354	0.03696868283	0.020710670838
a	0.00427872740282	0.00764460530575	0.0209484116898	0.0026453395756	0.0019623465948	0.001343595918	0.009208259334	0.0272546907	0.077329764	0.228013302	0.228432828	0.1185432092	0.0916885888	0.045138215	0.04001092208	0.01850713403	0.077050054712
t	0.00117149749	0.00086964986	0.0009462320804	0.000314146704	0.000347757118	0.001172620667	0.002434700704	0.006485419	0.0505189462	0.1040371672	0.246879371	0.26497331	0.130626406	0.111880936	0.0397573688	0.00649768212	0.03108679834
o	0.000854184569606	0.00361618345933	0.00233308122332	0.00172438897495	0.0014222768972	0.000625216292	0.0075833446	0.018022652126	0.1431015984	0.115716772	0.2284455072	0.180472622	0.1414507428	0.0579256382	0.03284321906	0.032643766972	0.03121880278
ò	0.00109604852456	0.0015738807724	0.0017048274748	0.00193722007994	0.0009551008018	0.001235522203	0.0035222961468	0.00665697826	0.0307744434	0.098031979	0.2149765768	0.281389494	0.0856664874	0.1610789252	0.0498005588	0.0199213671	0.03967828232
l	0.000339387166	0.000579140366	0.000659991072	0.00027524479444	0.00018022668822	0.0002943886124	0.000598842048	0.001405995578	0.030930474	0.0529328462	0.1643339776	0.323116337	0.1461688004	0.1082936776	0.0623159514	0.086547528444	0.021027207274
i	0.00021828560334	0.0007507526075	0.00048145753152	0.00021518606232	0.0001514669576	0.000118173069	0.001101420599	0.00256973571	0.05893159008	0.0766530834	0.207635819	0.212831446	0.226738196	0.0989939864	0.0463380324	0.0325876056	0.03368373892
s	0.001518207966	0.002013054992	0.001831866248	0.000978660344	0.000819072698	0.001080514978	0.002630877068	0.00335726125	0.02962887522	0.062039034	0.116475708	0.2140663088	0.1882613994	0.1731018108	0.1033581572	0.02952540528	0.0693137892
o	0.00250751917655	0.00497303703363	0.00399061280872	0.00165252376107	0.00111631973645	0.00035728905926	0.0019462258036	0.003516590724	0.0442935294	0.0559717266	0.240955518	0.225401857	0.1999884134	0.093959146	0.0539493788	0.04067866896	0.0247416482
l	0.0011837391408	0.001638499746	0.001635621584	0.0012371740532	0.000876541889	0.000781391722	0.00166634122	0.002188133288	0.01074551384	0.0315516814	0.09825245	0.244628818	0.1194621778	0.260170824	0.0905734712	0.0393843848	0.09402322228
a	0.0015788617038	0.00435805817224	0.00428267137312	0.00565946977692	0.0033159254699	0.00069342582644	0.0020956449136	0.0033617742732	0.027590748624	0.0313555606	0.193078404	0.210437746	0.1805846474	0.152678468	0.0827760072	0.0479712754	0.0481812904
m	0.0012459634426	0.0022474257114	0.0021102792982	0.0014422932984	0.000863273137	0.000783700294	0.001611893502	0.001893116532	0.007917428384	0.0240690124	0.0928909648	0.223470371	0.1311730312	0.231236202	0.1126359684	0.0956717114	0.06873735406
è	0.00180678095472	0.00454774747098	0.00389607647174	0.00535998125466	0.002797475887	0.0005165365448	0.0021075502824	0.003084088803	0.034071855228	0.027020667	0.1801478092	0.1713408766	0.179686396	0.1147236334	0.086260918	0.13312467684	0.0495069232
n	0.0008206223644	0.001471062016	0.001416169852	0.001538113712	0.002242731324	0.000425146777	0.000917894956	0.003045068398	0.00337468876	0.0098689532	0.0587019396	0.1716958336	0.2073287508	0.167495291	0.1838526864	0.0947718484	0.09103315947
t	0.00148891392113	0.00796754864944	0.0043192050162	0.0010673930582	0.0005163279092	0.0001072632426	0.0013234479886	0.001561104906	0.012323826944	0.0184936526	0.1201821364	0.1692405774	0.19804727	0.1017441168	0.1039760857	0.154312772	0.1033283634
e	0.00403455933739	0.0177497947437	0.0296808546219	0.00337184890622	0.00331805705978	0.00139002806624	0.0044323720902	0.0050534084784	0.0070359682	0.03215847448	0.114190468	0.147446014	0.174933958	0.169129494	0.0904885402	0.0659427414	0.1296434118
o	0.001686509338	0.001834646936	0.002188524292	0.000975874204	0.0011401891092	0.001258690118	0.001804263754	0.003662107206	0.007675488	0.01495669678	0.0619496238	0.1778412132	0.14059914	0.1598709572	0.1132859084	0.06311607076	0.24615406928
a	0.003900159533	0.0044194034834	0.0066409222322	0.0072348036137	0.00450170403988	0.0048700046562	0.004415220188	0.001943618045	0.012408723164	0.01338670696	0.0340587976	0.2382254402	0.0690037064	0.21427572	0.0495369132	0.13449043636	0.19668772228
d	0.003780818501	0.005721775052	0.0075597637854	0.002819406797	0.001250514381	0.0019318775188	0.001654283095	0.00127360764	0.0057398882	0.01153498106	0.0501764714	0.233708277	0.0921218062	0.330114898	0.0520528526	0.1039784446	0.0945803438
r	0.0082457800221	0.00473831111244	0.00802884328078	0.00555731804614	0.0032219040046	0.00120336298812	0.0021808521136	0.0034675510228	0.007210339102	0.01373286668	0.1141910348	0.194744366	0.1438330876	0.162586723	0.1123932406	0.1044115588	0.110252869988
e	0.00576940030636	0.0141113871709	0.0239721590403	0.00409844082218	0.00161535438486	0.00075199456236	0.001056792313	0.003122181558	0.012313772752	0.01379218112	0.0470131388	0.1290772121	0.223718244	0.1107745848	0.1010888468	0.1025377968	0.20518652154
f	0.00131933937972	0.0029517984109	0.00211072872324	0.00202187763388	0.00197182855666	0.0014492161456	0.002819610232	0.0060594933228	0.004487737008	0.01592894572	0.053178049	0.1101605982	0.0761781188	0.225956556	0.1100269944	0.16901039	0.21436872538
f	0.00117957382379	0.00651050527713	0.00478514523582	0.00323594403916	0.00175521333142	0.00047196943564	0.0024850579988	0.0043492317576	0.011353324716	0.01078280608	0.1078826312	0.142985422	0.1060448116	0.1596318438	0.12208371966	0.1946631484	0.1197996228
ò	0.00716909206812	0.013820361995	0.0433302100526	0.0064923293892	0.0075560056431	0.0130026147257	0.007893083916	0.02581267047	0.016671954432	0.022348590334	0.06839029472	0.1306961278	0.0627979892	0.0903607336	0.0886899418	0.16445101056	0.2305170182
m	0.001206483758	0.002829986292	0.001950049286	0.0031848234508	0.0066341362228	0.001213180884	0.0010051075052	0.00657429513	0.002252054232	0.006561451232	0.0336174102	0.0887915618	0.0911156766	0.1157811418	0.221976405	0.1196637834	0.2956424116
