 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
o	0.98185697	0.014080587054	0.0005944245692	0.00152009692402	9.9457085162e-05	0.00060867874162	0.000752430862587	6.09039271032e-05	0.000348833397811	7.75935459532e-05
a	0.650913628	0.2593356079	0.0180735559334	0.013900540416	0.00697507553806	0.00819164135512	0.00492359828154	0.00238452671091	0.0296218995488	0.00567996103747
p	0.39378495334	0.5820853112	0.016433058074	0.00307503893	0.0007302253015	0.00090969643784	0.000306727241708	0.000111332298694	0.000547260870641	0.00201637858317
e	0.15719506614	0.80167771	0.031556826746	0.0048322001	0.001186385086	0.0010469824532	0.0007921702188	8.2412656132e-05	0.000337385966749	0.00129285518175
s	0.1626313293	0.774117754	0.056587063	0.00377061168	0.00065662541354	0.00046650354554	7.2168516128e-05	0.00125883309284	7.2801721745e-05	0.000366295348194
a	0.02315627658	0.901829812	0.05344016338	0.0124678182	0.0012946390728	0.0018737451194	0.0024842139689	7.522712254e-05	0.000680311320606	0.00269781312989
m	0.09020498168	0.704440486	0.189277125	0.0147099638	0.0006817147854	0.0004076118788	4.9670507932e-05	9.132146656e-05	1.24372289346e-05	0.000124717764126
m	0.00377570574	0.667117492	0.2528620534	0.053704879	0.0056796729	0.00645491441	0.003870279535	0.0003170518302	0.00078723017386	0.0054307423556
è	0.02804579484	0.521567901	0.280496282	0.1412553502	0.008916141878	0.0151875305708	0.0020493728285	0.00117242588494	0.001134535029	0.000174683331932
n	0.0125384118616	0.300340468	0.600393168	0.07273242826	0.0102219469	0.001882001213	0.000510095394	0.00083955671656	0.000149264767252	0.00039268181578
o	0.01225565766	0.56936862	0.295357578	0.1045503916	0.00891440656	0.002888841766	0.0008813791694	0.00146284344786	0.00115959159019	0.0031606537537
o	0.0388783373008	0.0417167642	0.57299011	0.24234655	0.0684883054	0.016357734488	0.01014484696	0.0073089814096	0.0007011595322	0.0010672257482
k	0.007214555574	0.01661327268	0.2177688806	0.598721588	0.0774909862	0.0490661899	0.010533013676	0.0209030359186	0.0005983198328	0.00109019661736
l	0.002332800068	0.00863235018	0.1934015528	0.598143444	0.1500809574	0.0338559654	0.00645590952	0.0014621100372	0.000951283495	0.004683606321
è	0.0456271317817	0.03571795961	0.167514992	0.513860082	0.1704941078	0.0338925539	0.01061919472	0.003397333832	0.0019665855	0.0169100828836
o	0.0058988132404	0.004320212742	0.2484820628	0.346598426	0.350949404	0.0320147232	0.00806987639	0.003172194082	0.0001769083075	0.00031738029086
n	0.00545154574	0.004667992562	0.0155882447	0.26863157	0.390768957	0.1566430668	0.1070749863	0.0472311457	0.0015248329452	0.0024176655712
e	0.0011946752046	0.0034102883444	0.01752754074	0.418005094	0.2880335374	0.2237315968	0.02536868808	0.00574096048	0.003328870072	0.0136587740452
o	0.00289736395	0.003949877118	0.010667185852	0.11525425	0.397434256	0.352318638	0.0825684768	0.0271873724	0.0020294568426	0.00569314144194
k	0.002583394296	0.0028630854206	0.002734184639	0.03205447828	0.1802320166	0.499567232	0.1239630334	0.131724730134	0.00649266515696	0.0177851818697
l	0.0011858679998	0.002251400574	0.00332920364	0.0766662832	0.237211396	0.515777982	0.1184941474	0.02535981462	0.00502851474	0.014695383164
è	0.0158970655781	0.0179218908525	0.011751571864	0.0776901106	0.269925746	0.382669664	0.0978273358	0.02454206972	0.02065693558	0.081117655078
o	0.002860198456	0.001278715262	0.004721108866	0.0104287834	0.357509	0.320037835	0.20820767	0.0877358377	0.004721039376	0.0024997889976
n	0.005589517076	0.0019221187003	0.0022930529994	0.005124081934	0.049219099	0.221679472	0.518495613	0.181175001	0.00931085324	0.00519121088
e	0.00182348366086	0.002071209478	0.002171949744	0.0125923796	0.03675799732	0.404569842	0.327516953	0.15621599532	0.0223426478	0.03393749748
ò	0.000749060623	0.0022598675048	0.006710194159	0.012731518586	0.02417116944	0.2022910676	0.428470426	0.2925580508	0.021019292	0.00903935796
l	0.0015069695656	0.00063084766194	0.0006166778737	0.001020803286	0.012124938846	0.0904803432	0.53231692	0.3110721018	0.0315131592	0.01871725566
i	0.00046088601578	0.00073952931982	0.0005055480968	0.0029782360168	0.01236044886	0.1791251298	0.368109542	0.3295335754	0.07728446894	0.028902661366
i	0.017322691738	0.00457771926	0.010019674508	0.0054608309248	0.01963279962	0.04268168688	0.2851587	0.361556454	0.1929632516	0.0606261748
f	0.00312240514	0.002639416488	0.002478292686	0.005513061132	0.0029876077	0.01627337934	0.2075293654	0.46309622	0.228795411	0.0675648694
a	0.0040869025056	0.005572719411	0.0016445582616	0.0038401227368	0.0037737014892	0.05577161187	0.23924198332	0.2687187426	0.322535992	0.09481367468
m	0.001005970338	0.0027422424792	0.002553216415	0.0173124307548	0.002657926768	0.06181624826	0.19613640194	0.2607287728	0.388084894	0.0669619142
i	0.0036064268298	0.0017744624124	0.0026402717354	0.000899943728	0.00459269172	0.020808462908	0.147869988208	0.295767383	0.396884518	0.125155846
l	0.001654501266	0.0016315356056	0.005313281497	0.0054099630313	0.0076613255824	0.009152698388	0.078753526892	0.1235994606	0.622518916	0.14430476508
i	0.0041061950072	0.0027854750176	0.00191624221632	0.00057253192	0.0021185515092	0.005601688906	0.05324092332	0.1137320996	0.65225929	0.163667023
à	0.002005617014	0.0013866799734	0.0016297560016	0.0019701896088	0.0022504722622	0.00327451579	0.040366615368	0.0857957346	0.61335611	0.24796430706
r	0.001724097098	0.001351614118	0.00150416525	0.00208462597	0.00134817969	0.003407274912	0.028534220968	0.058364707	0.685426322	0.2162547948
i	0.00249443588506	0.00239127161388	0.0011634603426	0.00084162447252	0.003051054322	0.0110646450724	0.08626921895	0.1064624308	0.696100176	0.09016167526
</S>	0.005082480926	0.004519807656	0.0073953288	0.009716415384	0.00579121722	0.009029145702	0.04292314168	0.05586982214	0.368772128	0.49090049
