 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.976973702	0.017168008	0.002767510709	0.00189419310026	0.00026141704155	0.000134709402443	0.00016366570539	0.000531799057338	0.000104972849491
o	0.77273979	0.20840039938	0.005596502316	0.002099515154	0.00065400878466	0.00246372868972	0.00118823138413	0.000453617259183	0.00640422004896
f	0.38153445	0.527835852	0.03462276382	0.00659209418	0.0052242944422	0.0039477535719	0.0282533257518	0.00844010989496	0.00354936283521
à	0.30343847484	0.634169352	0.0468822472	0.0090959446	0.000699687654	0.0003400080767	0.000671852669	0.0014364574702	0.00326596821948
i	0.1159230716	0.6859305488	0.1903413066	0.006940710568	0.0002745423772	8.036161254e-05	0.000179221951735	0.000257315386537	7.2925885824e-05
e	0.00680102958	0.7444288168	0.2191316754	0.026865568948	0.000845222879	0.0004902295382	0.000659394366188	0.000150529387198	0.00062752493072
e	0.00932502494	0.4496520013	0.416101872	0.06869486556	0.003255880244	0.0026885725792	0.00553493705042	0.0025180252701	0.0422288163745
t	0.013753439932	0.14798590024	0.5210969	0.1914793052	0.0089254403	0.003834608032	0.0119279133161	0.00251974054302	0.0984767514883
è	0.00278158232	0.071470613766	0.4675042488	0.3995041888	0.0219179511	0.002495365768	0.0055288673	0.0129442407289	0.0158529222685
l	0.0026970315644	0.026814918922	0.627964396	0.3089489508	0.02028889124	0.006613331042	0.003984070577	0.00121995044754	0.00146846453678
i	0.0021817852	0.05551790498	0.4250072448	0.455084368	0.0472407849	0.004006309896	0.003378530624	0.0052406162152	0.0023424497352
f	0.019235392574	0.01738824872	0.316428522	0.354138842	0.223501888	0.048395375	0.0142940717	0.00489913815088	0.001718525818
a	0.0015091363628	0.010475679916	0.1280829936	0.618575558	0.1697963206	0.00838630396	0.00730419926	0.052823012374	0.0030467702746
m	0.0052520654154	0.00438845728	0.044581159	0.424915582	0.437842526	0.063793119	0.01172957636	0.0044831259256	0.00301437942428
è	0.002516167738	0.004836786119	0.03348564676	0.533415126	0.323263152	0.046627302	0.02265519826	0.02580537784	0.00739524812
n	0.0067548667142	0.007194874658	0.01261637416	0.268186412	0.542383064	0.1477085548	0.01221735108	0.0019569066418	0.0009816187244
o	0.0082884548916	0.009022000574	0.08108570916	0.409828682	0.381490586	0.0675620348	0.0191767057	0.00763584632	0.01590997906
s	0.040406131437	0.004032749011	0.009655577754	0.02304807556	0.401873178	0.341278266	0.1264859928	0.0488200163766	0.00439998619
ù	0.0059693703456	0.00215240411904	0.0036090168848	0.11600860196	0.414246704	0.234024232	0.1401807114	0.06420850254	0.019600440334
b	0.0012130402928	0.000371341992	0.001249971492	0.01561100698	0.2356472908	0.519821864	0.1813715986	0.040198362104	0.004515532192
i	0.00145425793743	0.0014458938488	0.0015863114736	0.03239600034	0.4074542016	0.265253329	0.2313720568	0.0341173579	0.02492056952
t	0.011010406648	0.001676388854	0.00395254736	0.005491842124	0.0436967612	0.3320723256	0.425066398	0.13649753044	0.04053582522
o	0.002619261997	0.00124122314662	0.00079266362472	0.00580453892	0.07093668578	0.305462404	0.3466620028	0.199636923	0.06684432132
è	0.001113085986	0.001169391392	0.002657933868	0.00530534773	0.01985008492	0.1294560862	0.408065278	0.3663331155	0.0660497046
p	0.002850345016	0.00149692488	0.003233879554	0.002733781894	0.01475487797	0.1419042892	0.190089126	0.515331756	0.1276049996
r	0.00311108707076	0.0006016609754	0.0007718219273	0.0016636295472	0.010908246048	0.05702472364	0.230733362	0.572789916	0.122395512012
è	0.0075357048592	0.00789025122389	0.0030305209882	0.007512623078	0.0331471617914	0.13066746908	0.140693294588	0.525663028	0.14385997368
s	0.0012211033408	0.000627549202	0.0038868808	0.003879388168	0.004829554996	0.01410391212	0.08232932688	0.68777381	0.20134848
t	0.0027040206789	0.00330087919684	0.000319504446	0.0008201922384	0.0065226764554	0.02413895183	0.11206692432	0.717305194	0.13282165734
o	0.003100494725	0.00458030979798	0.00341745188998	0.00350326510952	0.0034991389561	0.003930804996	0.0703769701	0.782131498	0.1254600429
</S>	0.000991465438	0.0015905804385	0.0046893216646	0.004395229623	0.0171991598847	0.045568369894	0.0382223114192	0.3712969402	0.5160466112
