 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.988633508	0.00916322073	0.0015975487192	0.00016088035866	0.00019963560132	1.2342078986e-05	2.7469115582e-05	0.000205408707906
u	0.771507528	0.1631837538	0.05105631686	0.002052656133	0.0022205850826	0.0009389983026	0.000697780281581	0.0083423697374
à	0.65626432	0.332676231	0.00608551374	0.0011202522644	0.00175084521996	0.00045072783622	0.00131563479349	0.00033647630151
i	0.076639286	0.89803868	0.020562028808	0.0009281681687	0.00108749017023	0.000299760607312	0.001457093896	0.000987479828504
m	0.012560722474	0.8759775	0.0816868006	0.002876345518	0.0055803213677	0.00449528466562	0.00951748170764	0.0073055279518
è	0.04959112042	0.617329276	0.295541091	0.032266564516	0.002452761777	0.0004290671818	0.000957501057	0.00143261923952
r	0.00984669442	0.75620484	0.2168384048	0.010527486036	0.00047757054866	0.000668106626532	0.00516133520598	0.00027557554648
i	0.0326825104	0.661670868	0.26120182	0.02844229264	0.002353853798	0.0006240018528	0.0092257125113	0.00379895883808
n	0.03127847928	0.179315325	0.61059074	0.1489501938	0.01674908368	0.004148580974	0.0051956715184	0.003771955397
g	0.0132501114042	0.1037501473	0.793080674	0.0793089196	0.00498109878	0.000638088242	0.0003768296828	0.00461412441012
h	0.0773084555936	0.05489368724	0.583178244	0.13524408864	0.10220007062	0.0286877997168	0.014204093314	0.00428352577485
ì	0.0456177866832	0.0897572664	0.517943987	0.2016545886	0.09300526052	0.03156521318	0.015309387579	0.00514651104788
z	0.00932233958	0.02081948932	0.41591657624	0.389929212	0.143645628364	0.0180880877004	0.0013249971796	0.00095367464982
i	0.005469143476	0.075010222136	0.426385348	0.2781787486	0.138705782	0.018643624228	0.0166778847993	0.040929271652
n	0.0115510528352	0.0194898328	0.1402052856	0.512699664	0.2481631022	0.0542110515	0.00871338526	0.004966632268
a	0.00754236389404	0.014580884283	0.1949843928	0.508642616	0.194112961	0.022499894	0.010643602772	0.046993307932
v	0.0043914912968	0.007732911548	0.02869924301	0.3840452724	0.41563800486	0.1444663096	0.0052822027	0.009744551316
o	0.035741932649	0.010007171902	0.0471483996	0.4173896068	0.341812566	0.1044453306	0.01297791326	0.03047707056
r	0.010158090812	0.01915997586	0.01514362133	0.23543455594	0.3948056268	0.2566247374	0.056860729434	0.01181266575
à	0.00206768044	0.003856200748	0.02029621696	0.287503138	0.271333176	0.2370803818	0.056442068	0.121421129024
s	0.009251034576	0.00531876209	0.00680518552	0.1704295312	0.3153987928	0.423129742	0.05198557714	0.01768138712
o	0.0007932279014	0.00064892889148	0.00696607076	0.1251666464	0.4427332046	0.217360624	0.14329853668	0.06303275018
m	0.007094314802	0.026361736758	0.030438354758	0.0914274774	0.09357892678	0.5587973992	0.136775602	0.0555261491
e	0.0005489713254	0.000403441099	0.00271765496	0.0200062166	0.2346358676	0.266430728	0.34273131772	0.13252574264
o	0.008207031599	0.022168134407	0.017429737478	0.073588946604	0.03324095052	0.3761769858	0.36907859	0.1001096686
t	0.00487303137	0.00778326122	0.011564721144	0.006096257534	0.0535820886	0.2871627952	0.497408628	0.1315292116
s	0.0018137942779	0.00157661838598	0.007037806305	0.00955902863	0.03441768294	0.3115929876	0.4953092484	0.1386928253
o	0.00231058160158	0.0013644636977	0.00175930718348	0.0048323749589	0.03232402201	0.22396607464	0.6270633586	0.10637981408
m	0.0018543550622	0.0198189117926	0.0134991958952	0.020569241388	0.01437668928	0.1015259376	0.462248204	0.3661075058
ì	0.0020830666044	0.00037735301188	0.0008183707148	0.0025939266848	0.00902628894	0.2118612848	0.584666608	0.18857310384
</S>	0.007603798446	0.005341412262	0.005178135755	0.0165742263	0.0265242056	0.0700429434	0.472398824	0.396336444
