 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
e	0.92175513	0.06534625694	0.004932178698	0.00050460399386	0.00037651534034	4.134780951e-05	2.2360762814e-05	2.9396087828e-05	2.057918017e-05	6.9068603292e-06	2.00716397283e-05	1.77014174832e-05	1.15607594702e-05	1.81088435212e-05	9.6157213728e-06	1.82910716451e-05	8.5017571231e-06	1.4057401449e-05	1.51020988498e-05	3.77166115309e-05	0.000111971644033	6.59837887506e-05	0.00103911884077	0.000451726326608	0.000173391766672	0.004951805856
v	0.852642586	0.0838818688	0.01721756042	0.002825718572	0.017591825642	0.00050405053026	0.00038191302328	0.00016897498272	0.00171567676163	0.00144385909304	0.00198486600021	0.00117276672517	0.000695190359583	0.000347962127325	0.000116971684774	0.000501890066968	0.000311824193251	0.000100157126472	0.000674609273032	0.00183215984488	0.000992417471572	0.00263560142231	0.00261137651024	0.0011417564601	0.000927841312583	0.00557864674154
ò	0.31284335	0.509754672	0.0799633166	0.00686127574	0.081701707146	0.00056733713692	0.00021334988536	0.00034080483824	0.000136881689746	7.4899914202e-05	6.507214528e-05	8.47154949e-05	8.6194585514e-05	6.83954429756e-05	4.371456071e-05	6.9147849912e-05	2.6193597782e-05	3.5674372308e-05	8.837207574e-05	5.613506688e-05	0.00136242669386	0.000322574397848	0.00169143360306	0.000991112702499	0.00145177946326	0.00109949064795
o	0.190181882	0.662668872	0.0660469906	0.01733964974	0.006790580278	0.0003960599496	0.0002692317771	0.00016114807034	0.000442643874706	0.000351014922004	0.000298961751649	0.0001479280346	6.93429287485e-05	8.80699453119e-05	0.000116590501101	3.18364016002e-05	8.04950686289e-05	4.46585504683e-05	0.00120717336238	0.00893829041863	0.00215463982216	0.01076952161	0.0115487585931	0.0156140991504	0.000284160789981	0.00395742031929
s	0.0330213752	0.586222122	0.187986892	0.027434596288	0.060033787927	0.0006134685032	0.00037987970729	0.000408057474548	0.00039805744524	0.000646462942462	0.000956503665505	0.000427706546761	0.000268131531134	0.000799199834001	0.0012138788251	0.000142940585471	0.00149185537753	0.000103849708151	0.000322788072281	0.000781962260577	0.000903666128218	0.0207333171804	0.0471486307242	0.0141005205141	0.00301171435417	0.0104486782248
p	0.0430787145	0.426336858	0.360604146	0.0785196518	0.02036066832	0.001353714958	0.0003824465016	0.0039759947309	0.0002640499618	0.000162726570272	0.000188277532534	9.90875404612e-05	0.000165554508992	7.9177569438e-05	0.00023858215439	7.0845837634e-05	4.2878419092e-05	0.00024105634037	0.00031092696462	9.73211109229e-05	0.00118397133802	0.00103882741103	0.00950904268453	0.00981321282479	0.0120708242159	0.0298114466218
ì	0.01699647176	0.257347058	0.583696682	0.0804796106	0.02039537858	0.0017041528566	0.0006868738794	0.0008162158036	0.00049166827198	0.00037560328532	0.00015622936514	6.7288889592e-05	0.0001488043244	6.8910462062e-05	6.065061634e-05	1.690227108e-05	0.00016333799658	0.00013545813734	0.00071988651072	0.000440569939832	0.00195782807682	0.0102142711845	0.0103378897521	0.00783120479047	0.00418022831169	0.00051080147726
t	0.014946433859	0.302859171	0.438265144	0.1353330926	0.01765458212	0.0009698657552	0.0002125875715	0.00016859381607	0.000122917539986	5.707742386e-05	4.6755039638e-05	2.5520667262e-05	1.64888321794e-05	3.0738415556e-05	6.154785194e-06	5.85059746842e-06	2.3507181772e-05	1.03510795348e-05	0.000111659509822	0.0016524703034	0.00426070112039	0.00325827314864	0.0320924750584	0.0143021294389	0.00171319852954	0.031854311817
i	0.0041840789	0.259908222	0.39997767	0.2724280234	0.02701637438	0.00422366315	0.001355005128	0.0067206342642	0.00106328982602	0.00045861045018	0.000269551733882	0.00018921797938	0.0002323734632	0.000135646487986	0.00020938514602	5.393423692e-05	7.005612206e-05	8.227444544e-05	0.00013022998896	7.951396813e-05	0.00125140292702	0.000240154314358	0.00708274409497	0.00485515924778	0.00429599989879	0.003486782598
o	0.0196722474952	0.04962824038	0.3548014268	0.360375785	0.08935492576	0.008640530956	0.001831366212	0.0009024593066	0.0003548338614	7.94907492e-05	0.0002074118875	0.00011763837738	0.000122933898056	0.000146840216884	4.940486791e-05	8.9375856394e-05	7.274071064e-05	2.605086247e-05	0.000215200249242	0.00359779955682	0.00784273427999	0.00735994059632	0.0402307696437	0.0172952965541	0.00266833450531	0.0343162054409
s	0.0073456548	0.010685247062	0.2083659168	0.409431884	0.19083412	0.01233803614	0.001655326512	0.0009567035664	0.00060160793454	0.00032379250688	0.000352468172102	0.00014524576684	0.00013482751953	0.000261505872523	0.00013081555882	8.6376042195e-05	0.000277717507428	0.000275726445333	0.00045197693364	0.02882188885	0.0331992890971	0.0585207250718	0.0193589599778	0.00731111330464	0.0026723503762	0.00546072746423
