 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.841711352	0.13634426912	0.0168251006324	0.0015353019845	0.00152715484778	0.000831736784	0.00122508284163
c	0.840537902	0.140857370768	0.00405738226218	0.00161498363996	0.00163745847238	0.000370471347231	0.0109244342833
h	0.6447311292	0.265889769424	0.0686032861298	0.0153669087915	0.00080001043914	0.000572977459257	0.00403594814143
a	0.697752882	0.23567029694	0.017663214917	0.0405874872536	0.00118953945077	0.000471380940934	0.00666516196591
n	0.576312511	0.40974690486	0.012239484858	0.001108411886	0.0002814773269	4.53979798e-05	0.00026577827396
a	0.2155107183	0.7072722932	0.070856408212	0.00236079488	0.0005551251688	0.00212240863294	0.00132223558084
v	0.22696598414	0.6664013552	0.09277546946	0.0114202695626	0.001671811452	0.0004112185593	0.000353937611
o	0.06102459216	0.707986842	0.1989811016	0.01675013338	0.002222346644	0.0062759746152	0.006759005534
r	0.023440708	0.5115724902	0.2558134386	0.04707117113	0.004012839078	0.0318520856034	0.126237244556
à	0.03654058284	0.3815882852	0.3130323806	0.1715659558	0.0220100713	0.0329685782012	0.04229413876
s	0.01491468816	0.1155281446	0.58053176	0.2583335528	0.0220067792	0.002580966436	0.0061041492806
o	0.00586544974	0.2138113972	0.594622832	0.15747425064	0.00669381408	0.0058251571034	0.0157071040958
t	0.035752362854	0.0148034228	0.58585571	0.297818702	0.0439528152	0.016591961684	0.005225047376
o	0.002592640832	0.02585426856	0.412886562	0.4997462465	0.028351097	0.01910068384	0.0114684661898
t	0.04599866299	0.007378090892	0.2496867124	0.421003656	0.2280416392	0.02739191538	0.020499299079
s	0.003121669826	0.00695048258	0.1515696478	0.6125202554	0.09504267	0.08798547496	0.04280983416
o	0.0029140560812	0.0028871801664	0.2247614189	0.63543429366	0.0517446676	0.03332517564	0.048933245212
m	0.018536335338	0.0045931999288	0.03268615046	0.348431232	0.448019296	0.1007274262	0.0470063942
ì	0.02616449007	0.001995599554	0.0417275166	0.620183334	0.1483366656	0.07046516588	0.09112726086
k	0.0047604502778	0.0008539744682	0.008075437234	0.1415957143	0.621028924	0.1906124358	0.03307307026
à	0.006021478046	0.001349550256	0.00943864568	0.1843122346	0.393928268	0.2871523174	0.1177974955
i	0.003799202138	0.0005844487508	0.005357022467	0.0407356297	0.442636636	0.454154748	0.05273231244
m	0.00654524718	0.00196546785166	0.0058642250824	0.012375007654	0.127654584	0.5733433	0.2722521988
è	0.0014728432654	0.0011784745346	0.003956829987	0.023815459632	0.1020984846	0.627159514	0.2403183992
r	0.0077395047614	0.0026749251088	0.001608366128	0.004819567832	0.0727518732	0.810459724	0.0999460338
i	0.0117571232639	0.000981473678	0.0023772473606	0.0048116910522	0.03665808762	0.81122801	0.1321863709
</S>	0.073643123916	0.005224782982	0.01721854888	0.00830930666	0.04312201484	0.2286379306	0.6238442686
