 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.93329754	0.0640409224	0.0010160483272	0.00013946241726	0.0004166350656	0.00069671415012	0.000121910987559	8.53070471812e-05	9.95612231878e-05	8.58835633604e-05
t	0.2703136348	0.678938447	0.01304277876	0.002826910301	0.00240073438716	0.000558968942068	0.000738120093998	0.00159394500116	0.00850675625717	0.0210796702323
e	0.04835540274	0.914471542	0.0239335392	0.000491497217	0.0031564314696	0.0014878813508	0.0002617247676	0.00325586812376	0.00155725424853	0.0030288225454
l	0.010732660276	0.94670036	0.03137425706	0.002680011636	0.0007283847064	0.000751149807784	0.000375049176447	0.0010991294083	0.000223121299677	0.00533594888947
ì	0.022523383638	0.908295352	0.0465975496	0.0148074289072	0.0044543836144	0.001046737119	0.000515048638	0.00024736633906	0.00058076457678	0.000931999442608
s	0.0100596622	0.789163966	0.1691760268	0.028172258724	0.002539733396	0.000550629190206	0.00011958061577	7.30060659886e-05	2.47647427186e-05	0.000120351002855
i	0.02192273914	0.74011013	0.2020698448	0.0119466359116	0.0080925368948	0.0030309953338	0.0011233049746	0.00160948863088	0.00037313713766	0.0097211504268
n	0.003689852206	0.302887314	0.64205744	0.04001703472	0.00863218364	0.001488537904	0.000708849018	0.00025729389544	4.1840218524e-05	0.000219686030768
a	0.010414028106	0.377731508	0.569075552	0.01962798236	0.01178296151	0.0058195457944	0.0009515896406	0.0011152293446	0.00230338935431	0.00117819005189
z	0.003669277928	0.063488774	0.824863086	0.0900721036	0.01488775326	0.0022441789924	0.0002600995442	0.00020225173894	3.1675741132e-05	0.000280761623478
ì	0.0057284933354	0.1180104846	0.763557308	0.0610795624	0.03027890556	0.012814526348	0.002380218656	0.0012765912426	0.00372119381168	0.00115275549938
s	0.0048215070048	0.01627779154	0.85532188	0.092054166	0.0288184	0.001915927078	0.0004818509161	0.000131786806566	3.34989106606e-05	0.000143206444122
i	0.003215790672	0.0610713112	0.775877246	0.09865777274	0.0426659256	0.01238635382	0.002341404514	0.00072983242176	0.000238708568	0.00281565304214
n	0.004436155101	0.00746432149	0.44744133	0.351193316	0.1617546614	0.0165453632	0.008224755048	0.0015127175134	0.00047831212576	0.0009490870419
a	0.00846297328	0.019486021672	0.64293692	0.0995270208	0.1566022112	0.0503639292	0.0076284784	0.003352619212	0.00849597321	0.0031439018538
m	0.005205383912	0.003941621128	0.160419618	0.3004548168	0.466515186	0.0536222816	0.00606927402	0.0013534852336	0.0003357907564	0.00208256834236
i	0.01356359784	0.008312592584	0.3192214688	0.1936602334	0.253107718	0.1735003936	0.0222863924	0.00339137497	0.00217819938	0.010778089106
n	0.0159719365402	0.004233480658	0.04468761552	0.1848716804	0.494093842	0.2326658554	0.01346170952	0.0044127513386	0.00140983717201	0.00419128946814
ì	0.0093408131	0.00543723124414	0.088885913	0.0751842	0.35586186	0.39843474	0.0481801922	0.00488655646	0.007443257472	0.006345258188
s	0.005188273748	0.00189648226	0.031855093772	0.0554452264	0.470248146	0.394979246	0.0341261658	0.004812733148	0.0006832869772	0.00076535961668
e	0.0028069581422	0.00203949210054	0.0449213542	0.0489678572	0.4444626692	0.351413902	0.0718435268	0.00615529193	0.005615485322	0.0217734322998
l	0.001836779038	0.00243610147	0.006279080588	0.03545194004	0.2328212178	0.582807258	0.1090258068	0.0154199718	0.005361698296	0.0085601314105
i	0.002623908292	0.0011456071048	0.01034395312	0.0060685697	0.1542159733	0.66208383	0.1149496938	0.01348495988	0.023742070696	0.0113414275844
p	0.00130648747	0.0021231196296	0.0042498132158	0.01049298168	0.1525017544	0.593323762	0.1877146736	0.0348374947	0.0059066912	0.00754320750014
a	0.004169270016	0.000652139738	0.003108575822	0.0027360087	0.0689067434	0.702172936	0.167409336	0.0235507322	0.016150907788	0.01114339604
r	0.0016599042428	0.0047944250382	0.0023293544908	0.00823465384	0.0784769082	0.580129026	0.272903047	0.0411916501	0.00597105199	0.0043099685348
ò	0.002893443284	0.0013238937714	0.00288721222	0.001738515044	0.04589081648	0.584849354	0.225006824	0.0660266628	0.02691136872	0.042471867944
n	0.0019227102166	0.0267762481366	0.001221065912	0.004137055434	0.02352819706	0.357287096	0.385211422	0.1812776472	0.01047915652	0.0081593672004
g	0.003810189071	0.0010373266196	0.0016785257966	0.00435085272	0.06088824956	0.329420872	0.44179496	0.0920282492	0.02946747032	0.03552333187
h	0.0549323212956	0.00130021097543	0.00409332428462	0.0053421660848	0.02753135892	0.2509928608	0.4124732744	0.07992100212	0.0516631651	0.111750277806
ì	0.00334699079534	0.00688787396127	0.0103568876238	0.0038946699828	0.01366705598	0.2344122786	0.4920721732	0.0735194727	0.0506652005	0.111177385816
z	0.008144599093	0.00829145567	0.00187441011	0.00735591649	0.00629681692	0.1220250112	0.435097218	0.253567607	0.0707988304	0.08654814214
i	0.00233388723646	0.00117620953958	0.0014659043424	0.002180996928	0.01511384596	0.1470926664	0.51603767	0.1695044808	0.0751924038	0.0699019221
n	0.002533105714	0.0039995223	0.00339860422	0.00569985348	0.00588778608	0.0286372106	0.179713383	0.364391588	0.2514327592	0.1543061872
a	0.0068916956492	0.0040335222866	0.00499846770186	0.002686226071	0.003818935092	0.0946090197	0.21555486	0.321629424	0.244767498	0.1010103779
f	0.001090413386	0.00276389523	0.002535608537	0.003387133034	0.003263407304	0.019202038	0.0965786416	0.378838286	0.389602382	0.102738186
à	0.005960064018	0.0036837195092	0.00459907402932	0.002178329876	0.0029792695596	0.02829886704	0.0704242538	0.310583122	0.41670317	0.1545901534
i	0.0011042971532	0.0057978540268	0.0015182462402	0.00183503478	0.002143494428	0.0085318795	0.0442743056	0.2425851928	0.570743234	0.12146642324
