 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.93964283	0.0493202282	0.0066560358192	0.0004726175934	0.0013570802996	0.000152435435386	0.000559882749692	1.8993924466e-05	9.86470887148e-05	0.00011756383723	0.000126481257093	0.000201084354281	0.00108071675359	0.000195421037319
n	0.2320171586	0.536365996	0.04947618292	0.002769333201	0.0041259654644	0.00264994358775	0.00101158882725	0.00295123619339	0.00223400962499	0.000793844749903	0.00258326019115	0.00397033704364	0.0161282553334	0.142922934882
ì	0.01072483366	0.870431632	0.1036209812	0.00610830746	0.002581992606	0.0007049088626	0.0005940054026	0.00092440497034	0.0003762973584	0.000128637673902	0.000187521356275	0.00095742801442	0.0007348664668	0.00192417137777
c	0.006315967628	0.82750023	0.1332284482	0.004158707904	0.0016131764374	0.00138370835996	0.00088659686909	0.000827228459482	0.00158314296365	0.00023108744289	0.000231140341469	0.00236766554138	0.0154572027912	0.00421571070861
h	0.13901631064	0.5995913406	0.174090784	0.02025373528	0.015200193674	0.0189616212227	0.00636800550412	0.00960378765288	0.00166699382482	0.00170792626687	0.000448243615544	0.000451372286968	0.00112212594747	0.0115175150212
e	0.113301270008	0.525504744	0.284710974	0.0223014931	0.010340299091	0.00630147203015	0.00293158591177	0.00163645537576	0.00695513114067	0.00197124258284	0.00272574047488	0.0144428045622	0.00605842517572	0.000818387860265
t	0.00288189364	0.1513644071	0.79137948	0.0428276032	0.005526432826	0.0023528079394	0.0008615477368	0.0006697091084	9.4946057174e-05	0.000466044035867	0.000695022829045	0.000629528813438	0.000223949034797	2.66129048724e-05
o	0.0420595822384	0.1404376254	0.57815534	0.1521957828	0.03857859408	0.0142490156152	0.013108836331	0.003447750598	0.0018447492618	0.00407060772803	0.00335188631426	0.00353711628913	0.00171117308003	0.00325194280734
r	0.00649450701	0.02353545788	0.704610446	0.2097354368	0.022707648844	0.005423392088	0.0021655258528	0.00305144328074	0.000783304509046	0.000290524242282	0.000162267533417	0.0024344733299	0.0126089219386	0.00599666308842
ì	0.00667472328	0.0175865953	0.58833609	0.280198027	0.0808398788	0.00825535568	0.01048917515	0.001712741788	0.0003853820496	0.00045707740192	0.0031983190596	0.00035644684215	0.0001606223649	0.00134956921788
