 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.89655931	0.10147734798	0.0012506015168	0.00010841575576	0.000136360747294	4.1249238958e-05	0.000310907928444	0.000115780463786
p	0.3597487668	0.5975907952	0.017167611	0.00454191685026	0.00863017448505	0.000575119908068	0.00531244536648	0.00643322330166
e	0.37250916536	0.5786102824	0.0410687487	0.0036002368572	0.0009818951086	8.148773126e-05	0.0009143529753	0.00223388139174
t	0.22121121494	0.738998328	0.0171651368	0.013787358009	0.00202939213919	0.00368394074866	0.000309259873271	0.00281538111535
à	0.238279819052	0.696615882	0.05354274706	0.0072523064364	0.0009187481652	0.0002454723609	0.00087161657514	0.00227341938375
c	0.08783962612	0.714827204	0.1907178042	0.00570196184	0.00065205418588	0.00011380340397	7.96694589604e-05	6.7892803417e-05
i	0.05101642572	0.7178816026	0.0796718136	0.0047626438	0.00210055716	0.00075211402472	0.00599786971852	0.137816997888
a	0.145770752594	0.1911635576	0.5734719246	0.07783084734	0.005158566092	0.005121284403	0.0009224402902	0.00056060009934
k	0.014778988024	0.0659423881	0.580776048	0.2457755372	0.03281998711	0.0399358913588	0.00204710156688	0.0179240537309
è	0.016969652864	0.0535475713	0.684141786	0.1586664216	0.0337398528	0.003407125994	0.031546436114	0.0179811574098
c	0.022454497054	0.03889998786	0.721245478	0.1775777806	0.02977680252	0.00382742712876	0.0039038382338	0.00231421128701
c	0.126137949561	0.0787120384	0.432080217	0.2009841982	0.0681854	0.00497728796	0.019549242336	0.0693736543532
i	0.15158678034	0.110520714884	0.1972490474	0.368498964	0.09914561716	0.0218267193494	0.013551321046	0.037620887112
a	0.0748624334592	0.023401586872	0.105187994	0.613435962	0.1044516048	0.06257383968	0.01399064706	0.002095923889
u	0.028087621856	0.036802427698	0.0668741322	0.557490854	0.1002171814	0.124862467326	0.010605181728	0.0750601408654
s	0.011647104656	0.016657232354	0.0214734922	0.434435253	0.234260788	0.1422839934	0.011450596542	0.127791555374
e	0.0072762160088	0.0135143802158	0.026802284594	0.27215186786	0.392817144	0.068683576	0.1783300422	0.0404244971026
n	0.008896710542	0.022445021472	0.1002888402	0.20343581384	0.4279048056	0.1432998666	0.0618120875	0.031916836132
d	0.0088741850272	0.0181343624445	0.016917479578	0.140463766154	0.439630354	0.1018315276	0.2264783017	0.047670017406
ì	0.0169084854024	0.0584566763896	0.039236456296	0.1127806248	0.216010003	0.1359465408	0.360953688	0.0597074928
n	0.002923619738	0.00265112756	0.004853409187	0.0405820368	0.517331944	0.3444121626	0.07077675576	0.016468937882
n	0.0103062072172	0.0195024646954	0.01068698168	0.0894181566	0.401619668	0.13390245	0.2782116292	0.05635241148
u	0.0586835781104	0.0448399835931	0.0544341879669	0.1377153786	0.17269630986	0.1784948936	0.1649998826	0.1881357928
n	0.012816467208	0.01720260123	0.02490474634	0.03229477196	0.1035497596	0.529795484	0.169173634	0.1102625764
e	0.0019654902594	0.0154607388275	0.0046306116652	0.012847507676	0.18258668474	0.22890331	0.482705372	0.07090022134
i	0.009307260758	0.011126228062	0.022399470195	0.02156316934	0.0757003148	0.430675818	0.286544994	0.1426827394
g	0.0058698595	0.012949401596	0.03097825809	0.006181703488	0.07132653114	0.4642040574	0.317681726	0.0908084586
e	0.0033148675036	0.02118652236	0.0040254477034	0.006084576906	0.01735680122	0.224066360612	0.635546374	0.0884190469
n	0.00842912846	0.01706711322	0.0088040907	0.008227427696	0.04043406636	0.2627336466	0.48042106	0.17388347272
i	0.0007787739194	0.0170571580512	0.0010662117969	0.002021852742	0.01032019108	0.15155625676	0.72564643	0.0915531182
t	0.005613736132	0.0095123627852	0.004368048226	0.00584879774	0.0284052639	0.12648402026	0.481652872	0.33811491832
ò	0.0007600054068	0.0167231147014	0.0019071112989	0.0020001473812	0.0118487067	0.10405631296	0.761379656	0.1013248761
r	0.003133342472	0.004795003852	0.004869794178	0.004669147706	0.01156077688	0.0425606596	0.687101002	0.241310266
i	0.001161444108	0.0122726383751	0.00145390206794	0.0027578071483	0.0046704863294	0.069167456652	0.832812308	0.07570391715
</S>	0.002519730734	0.01047811332	0.01880820956	0.042691748742	0.0145891874194	0.05713521364	0.1553550118	0.698422752
