 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.990812774	0.0061056109	0.0019896730448	0.0004194141266	0.000218153311208	3.405445162e-05	3.18394442016e-05	8.632536932e-06	2.859932614e-06	3.3783660176e-05	4.37404759669e-05	6.40776879808e-05	0.000235387331781
ù	0.942583734	0.01363238484	0.00808056214	0.002628042694	0.0180972072054	0.0017178300072	0.0031303287686	0.00234721588664	0.000515396967748	0.000542693601262	0.000179149590488	0.000414766660646	0.00613068370799
r	0.650917854	0.2737472924	0.031037653164	0.0129112986075	0.00735676098706	0.00429761743312	0.0142536970436	0.000321833386524	0.000781965035774	0.000335422492344	0.000143590316495	8.55966971295e-05	0.00380945272537
u	0.466678988	0.378808038	0.0812080728	0.020055984424	0.02968014788	0.00335718271	0.00465224654651	0.00253922214554	0.00088190744173	0.000265045985852	0.000339816628974	0.000781759048323	0.0107516131208
k	0.0385655416	0.817288746	0.1100838762	0.02455905846	0.002587615124	0.002967653366	0.0002692950486	0.00073644284694	0.00175752466758	0.000520500102184	0.000248897651016	0.000140241129155	0.000274619123138
a	0.114291828	0.539821726	0.177703598	0.0593581792	0.05725108224	0.010563827999	0.0292430445444	0.0037770320488	0.00212370624966	0.00039669475456	0.0004843305019	0.000353570381048	0.00463134759614
s	0.02531454312	0.517289754	0.359071398	0.08842009478	0.00494820668	0.001457187546	0.00029112663474	0.0008694935178	0.000889519561	0.0004156653757	0.0001764172511	0.00011749148107	0.000739103908942
ì	0.01140497396	0.377500516	0.30032501	0.1868671694	0.0820174768	0.00996686954	0.016885872194	0.0055371851616	0.00284694720908	0.00044751900262	0.00034175765482	0.00111434507876	0.00474436099185
t	0.006283854548	0.13140581	0.585262832	0.2599028412	0.01432509464	0.00183664002	0.0006087449142	9.545709134e-05	0.000127342576	4.1146758658e-05	1.562066522e-05	2.0100359512e-05	7.4473261924e-05
a	0.004349786208	0.1976308542	0.39694519	0.274294356	0.0837408796	0.018440346294	0.018617233054	0.0028061904781	0.000743107328422	0.00019128365916	0.000235866596772	5.84578702772e-05	0.00194644087764
m	0.01728217565	0.03706816388	0.427037666	0.3398796812	0.1053339946	0.062342639	0.003494530074	0.003179384184	0.0024067939394	0.0005084924506	0.000262851296	0.00017928062498	0.00102431661284
i	0.00402752178	0.03897643886	0.326478554	0.2258349898	0.327118895	0.0298086508	0.02949376236	0.01242695592	0.002085659954	0.000656989822	0.0004537935838	0.000231902150274	0.0024058835216
