 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.921073758	0.07233379176	0.0028187295988	0.0009807513314	0.0001248929054	9.235455388e-05	0.00202902442702	0.000116687541387	0.00012625311903	0.000147089158613	0.000156686144448
m	0.53700060356	0.4230628838	0.01574194906	0.009817936754	0.00282342079528	0.00407543788826	0.001033211146	0.00125581903827	0.00123553165585	0.0016133049332	0.00233987762949
à	0.3454049163	0.564545318	0.06171458154	0.0056637187	0.004989663936	0.00042726870144	0.0027039815537	0.00030986258536	0.00044110687588	0.00337293016688	0.010426665749
n	0.09189982654	0.855940354	0.043929647	0.0058685255	0.0006565461172	0.000250311272	0.00089191639694	0.000145075632374	0.000164762266449	9.80973586416e-05	0.000154927175643
a	0.20190028376	0.632527814	0.086652971	0.01119118256	0.0130018786872	0.00265890234054	0.00208593392	0.000288028287928	0.00027266490706	0.00032531519446	0.049095026528
m	0.02594823508	0.597094202	0.3199622052	0.0426836542	0.007611030398	0.002046782098	0.003596196897	0.00051144519554	0.00020975817974	0.000170364390914	0.000166133995276
u	0.0477968646	0.4409522812	0.42888366	0.0455743402	0.01882303354	0.0064112520882	0.002597178432	0.0008724516231	0.0004260626503	0.00030880681528	0.0073540645413
c	0.017591941756	0.1191655926	0.642512226	0.179029356	0.02639578192	0.004220725862	0.0041726618208	0.00220245370466	0.00122220764036	0.000558599533728	0.00292843998649
e	0.04569173834	0.1989018554	0.4418850226	0.1974420822	0.06058123214	0.007391350796	0.010037847852	0.002116159538	0.001565266484	0.00353070388406	0.0308567333049
o	0.047248114016	0.04273701398	0.494935776	0.33828956	0.0597500704	0.00977962282	0.002162606768	0.00052041704594	0.000255417556238	0.000272103848108	0.00404925590199
c	0.00668228788	0.01363035459	0.1178325768	0.66398635	0.1179449998	0.03827480572	0.02592515304	0.003388371416	0.0026640135799	0.0062042759544	0.00346678780406
i	0.0101974691	0.03570880258	0.108531689	0.3678300908	0.3813994314	0.02106189897	0.0311349839	0.006437618348	0.0014074883344	0.002741601936	0.033548905813
ù	0.0326750176394	0.018956220312	0.0844314238	0.559648138	0.25677342	0.03536564536	0.00668217338	0.001288022709	0.00113482031312	0.000561251802734	0.00248383795721
r	0.004326323744	0.0025501867248	0.01413118728	0.348743548	0.3357529312	0.1032839946	0.1721540784	0.007759175528	0.0047219118196	0.0036887779954	0.002887876186
i	0.0028823613153	0.004399680668	0.043100025	0.377570584	0.45933242	0.054998138	0.02956682794	0.0122058512834	0.00278228406	0.0032766195632	0.00988523067242
m	0.010792391398	0.007639623726	0.011784905736	0.121267946	0.35354844	0.27785151	0.1125805846	0.08919416	0.005574926732	0.004963010722	0.0048024457402
u	0.005046502466	0.002733096694	0.0110508591	0.148139683	0.525651162	0.1143540114	0.0988769484	0.066119930472	0.0072371797	0.00300457668	0.017786027722
e	0.015867940308	0.009505834762	0.0104464518846	0.0507112842	0.1617833464	0.261729492	0.2879045954	0.177677818	0.01197004315	0.006616933824	0.00578622100796
p	0.010263019696	0.002053910588	0.0034268338248	0.014335877894	0.0703409048	0.2377555168	0.428124442	0.1729873604	0.0266187354	0.022890645192	0.0112027808974
ì	0.0078358494808	0.003206442652	0.00332939114	0.02115467294	0.1382575174	0.0640340879	0.50804499	0.202856527154	0.021118739	0.012193959854	0.017967836832
t	0.004343347801	0.000853602067	0.001896853536	0.007170210588	0.0264859246	0.1971025563	0.429196088	0.305706574	0.01648597696	0.0070755900527	0.00368325151891
t	0.00237524345608	0.00163369271582	0.006603227988	0.01280489316	0.0849396772	0.0695991178	0.523401036	0.23728265002	0.0278151239	0.012007802914	0.021537542012
a	0.0382485263932	0.00287363772358	0.0103567115706	0.03677740053	0.0629435276	0.11426498718	0.3515103266	0.1993791874	0.10543330048	0.022460042626	0.055752332932
n	0.001931868776	0.001065151268	0.001417113934	0.00412769877	0.0065205559	0.0722372246	0.1124639952	0.667488302	0.1047615296	0.0125204177	0.0154660927
e	0.0037333545876	0.00216744597676	0.006024672017	0.003217101586	0.017273149074	0.0271187846	0.33522117	0.331580678	0.119931155	0.08462486268	0.069107588856
m	0.004295926768	0.0021146168228	0.002657258696	0.00225568428	0.004580118134	0.0428200408	0.0876687688	0.491528292	0.263665254	0.05464069608	0.04377334264
à	0.021640882518	0.00299715007852	0.0052709386516	0.003560587552	0.009135334092	0.02407668914	0.2170711478	0.39079833394	0.1604001514	0.05044729054	0.11460150326
i	0.0026821490772	0.0005663628828	0.0006036774506	0.0009480076522	0.00355001814	0.0326284036	0.06150259092	0.429628699	0.352027454	0.0484008196	0.06746178272
s	0.01729174164	0.00408892144	0.006797234298	0.010615544352	0.01149777494	0.03050462998	0.0952629459	0.1627974944	0.3091527614	0.219749606	0.132241335
i	0.0202549736694	0.00284019922626	0.0038519064596	0.0033003099792	0.0018064837752	0.007820150946	0.13386354696	0.1612690924	0.398870778	0.1694932934	0.09662926938
n	0.0050163805	0.0041991795192	0.0057410093172	0.005184837962	0.003857244485	0.0072772858132	0.05453957876	0.16105024116	0.296527688	0.290435208	0.1661713646
G	0.015530958277	0.0060789508156	0.00914718313284	0.0042057163458	0.0013161526918	0.002893855814	0.1653702784	0.049923652036	0.2671240812	0.3606417378	0.1177674288
r	0.0036426485493	0.00163893273032	0.00375380820392	0.0026775023514	0.00211014460328	0.0243542088492	0.0719647719206	0.156819832262	0.2330652118	0.317012094	0.18296085066
è	0.0061055874313	0.00114798583454	0.002635057704	0.0044806328144	0.011108776306	0.028618136052	0.032498372812	0.02673693432	0.3866550364	0.2176000212	0.282413479
c	0.004596052544	0.001324041062	0.001746428588	0.005307296654	0.016918318716	0.01478383738	0.016854305	0.04858471528	0.35716816	0.2132950092	0.3194218508
i	0.0026717095888	0.0018934058304	0.0036388500048	0.002047682476	0.0023358888828	0.001932482838	0.193413290034	0.06180199808	0.213230023	0.35741160664	0.1596230388
a	0.008709856154	0.007173549202	0.011436446068	0.016187028376	0.034011690352	0.0372782823388	0.039367105224	0.054656975346	0.1385123682	0.296305548	0.356361131
</S>	0.04936491574	0.0088242358466	0.0169329662578	0.013249331218	0.0199050783746	0.0479905788187	0.0207993412812	0.043255949986	0.05187565932	0.25866609	0.46913588
