 	non	aveva	cosa	a	fare	</S>
e	0.9616012	0.0342213025	0.00259378895	0.000463327415	0.000867258149	0.00025314903675
n	0.64254014	0.333332290833	0.02107197315	0.001930442205	0.000870207849667	0.00025494455835
ì	0.219154732333	0.709916073611	0.0553283063833	0.00811345226833	0.00121464071656	0.00627278652222
c	0.0801309794443	0.850509734537	0.0509419806278	0.00870864903611	0.00132650279235	0.00838212991407
h	0.0344735084814	0.923564711512	0.0352322220426	0.00337067742537	0.000445733424283	0.00291308595036
e	0.0157454119271	0.631551446171	0.278494800681	0.0699482202751	0.00231745924809	0.00194261472245
t	0.0113031420757	0.238008381057	0.47641726356	0.269699420092	0.00296447205936	0.00160729252762
i	0.0115516000252	0.0985891846857	0.311955917853	0.452095606697	0.0975819006631	0.028225741296
k	0.0084912220084	0.0412451565619	0.157531787951	0.626224135566	0.129403115274	0.0371045288023
à	0.00718157133613	0.0330137681873	0.114240931317	0.542136508522	0.0656160368113	0.237811167971
m	0.0825042837787	0.0510604213958	0.212014100439	0.300973152841	0.0454939041371	0.307954142157
i	0.105404985626	0.0453185624653	0.218390915146	0.189733225614	0.107489443246	0.333662866886
</S>	0.052854849363	0.0233396492327	0.113576500073	0.111692694807	0.190059921623	0.508476383443
