 	se	vieni	a	casa	ogni	sabato	</S>
a	0.97448146	0.014015889	0.00998100275	0.000346362325	0.000458796505	0.000168070305	0.00054825614955
n	0.652721464	0.0162997475	0.224714475417	0.100860879525	0.000903504158333	0.00394843071167	0.000551402536183
è	0.229517376667	0.0853060343333	0.444048098472	0.171337949842	0.0131222936194	0.0125080415706	0.0441601858651
r	0.0940006935557	0.109513222778	0.403471786157	0.304679103281	0.0175516562398	0.0118316793569	0.0589518610084
t	0.0439337268519	0.0436932415927	0.403469428719	0.46482495776	0.00993583077993	0.0141931069523	0.0199497346345
i	0.0303668889506	0.111526163198	0.416883352906	0.39055266592	0.0260162855933	0.0169388602174	0.00771579428983
è	0.0236016066502	0.135915932066	0.300171594302	0.355917061973	0.148882910864	0.0195842139725	0.0159266489299
s	0.0099131988834	0.0491490354887	0.173379332767	0.543088053991	0.184997483621	0.0217582303242	0.0177146322766
s	0.00496735736113	0.0174596323629	0.0975552622557	0.769647984664	0.0793068248737	0.0250752387747	0.00598772130453
u	0.00260707902038	0.00775255018763	0.0415782667519	0.569281372888	0.338565625291	0.0354726899249	0.00474249934718
k	0.00177366240679	0.00627052606254	0.0181687479173	0.416694858963	0.50124619843	0.0515144463083	0.00433162162239
u	0.00146596776893	0.00493352535418	0.0102364993058	0.362663726854	0.522447056143	0.0923988071028	0.00585443804746
à	0.00644312198964	0.00560105611806	0.0060932737686	0.138984272818	0.627501718714	0.187493085701	0.0278834926825
i	0.00765955224821	0.00492299516602	0.0042801647962	0.0621430588727	0.670254506238	0.217289155234	0.0334505838942
s	0.0027259654344	0.00191755581534	0.00235237473873	0.0239809182242	0.515253932746	0.439482765078	0.0142865126981
à	0.00207959341147	0.00114091029511	0.00180886734624	0.0116727446081	0.192501908249	0.680412565026	0.110383432633
m	0.00263561963716	0.00120897135504	0.000980555335413	0.00506923356937	0.0828681377497	0.764749865009	0.142487590311
b	0.00192617081239	0.00102565552501	0.000625038265138	0.00321998992312	0.0360700620499	0.90901612167	0.0481169251157
a	0.000822545900797	0.00042073897267	0.000359025905046	0.00284095994104	0.0171198408166	0.700571960557	0.277864923951
</S>	0.000515408495398	0.000215124872835	0.000219118527523	0.00251559307052	0.0124817289083	0.452437260279	0.531615786976
