 	ho	messo	uno	specchio	sul	muro	</S>
è	0.14739605	0.768380105	0.02922678	0.0157139973	0.003219779545	0.003507754705	0.0325556118829
v	0.0954933963333	0.801889151667	0.0309599133333	0.0294440421	0.00394598268167	0.00544254940167	0.032825017451
a	0.0940270184444	0.822352017222	0.0419036844444	0.02373604092	0.00221471260056	0.00427483996722	0.011491725107
l	0.114413276148	0.661340525741	0.167704521481	0.01382092386	0.0271821057402	0.0114035363224	0.00413510597567
a	0.181120735383	0.54083402858	0.216255000494	0.01074609922	0.0355426411401	0.0137126337408	0.00178884109856
è	0.229162031794	0.51767304286	0.219981393498	0.00813714267333	0.01236923994	0.00612113978027	0.00655602899952
n	0.139155513931	0.424682394287	0.301458171166	0.108918180224	0.01341371198	0.00426089269342	0.00811117286651
a	0.0709776246437	0.236896189262	0.509218590389	0.159212358408	0.0150112441933	0.00477526743114	0.0039087280555
n	0.0446508535479	0.0815663999207	0.715511313463	0.116945984469	0.0313655765978	0.00779014914371	0.00216969794583
j	0.0430659181826	0.0398201949736	0.750549967821	0.0900606831563	0.0610632388659	0.0146926897146	0.000747265896277
a	0.0401636310609	0.0243198309012	0.78061123594	0.0740964293854	0.060310319622	0.0191124595715	0.00138610138576
l	0.0241501303536	0.0174924842104	0.755038088647	0.0697984387951	0.114267696541	0.0176477145238	0.00160547668325
ì	0.0258878677845	0.0204178027368	0.556428159549	0.129961871932	0.176062718847	0.0724106005079	0.0188309735824
s	0.0246708697282	0.0167882405789	0.299653216516	0.360599347311	0.178851039616	0.0922576151693	0.0271796695275
t	0.0145890277094	0.0251504738596	0.166095098839	0.346439398437	0.357050076539	0.0787636833898	0.0119122507258
o	0.00940057458647	0.0235151806165	0.0869985744797	0.124376380146	0.660729848846	0.0866051277966	0.0083743094586
t	0.00474403464549	0.00821116646883	0.0319751090266	0.0448939547153	0.816688626282	0.0865146839322	0.00697236587987
ì	0.00340983348183	0.00310900356428	0.0139918793422	0.0404473915718	0.627443265427	0.298310389311	0.0132881670203
c	0.00726005932728	0.00189325569609	0.0190576734474	0.0541426261906	0.476964061809	0.425000803104	0.0156814902068
h	0.00866364257576	0.00258953726536	0.0272020874825	0.0367310413969	0.554039123936	0.365193887701	0.00558068391893
o	0.00336750817425	0.00202893134712	0.0168487321742	0.015041957799	0.482178294645	0.4297988759	0.0507357082896
</S>	0.00169179936062	0.00105037806156	0.0084677211071	0.0080707043995	0.398526297323	0.48360033795	0.0985927691448
