 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.83372257	0.162206325	0.00232384805	7.826374e-05	0.000808372	7.454103e-06	2.574215575e-05	0.0008270811095	3.55993815e-07
a	0.651137513333	0.338649748333	0.00715175468333	0.000284773356667	0.000877827666667	0.000121236438667	8.054120575e-05	0.0010161386365	0.000680486908998
ì	0.311967027778	0.670586449444	0.0119362228944	0.000785972152222	0.00150096892222	0.000340528129556	0.00023151022525	0.0005923811455	0.00205893423633
s	0.149557922593	0.801799949815	0.0358381499648	0.00133239661741	0.00615163754074	0.000500981476519	0.00074154262175	0.00206274961517	0.00201463532211
s	0.120235130864	0.754868049938	0.0851264499883	0.00112411198247	0.0119852598469	0.00038250642684	0.000849918540583	0.0245733911384	0.00085515557237
e	0.077036959288	0.501611937979	0.352165106663	0.0232285487708	0.0109968296156	0.00102055794361	0.000742994513528	0.0326995581795	0.00049749894579
r	0.057968192096	0.211304769326	0.645478318888	0.0310928338569	0.0153936528719	0.0012458146212	0.000731950217843	0.0363966738598	0.00038781465193
e	0.0466805026987	0.0978125641087	0.687320956296	0.103166062219	0.0232994142906	0.00325671474707	0.00127489695261	0.0366448116199	0.000544132420643
k	0.0276339128996	0.0460945093696	0.739224352099	0.12720438264	0.0216804627635	0.00391877918902	0.00140808409087	0.0322471818733	0.000588354471214
a	0.0202719013665	0.0262584449899	0.6557702507	0.223973906113	0.0336335479212	0.00649407700301	0.00214703590362	0.0309345070911	0.000516306068071
e	0.00755840721217	0.00936344130997	0.3930998569	0.508351972038	0.0528793936404	0.012037129001	0.00402035773454	0.012094001197	0.000595428819357
s	0.0197750887607	0.00868455721666	0.284166425633	0.442671391679	0.21081295788	0.011125549767	0.00492399457818	0.0174502304323	0.000389832859786
ò	0.0238492016902	0.00917041927222	0.195311731811	0.174079069226	0.557892099293	0.0107466070223	0.00627021585939	0.0202183458108	0.00246232322326
z	0.00830986278673	0.00402695860741	0.0721079128703	0.0682067704087	0.815515399764	0.0091297927741	0.00868361928646	0.0105815592703	0.00343805254109
i	0.00309263759741	0.00156531951214	0.0308261249901	0.10808140647	0.593927346588	0.179256308358	0.0737122677622	0.00764611775677	0.00189242228036
k	0.0041878674143	0.0138356528304	0.02851048203	0.117862830023	0.238337050863	0.235467181786	0.0958561172541	0.264881255586	0.00106155904345
à	0.00457921126677	0.0179739498201	0.0284231530767	0.0423115059743	0.278262988954	0.0914426179287	0.133296563751	0.399000621862	0.00470935749782
i	0.00155603700299	0.00604314420183	0.0103968418809	0.0200211280914	0.260849877918	0.128968900976	0.37223152125	0.192964100954	0.00696841929927
o	0.000520642352063	0.00201887578941	0.0035182339523	0.0130193356971	0.090024416906	0.219487066992	0.577004607083	0.090486437318	0.00392036119976
b	0.000208013754688	0.000930019846803	0.0019756458541	0.0071510968457	0.032266720802	0.163748971414	0.419528519361	0.372369859106	0.00182116046292
à	0.000108843788896	0.000571287718934	0.00183057745137	0.0032099832619	0.0244399451007	0.056871706988	0.172878303454	0.726888119702	0.0132012989173
g	0.000261287495299	0.000334940272978	0.00146730985046	0.0025918988873	0.0217152037669	0.0218558452627	0.094513723818	0.837417226567	0.0198426559724
n	0.00652484193177	0.00843318326766	0.00898900381682	0.00387258956243	0.0157474503223	0.0087717749209	0.045122729606	0.891551395522	0.0109870846575
o	0.00842516900392	0.0110383027659	0.0113111747056	0.00546659322081	0.0131404140074	0.0230015169736	0.0546137808687	0.632235588507	0.240767464553
</S>	0.00425884704196	0.00558340989795	0.0060622470028	0.00560507191041	0.0068528888537	0.0403757199868	0.0796066284343	0.377888129254	0.473767062277
