 	non	ha	che	li	aspettiamo	</S>
e	0.93834055	0.054897421	0.00307255145	0.000978083275	0.0009812549334	0.00173018299215
n	0.623316159333	0.337874472333	0.02591217915	0.010161297525	0.0009907710008	0.00174514258605
è	0.231185145111	0.617497457444	0.0605077997167	0.0172995745083	0.0204233170566	0.053086694584
n	0.10491986437	0.716031352481	0.0685200765722	0.0121277294028	0.0270661984189	0.0713347409613
a	0.05660795529	0.543834866494	0.288016545524	0.0662973197009	0.0154336172063	0.0298096624204
t	0.0297291932633	0.197884649498	0.553002415175	0.1931581599	0.0113975776744	0.0148280046198
u	0.0175127834211	0.072955955666	0.441092835058	0.439733326633	0.0212074758305	0.00749759115293
s	0.0112392784737	0.027085010322	0.249081591686	0.683050288878	0.0244867904302	0.00505699924631
m	0.0196341314912	0.0519315177073	0.182795503895	0.735706842959	0.00823037008673	0.0017016268231
ì	0.0187498751971	0.0602228516691	0.110966020298	0.707699547653	0.0780784294856	0.0242832622867
n	0.0079789937657	0.043035716323	0.087866835766	0.686208415884	0.128067989829	0.0468420140956
o	0.0041930344309	0.036136532954	0.0737052070553	0.477786210628	0.35819298661	0.0499860046985
m	0.0022887323193	0.0181053584977	0.0918515108184	0.443301242209	0.408437468503	0.0360156981128
e	0.0016510063531	0.0120929859312	0.0980994616061	0.416138500736	0.420869409134	0.0511486659176
</S>	0.00083506504655	0.0060564076136	0.049929667803	0.221822030368	0.637092604567	0.0842642479588
