 	non	ci	dimentichiamo	mai	</S>
e	0.85285165	0.136966635	0.001364968075	0.00293657133885	0.00588013351569
n	0.554010823333	0.346212145	0.0908469220917	0.00299401901295	0.0059360881519
è	0.236488169111	0.567592065	0.129962291364	0.012110898571	0.053846578364
n	0.137568562704	0.714952425	0.0591235291213	0.016395981857	0.071959471788
a	0.0975184799013	0.790759708333	0.0499438843738	0.0206295349523	0.0411483769293
a	0.0529715114671	0.815662082778	0.0756022014579	0.0247034369841	0.0310607784098
l	0.0267490586557	0.586524334259	0.361539057153	0.012318329728	0.0128692178033
l	0.0466215668852	0.261886356753	0.682795152384	0.00426135647267	0.00443558070277
i	0.0519701106284	0.163025090918	0.715133670795	0.0574239439876	0.0124471821026
m	0.0269869225428	0.100160540306	0.782574643598	0.0751633610359	0.0151145085299
o	0.0141193853976	0.052833116102	0.896668994533	0.0309279233853	0.00545057550563
n	0.00513919689587	0.0310229647007	0.945378344844	0.0162257374518	0.00223375925621
i	0.00215259476529	0.0163166394669	0.815645901615	0.150519182141	0.0153656790064
s	0.0010177712751	0.0073052448223	0.776662353872	0.195267627347	0.0197470036611
t	0.00160527085837	0.0135493847074	0.912817137957	0.0654055460957	0.0066226826577
ù	0.00302984261946	0.0653698675691	0.703580559319	0.131329925712	0.0966898049976
m	0.00600978020649	0.0771555538564	0.623600113106	0.162406489904	0.130828023999
e	0.00563081437083	0.0302361793521	0.520162528102	0.379239611301	0.064730845333
s	0.0120035924256	0.0685698198507	0.436903799767	0.443832391234	0.038690426521
t	0.0320668141419	0.20136491995	0.602029079922	0.151463668878	0.0130755430537
a	0.0286350945176	0.18724629938	0.394125903527	0.356607707293	0.0333849768212
m	0.0127238186429	0.129753232523	0.391369814729	0.425919359098	0.0402337217471
à	0.0074175880653	0.110627326601	0.391088624176	0.402483123033	0.0883832987224
i	0.00248429896777	0.0372606143603	0.131167332149	0.687378034344	0.141709696241
</S>	0.00125716362638	0.0190891017802	0.0657443483095	0.786949837172	0.12695951312
