 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.88922005	0.10634497	0.00148350865	0.000759491305	0.0001121362925	0.0016891286775	0.000189783843	0.000199264857	1.710158405e-06
a	0.688296933333	0.299591206667	0.00542072551667	0.00141266066833	0.000425438704167	0.0018452718125	0.000722461537667	0.000357538669	0.0019277862044
m	0.434185511111	0.526303478889	0.0185138098389	0.00511130418944	0.000952963534722	0.00991427559083	0.000921492265889	0.001526657533	0.00257050990847
à	0.261837457037	0.673030516296	0.0375432552796	0.00789912272981	0.00132614104491	0.0128120905303	0.000929040241963	0.001986114761	0.00263623047649
t	0.120766767679	0.710518008765	0.124459435093	0.0221266359099	0.0029556325483	0.0105712571768	0.00409271671399	0.001365911737	0.0031436296255
i	0.0592736032263	0.489641972922	0.383021471698	0.0455634293033	0.00450947984943	0.00967859195893	0.005033416638	0.001003526349	0.0022745365085
è	0.0232116660421	0.237016450974	0.571292257233	0.137518333101	0.00823765561648	0.00557298221964	0.00606484711267	0.00114647661967	0.00993937333617
n	0.0113671446474	0.105823725658	0.493744552411	0.323987124367	0.0170497492055	0.0246807110732	0.00810821687089	0.00301771003989	0.0122210964121
a	0.00673666249913	0.0463594636727	0.369202644137	0.492901688122	0.0408352210685	0.0302372956911	0.0057045240903	0.00304850337996	0.00497399470403
p	0.019330816783	0.0306247696776	0.232950488046	0.531337119374	0.0662783303562	0.0905862572304	0.00452469286343	0.0221965052933	0.00217101096801
r	0.0378412169277	0.0704542252259	0.105741116015	0.428904743125	0.0666719814521	0.248986289077	0.00548369215448	0.0350925474311	0.000824165459337
à	0.0274770329759	0.0717174270753	0.0804119236717	0.371836384375	0.117452118484	0.296239056359	0.00735152071816	0.022681956977	0.00483257782311
m	0.011084494092	0.0293404793584	0.0744129212239	0.463951418125	0.169197729495	0.22569498212	0.00678124390605	0.013005215859	0.0065315335077
a	0.00510284570467	0.0122316264378	0.0436594242746	0.379976446042	0.365934026498	0.177495240707	0.00611022930202	0.00633458631967	0.00315556730257
n	0.00404699487556	0.00801902646427	0.0182578820915	0.160401279681	0.464647338833	0.326061343569	0.00614754820067	0.0107501684399	0.00166842226752
a	0.00369724653452	0.00661190024542	0.00857744026383	0.0692294865603	0.424417709611	0.452179274523	0.0181344451669	0.0157190431466	0.00143347145584
s	0.00243327418751	0.00326225977247	0.00427765032128	0.0305155071868	0.360159696537	0.563127831508	0.022008679589	0.0128716180489	0.00134348775328
t	0.00228922300917	0.00351419019082	0.00315916567376	0.0174581327289	0.166100954512	0.783340993836	0.0105617411963	0.0131130350163	0.000462558959427
u	0.00105239373539	0.00256825591194	0.00281210792459	0.010560085643	0.140992217171	0.788675547945	0.0348960678654	0.0175217243388	0.000921571293476
d	0.0020257147308	0.00429570915231	0.00192310454153	0.005913607481	0.12408663239	0.796136182648	0.0441071382885	0.0204281401129	0.00108370820716
i	0.00235055969727	0.0048700209001	0.00124427151384	0.003326442427	0.0663026107967	0.716224944216	0.162411216763	0.0410376567043	0.00223221197839
è	0.000797215963757	0.0016984456527	0.0200697455379	0.0325839108757	0.0780180569322	0.563810918072	0.240341312254	0.0483714855681	0.0143088632261
t	0.000461103532252	0.00105653668757	0.0264859013126	0.0436414530919	0.0652471916441	0.675016592691	0.135293005751	0.0360545665227	0.0167435828187
s	0.000676025344084	0.00310387086252	0.0109179087709	0.0208193318306	0.037891064548	0.72176041423	0.079802146917	0.119108126841	0.0059210503229
i	0.000564430339695	0.00336662286017	0.00535701937363	0.0114311756452	0.023863690416	0.44431866241	0.294541395639	0.208287808947	0.00826916674763
è	0.000191364332898	0.00113078015872	0.00215956444121	0.00458269571673	0.011062436872	0.17940871847	0.56369221188	0.212977939649	0.0247942862492
n	0.000353661572299	0.000819175785573	0.00134766114707	0.00296854197224	0.00832141459067	0.132841026157	0.53170899396	0.295757723216	0.0258818194164
a	0.000410003653433	0.000721282651858	0.000768502052357	0.00172632527741	0.00536036137689	0.092204310519	0.511942354653	0.359775037739	0.0270918738055
p	0.00423573298048	0.0212567698406	0.00487517508745	0.00571376811247	0.0045594156723	0.043010253973	0.425159141551	0.46529640258	0.0258934018018
r	0.00674731572683	0.0324968506135	0.00792235149582	0.00951549417082	0.00802859739077	0.0334504223243	0.216287357184	0.676649467527	0.00890216243393
à	0.00349089151828	0.0152401002135	0.00447345991194	0.00601862159027	0.0113503757969	0.0307531321081	0.145694639061	0.743763775842	0.039215032778
m	0.00255792721543	0.00618670828017	0.00311176105065	0.00414357703009	0.0177811182656	0.034634553036	0.207874746354	0.672293045281	0.0514166102593
a	0.00224510116684	0.00316757825372	0.00255427490688	0.0031991142287	0.0153014069085	0.024214368012	0.218935552118	0.663574795094	0.0668077960864
</S>	0.00112365847597	0.00158775206736	0.00130273408844	0.00163232279235	0.00789221968425	0.012424894506	0.160914281059	0.708466967547	0.104655103043
