 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.00357103915	0.00190572592	0.643922105	0.309863779	0.030182975	0.0049537533	0.0056006035867
n	0.00470281038333	0.00210059938333	0.511102530333	0.136885595667	0.103488858333	0.143206603767	0.0985130185289
a	0.00525248802778	0.00121232620444	0.273752488778	0.128917231889	0.244382946111	0.216612241256	0.12987025401
v	0.00751274524259	0.00680706390148	0.316751429593	0.23523813063	0.25184556537	0.134270470419	0.0475745664533
o	0.0231139364142	0.00904511776716	0.480044663198	0.24496269021	0.14136472279	0.080580199473	0.0208886444344
r	0.0247045710714	0.00451272518905	0.424245903399	0.41228449007	0.08504894193	0.037343265491	0.0118600600381
à	0.0202052292905	0.00297661396302	0.400195730133	0.471770513357	0.06241003931	0.0223512788303	0.0200905302394
s	0.0213787757635	0.00221533235434	0.483838243378	0.395039407786	0.03885454177	0.0200870402768	0.0385866267465
o	0.0184444765878	0.241802445718	0.289447131126	0.358065882595	0.03042936859	0.0230263017589	0.0387844235822
o	0.0149934522293	0.533681948573	0.123563445709	0.235946334198	0.0441980428633	0.0238334549196	0.0237833180941
s	0.00631813187643	0.458611482858	0.0507093125697	0.374956574733	0.0818963962878	0.0187187455399	0.00878933465803
s	0.00352721385881	0.222476343719	0.0220202765232	0.662508594911	0.0773255777626	0.0089495989133	0.00319235223268
o	0.10735855142	0.0855910973397	0.00957374190773	0.556985700304	0.105377894921	0.0587841521378	0.0763288016976
m	0.141528775697	0.0391393159132	0.00474882763591	0.488624528768	0.14864521164	0.0766354070459	0.100677915389
ì	0.054017063789	0.0139287629844	0.00357811861197	0.456562034923	0.298136997213	0.0728444920153	0.10093252662
k	0.025081514263	0.00520230030813	0.00553085883732	0.242458190308	0.518872749071	0.0867959373384	0.11605844554
a	0.0116506217543	0.00226736606938	0.00501586522044	0.167662743379	0.51073349969	0.177570892446	0.12509900518
m	0.0070186312181	0.00094792762646	0.00168699268815	0.057777142403	0.591623299897	0.227865944149	0.11308005045
è	0.00916583603937	0.00104733794549	0.00074267393605	0.0213769688677	0.500133534632	0.271666754716	0.195866902207
r	0.0118380890131	0.0015264904485	0.00295216351202	0.0139927156892	0.245592442877	0.423016168239	0.301081964069
i	0.00673501257103	0.000970724174833	0.00351858392301	0.0111764528779	0.152030496826	0.50625281608	0.31931592469
</S>	0.00411427363551	0.000491262425417	0.00176050309001	0.0055904189112	0.076816727213	0.53971227304	0.371514522345
