 	era	molto	stanco	</S>
ì	0.9333089	0.0416383545	0.0088557894	0.016197037142
o	0.627011327667	0.309323738167	0.0465623431333	0.0171026183807
n	0.322333963556	0.598124112722	0.0729296557111	0.0066122870179
e	0.258125914519	0.652063104241	0.086079593237	0.0037314244303
p	0.145118183073	0.72170946808	0.130401137746	0.00277122399577
o	0.051961283591	0.763743722693	0.181468189249	0.00282680645092
d	0.0200367207637	0.678916607564	0.298195473083	0.00285120360631
d	0.00955522395457	0.538247012521	0.450990624361	0.00120712952477
h	0.00585984603486	0.441735424174	0.55174718812	0.000657529921923
ì	0.00463598659495	0.365628968058	0.622996722707	0.00673829972097
s	0.00485076806498	0.306664839353	0.678825754236	0.00965861830699
t	0.00582789922166	0.219203206451	0.770417151412	0.004551733269
r	0.00630544754055	0.111045675484	0.880487883804	0.002160960123
à	0.00325250844018	0.0662005031613	0.920436847935	0.0101101123077
k	0.00169703190673	0.0509874657204	0.923247115978	0.0240683464359
k	0.00932704193558	0.0535789519068	0.914805818659	0.0222881414786
o	0.0116401327652	0.0487337039689	0.644807029553	0.294819095826
</S>	0.0062706155626	0.0329153869844	0.386433699776	0.574380247913
