 	l	ho	sentito	che	veniva	</S>
o	0.98732312	0.00298288591	0.001512099309	0.003432002732	0.0026885512025	0.002061251031
n	0.94580779	0.01699581787	0.002313584103	0.0153974703773	0.0173762005342	0.00210903216367
ì	0.65631816	0.139271797623	0.0362093898677	0.0328949577924	0.0304374128447	0.104868235875
k	0.566337733333	0.193510892541	0.0471369544226	0.0279809304975	0.0209218796149	0.144111579292
u	0.493619299111	0.314497600847	0.0757281226075	0.0479779680658	0.0111864945383	0.0569904530973
s	0.189211171037	0.388347280282	0.106165077536	0.266490099355	0.0268676451794	0.0229186736218
a	0.0823958168457	0.194657285761	0.0916941341787	0.507914716452	0.114858196726	0.0084798315966
k	0.0388308454486	0.0773225422537	0.0714155327262	0.607990318817	0.200771548909	0.00366924165053
a	0.0231740581395	0.0343970103179	0.0322619338087	0.476494984939	0.430777266303	0.00289477920184
è	0.0148613047032	0.0302235383393	0.0217277911696	0.21738608698	0.593147255434	0.122654024401
r	0.0122241798344	0.0310301399464	0.0232591113899	0.17409829566	0.596688485145	0.1626997758
k	0.00529050387813	0.0135669770488	0.01799874513	0.155248088553	0.751470715048	0.0564249587333
a	0.00275732456938	0.0052411701896	0.00889053769667	0.0667126256177	0.880377425016	0.0360209287111
t	0.00327815636646	0.00821588133653	0.00844901921889	0.0510151599726	0.900117365005	0.0289244352204
o	0.00342904387082	0.00920698425084	0.00937795007296	0.0460827506575	0.841394578335	0.0905087273901
</S>	0.00174696520841	0.00464255783342	0.00669038903648	0.0264474133287	0.794079389167	0.166393343695
