 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.9436752	0.0412844435	0.0054597156	0.00216675283	0.0011449842025	0.003408442695	0.0002299321575	0.000916106302	0.000583797285	0.00113058724605
l	0.756566466667	0.0517765655	0.0191727966667	0.10160191961	0.00161929563417	0.016783721565	0.00896771572917	0.00533634850067	0.0366475868617	0.00152754651535
ì	0.471362355556	0.1515742485	0.0648147665556	0.139914297537	0.0114989742781	0.040238967855	0.0144342892431	0.0114420751669	0.0510802749539	0.0436397322051
k	0.437964218519	0.220003286167	0.0776314331852	0.0620840858457	0.0163737247594	0.0783352809517	0.0094219817477	0.0119046687223	0.020629237318	0.0656520514017
o	0.35186821484	0.189421172056	0.220713012062	0.104295790949	0.0109368114198	0.0708750501172	0.00564438158257	0.00707132652077	0.007798058106	0.0313761389672
e	0.128749654113	0.125839855685	0.343299827354	0.327083356983	0.0240939296399	0.0309509061724	0.00264189807752	0.00285053417359	0.00278505117533	0.0117049945557
n	0.0452374552043	0.0475195542283	0.211716671785	0.633883898994	0.0264522815466	0.0261397457241	0.00136106600917	0.00132382080453	0.00232831319844	0.0040372218149
p	0.0923056184014	0.0331064520761	0.095248296595	0.724129479665	0.0107916686489	0.031032625908	0.00238712756972	0.00126752352818	0.00834287506615	0.00138833201797
r	0.232355616134	0.0471917180254	0.0618324121983	0.591305493222	0.00560198514963	0.0369090473027	0.00759815732324	0.00210817927606	0.014429753022	0.000667653789323
a	0.204051416878	0.0369232837085	0.0430203040661	0.524470464407	0.135947948183	0.0294951627676	0.0118811014411	0.00246177109202	0.0108108370073	0.000937749229774
t	0.0757115237927	0.0217029176028	0.0254614713554	0.456183721469	0.194581672728	0.197935392589	0.0149897754804	0.00350058703067	0.00897269133577	0.000960302129925
ì	0.0331497160642	0.0164496160009	0.0136583838185	0.25496621949	0.160530200909	0.483672794196	0.0200852698268	0.00478769021022	0.00805554984526	0.00464462806331
m	0.0134311308214	0.00713054613363	0.00775291420617	0.119726905497	0.143798971636	0.679016131399	0.0163729494089	0.00380985383674	0.00306761055509	0.00589303948777
à	0.0066147039738	0.00394534701121	0.00536045316872	0.0715851148323	0.070613659212	0.760241030466	0.066722762603	0.00666471237891	0.00143719732503	0.00681504996259
i	0.0024256410516	0.00171593637374	0.00272969690624	0.0259111971441	0.083212820404	0.524513493489	0.250050560868	0.0960170901263	0.00503471904168	0.0083888641542
n	0.0041433010442	0.00298602452791	0.00356581208541	0.0138408995814	0.0770895077013	0.21644996283	0.449965760289	0.173587480042	0.0540685276806	0.00430274083473
e	0.00472140482273	0.0034092475443	0.00398008047847	0.0105304823605	0.0421202434671	0.09270875171	0.425367746763	0.314695676681	0.10011155256	0.00235484699491
m	0.00200543441558	0.00245517061643	0.00232480594282	0.00543681962017	0.0295304031557	0.0336492912033	0.452430002254	0.358144012227	0.112396414187	0.00162770511164
m	0.00115038709519	0.00396588560548	0.00357005311427	0.00426241230672	0.0109903758852	0.0395662119344	0.567095157418	0.269250537409	0.0995573013957	0.000591719250547
è	0.000442085771997	0.00318685900649	0.00333239508609	0.00313730076891	0.0107968364617	0.0400553752781	0.429643235806	0.400092725803	0.0903226904652	0.0189904656168
n	0.000516423874266	0.00112944426683	0.0013479957767	0.00211211142297	0.0121742774872	0.0216278060594	0.262048791935	0.548769608601	0.112720990155	0.0375524985389
o	0.000547839023422	0.000449296270943	0.000707264002233	0.00185840320766	0.0111877191624	0.0152218194831	0.153096369645	0.540132692867	0.239485586718	0.037312994513
m	0.000385447939807	0.000506387012314	0.000469935344078	0.00105467621589	0.00852937360413	0.00563864949103	0.090503822215	0.391757930956	0.476313455573	0.0248403166843
i	0.000324419912036	0.000517767514671	0.000352553890359	0.00061556147963	0.00361072828471	0.00238013047701	0.0651224626383	0.202171819319	0.705557205191	0.0193473447414
n	0.00166841543611	0.00060014084879	0.00050061713912	0.00166371155421	0.00194077610657	0.00150580137234	0.0282139227794	0.0869950974397	0.85924302173	0.0176684886638
a	0.0021179951989	0.000629742216597	0.000557340791373	0.0020270627814	0.00153203741386	0.00121954034478	0.0156401484598	0.0436373188132	0.91346147391	0.0191773339713
l	0.0016806663865	0.000348417505866	0.000506411322124	0.00396398185713	0.00140826202462	0.00104049670226	0.00776910315327	0.0256246696044	0.93558063797	0.0220773543238
i	0.00154066201383	0.000262075865955	0.000513055167375	0.00464906763571	0.00140504032821	0.000995780232753	0.00516677118442	0.0181836122015	0.936973859323	0.0303100427746
p	0.00063431260961	0.000115557473652	0.000262245689125	0.00287295582857	0.00139358873274	0.000530036609584	0.00322110222814	0.0144314580672	0.942399253108	0.0341394589249
ù	0.000335140933203	9.2230918884e-05	0.000369382773042	0.00269321034286	0.0352481832009	0.00199359053653	0.018060847576	0.0859787200224	0.759399494369	0.095829181975
n	0.00143396402107	0.000205736312961	0.000741382281014	0.00366374138095	0.0477934709003	0.00603370351218	0.0327751325253	0.124229637341	0.47670318479	0.306420020658
a	0.00184089514369	0.00023843617432	0.000741605327005	0.00394261489365	0.0194213474668	0.00605354424739	0.0236827295084	0.0687801171137	0.381989791597	0.493308920219
</S>	0.000998166976845	0.00016630629216	0.000527728913502	0.00262988739682	0.0130043747334	0.0035036327387	0.0146039862542	0.0485433695568	0.373179575798	0.542842995109
