 	non	ho	cosa	è	da	mangiare	</S>
e	0.984401015	0.00837382595	0.0060272371	0.0003940522845	0.00012914469	0.000421666062	0.00025297161315
n	0.655478993	0.01175825165	0.3298994967	0.0006440067615	0.00124152265667	0.000716943237333	0.00026073876805
è	0.232457321667	0.13009978055	0.574809305567	0.0124761505038	0.00476666038556	0.00333543731244	0.0420553881697
c	0.178198819889	0.202979673517	0.532457821856	0.0180324126346	0.00519964209519	0.00409534725748	0.0590363343899
h	0.166161493296	0.113586775172	0.678201373952	0.0112420830115	0.00393755533173	0.00375956890583	0.0231111665966
o	0.0746463440987	0.174005615724	0.696335057984	0.0331523953372	0.00909258644391	0.00384382043528	0.0089242303322
t	0.0309702140329	0.197600904241	0.617498162661	0.0584546551124	0.088028711148	0.00362494641176	0.00382244689953
i	0.0224716433443	0.093921571747	0.474044690887	0.127546195037	0.244004823716	0.0353607012706	0.00265033342198
è	0.0166113187814	0.0500169045823	0.216427389629	0.171779421679	0.439486974572	0.0711334804235	0.0345444501407
n	0.00724605336047	0.0202772360941	0.0808088272097	0.12085481056	0.661531258191	0.0645736268078	0.0447081739802
a	0.00299128888016	0.00783112821137	0.0306402703499	0.0638511228533	0.55401451273	0.320477202269	0.0201944945934
f	0.00286990142005	0.00475408148379	0.0181426233966	0.0270523556178	0.49794243091	0.438053510756	0.0111851340478
à	0.00305848204002	0.00442271046126	0.0144139906322	0.0154438212059	0.45163914697	0.438886513585	0.0721353778659
o	0.00127405104294	0.00231579265475	0.00529576371573	0.0086137211253	0.166217819557	0.714560304528	0.101722586955
</S>	0.00063875241587	0.00117615682887	0.00266311286536	0.00471777064765	0.0865553106285	0.839379752264	0.0648691849775
