 	Valeria	legge	il	giornale	</S>
e	0.77492371	0.1907841715	0.01749696469	0.01436880726	0.00242634402244
V	0.55084568	0.3944870605	0.0236611115633	0.01696989142	0.0140362445408
a	0.48466443	0.4207795635	0.0508991005211	0.0219742834733	0.0216826315136
l	0.469086246667	0.241964031167	0.0874248821737	0.188310140491	0.0132147173045
è	0.326335142222	0.341319633722	0.0751406293912	0.235322047164	0.0218825405682
r	0.297350484074	0.362501774574	0.123329766464	0.168134856055	0.0486831015227
i	0.220781446758	0.140254248858	0.350870948821	0.224241042018	0.0638522938409
a	0.074733390206	0.0508726476193	0.614416869607	0.211941200673	0.0480358536136
m	0.072100222622	0.0237847395398	0.566312599869	0.317971200224	0.0198312176712
e	0.0710697479807	0.0126505919066	0.451234096623	0.451887530075	0.0131580286904
l	0.0752945664336	0.0786648663622	0.353375397208	0.481427860025	0.0112373253635
e	0.0766685964962	0.100561164434	0.209093554069	0.587799440008	0.0258772522545
t	0.0339598365171	0.0960973537913	0.16146026469	0.677445850003	0.0310366803182
à	0.0204704435057	0.0972396019304	0.19263595823	0.652006266668	0.0376477230061
o	0.00759307697023	0.0351948074435	0.24768570941	0.625805965556	0.0837204376687
g	0.0101795607917	0.0406362152812	0.162685439137	0.713579198519	0.0729196046229
i	0.0110281629305	0.0423568063704	0.063793390379	0.793948979506	0.0888726836076
o	0.0036836761644	0.0142191397501	0.0360727524597	0.764238873169	0.181785561203
r	0.0167904252425	0.2679862896	0.0269774008199	0.53892549439	0.149320421134
n	0.0576951267475	0.574484226533	0.0279610612733	0.288992614797	0.0508670285113
à	0.0558442906425	0.413606351211	0.128250409091	0.301546811599	0.100752150237
l	0.0243289729408	0.15654585277	0.17380471303	0.436039763866	0.209280670079
e	0.0137742404703	0.0713160476233	0.0889467653433	0.360762694622	0.46520022336
</S>	0.00691871547015	0.0365372588617	0.0488195391716	0.220319507311	0.68740496168
