 	dei	genitori	</S>
à	0.95109874	0.0114140395	0.0374872272915
t	0.912041226667	0.0491531365	0.0388056189972
t	0.856596342222	0.1290859355	0.0143177138757
u	0.627390900741	0.3603909885	0.0122181296019
s	0.32580962358	0.6626735795	0.0115168257006
g	0.329986944527	0.6660979965	0.00391507207687
e	0.297766522842	0.6967653855	0.00546808936896
n	0.133144584281	0.860872975167	0.00598245341765
i	0.0762779301937	0.913585138389	0.0101369371005
t	0.151939690165	0.836366929463	0.0116933752668
ò	0.186450516722	0.620201679821	0.193347798656
r	0.100647408907	0.518452793274	0.380899812885
u	0.0630647063023	0.365881786091	0.571053517628
</S>	0.0327706131511	0.206347005546	0.760882358814
