 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.9573363	0.014190619	0.0218537395	0.0033816616	0.00066705241	0.000199787015	0.000821535295	0.00036788602	0.0005768500465	0.0001179844635	0.00048659816053
n	0.649981584333	0.010614057	0.3260072915	0.00338039056667	0.000931102736667	0.00613452902833	0.000841558038333	0.000502505706667	0.000610579618833	0.000503331151167	0.00049302996351
è	0.230685095111	0.0606504413333	0.504030193833	0.0705292963556	0.0137536026789	0.0130991816761	0.0170579336194	0.00625041380222	0.0132270647096	0.00497565948372	0.0657410444812
r	0.10675444437	0.0819438837778	0.466361504611	0.151065065452	0.023185759893	0.016683665892	0.0273136865398	0.00836591376741	0.0207411892365	0.00713963349457	0.0904452221604
k	0.0644338901233	0.0354450237926	0.65991414487	0.119120386817	0.0157735556977	0.035290681964	0.0149840731799	0.0042200256558	0.0113782800788	0.00588701666486	0.0335529089868
e	0.0305166988078	0.0723247971309	0.72717779829	0.0929862672723	0.0113791687992	0.0356342143213	0.00614069909997	0.00257826574527	0.00496753543627	0.00444252396829	0.0118520082489
s	0.0155776693693	0.0959124390436	0.685560862763	0.132765042424	0.0218357564331	0.0352074384404	0.00235573327332	0.00168205354176	0.00179239793542	0.00313102040276	0.0041795673233
e	0.0100539807898	0.0844379716812	0.517919774254	0.295268544141	0.0471869954777	0.0372709036468	0.00142660615777	0.00144753254725	0.000793155278473	0.00267716773425	0.0015173797781
k	0.00713184592993	0.0692476356937	0.383524248085	0.32204435138	0.0521763138259	0.151766585382	0.00111729974592	0.00179459171575	0.000516423212824	0.0100194283447	0.0006612793427
a	0.00467607697664	0.0288386773646	0.281898334362	0.379348973793	0.085727599942	0.202057059461	0.00177948097531	0.00223633707192	0.000517062717608	0.0125280672149	0.000392306647567
i	0.00216220431555	0.0223513247882	0.109477797787	0.551999997931	0.207837146647	0.0936448598203	0.00490626389177	0.00187454805731	0.00102430958587	0.00435009311497	0.000371410949189
m	0.00113435129518	0.0152994490561	0.0568354815957	0.37917348931	0.205212820216	0.331316495607	0.00484006352059	0.00158360576577	0.00105507587529	0.00329225064832	0.000256892848063
è	0.00108554483173	0.0054788452887	0.0361089193319	0.21265467977	0.193991791405	0.534041631869	0.00969689539686	0.00166132656859	0.000945846471763	0.00322008604944	0.00111442148102
