 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.957506235	0.04017234025	0.00052868131	0.000430965075	0.00010922237	0.00064749585	0.000141234395	0.000129511965	0.000206650975	4.49664475e-05	8.26273842e-05
v	0.870250868333	0.0628573535833	0.00157791421	0.049897505475	0.00023151734	0.00148611518333	0.00402084702167	0.00197374394167	0.002752268875	0.0048324057275	0.000119415204733
ò	0.584404246111	0.222855977861	0.0155655387367	0.0832496131583	0.01457919542	0.0195007753944	0.00740129734056	0.00601922498056	0.00730722295833	0.00831252500917	0.0308043628716
e	0.27476262037	0.504681169287	0.0335879629122	0.0608566440528	0.0228788468067	0.0359843361315	0.00530370504685	0.00656199552685	0.00807986845278	0.00478375858306	0.0425191051572
n	0.150535378457	0.559561343096	0.0427212586374	0.181683736351	0.0117637205689	0.0240385456105	0.00320910461562	0.00348175294228	0.00475429901759	0.00252261957435	0.0157282696857
ì	0.106963763319	0.348979514365	0.114911683879	0.293653632117	0.055093966823	0.0421664444368	0.00249444420521	0.00351124801409	0.00406930227253	0.00214766102478	0.0260083536619
m	0.071931536273	0.216600718122	0.14699116796	0.333430777372	0.0814174532743	0.0975115514789	0.0025000896684	0.0116212404714	0.00558237362418	0.00145151625826	0.030961578554
e	0.0559590894343	0.139747689374	0.200655672653	0.418331549124	0.0575904277581	0.0936998578263	0.00365843268947	0.0126147009905	0.00444637494139	0.00088556042942	0.0124106509513
g	0.0229568121548	0.0671435731247	0.196708220551	0.597105373041	0.037589932506	0.0437326205754	0.00866452309649	0.00570252683017	0.00321991004713	0.0124680608365	0.00470846641377
r	0.0144273027183	0.0345512457082	0.071664808517	0.813391024347	0.0129350632687	0.0160012214685	0.0115729370322	0.00314308434339	0.00246347854904	0.0182296357788	0.00162020870726
a	0.00734563988277	0.0173917888027	0.0433813325057	0.660271111449	0.20120152927	0.0387019897995	0.0164946376774	0.00219903158113	0.00240124824968	0.00935369959293	0.00125797230842
m	0.00340546653759	0.0097304275009	0.0329115690019	0.597916990483	0.264798452557	0.0489038784332	0.0241155972258	0.00288484282704	0.00312059748323	0.011058225031	0.00115399620947
m	0.00319230411253	0.0113274148336	0.0284153001673	0.793675480161	0.0911653378523	0.0251298569777	0.0299061537419	0.00239590449568	0.00230991421108	0.0120642480103	0.000418201888823
